"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol","padj_combi_ctrl","log2FC_combi_ctrl"
"ENSMUSG00000023106",636.332762905745,-0.438664923138263,0.145185809136697,9.4410936505123e-05,0.00272954486805283,"Denr",0.365742433575953,-0.165107349713264
"ENSMUSG00000023118",1792.924490903,-0.558251500005457,0.190862692522815,3.13445332695132e-05,0.0011248062840486,"Sympk",0.00827213488714413,-0.467114501302107
"ENSMUSG00000023186",683.171725667303,0.351515363061382,0.146529365053434,0.00160401160076765,0.0236329516909257,"Vwa5a",0.0405375729047642,0.344281323113647
"ENSMUSG00000023367",84.5973587544531,0.502441324953352,0.345120139229459,0.00271572435488377,0.035333651498503,"Tmem176a",0.30532176815895,0.28417776384711
"ENSMUSG00000023942",574.082367805448,0.404949379317743,0.150718801448002,0.000391827496414252,0.00845629961627547,"Slc29a1",0.151032166452876,0.254450508942854
"ENSMUSG00000024063",123.022171723318,1.15247014964076,0.292972349387495,7.59517932513056e-07,4.82908434850521e-05,"Lbh",0.796490165094863,-0.0814266557620757
"ENSMUSG00000024370",258.470603760625,-0.604210929290657,0.274218192066137,0.000229974532206286,0.00556698223854175,"Cdc23",0.515794441071039,-0.1677779514034
"ENSMUSG00000024533",188.709864585514,0.417077088206687,0.180759726913891,0.000871879742626812,0.0150958342330742,"Spire1",0.174113478266468,0.274729074266131
"ENSMUSG00000024580",299.16202801365,-0.306496238599969,0.132014351992769,0.00329981521739499,0.0401294195048757,"Grpel2",0.89367050248158,-0.0316159744043384
"ENSMUSG00000024725",347.208741481205,0.296695285422343,0.118664831887499,0.00241489309795771,0.0325104469337474,"Ostf1",0.00392026046070668,-0.408177914539821
"ENSMUSG00000024726",3307.59983183934,-0.451998991906706,0.08720766555568,8.46851023499192e-09,8.3718053116633e-07,"Carnmt1",2.42087587510782e-06,-0.439549444794838
"ENSMUSG00000024785",110.98454410691,0.527437301392998,0.295388998168788,0.00110659483751428,0.0182326373067003,"Rcl1",0.0753558455963479,0.436626647493688
"ENSMUSG00000024811",2571.24317708159,-0.325065586818983,0.125841732352231,0.00142212340249154,0.0219227332961549,"Tnks2",0.331442451203611,-0.164703729989755
"ENSMUSG00000024858",968.433167296805,-0.326536055757984,0.142619685855892,0.00279543155364056,0.0359952921818776,"Grk2",0.296819211903664,-0.193000845435869
"ENSMUSG00000024896",329.355797550779,0.420460163408651,0.152648626278924,0.000265122868296841,0.00620225604719465,"Minpp1",0.419876906278683,0.157877089997497
"ENSMUSG00000025025",893.607585075964,-0.46628249110292,0.109457817622459,5.96591276029233e-07,3.97459483591128e-05,"Mxi1",0.19839069530823,-0.175371650819485
"ENSMUSG00000025035",767.400627936614,-0.648214769827992,0.183047154557505,1.52092549285171e-06,8.76133132592734e-05,"Arl3",0.015569933515441,-0.406988713107889
"ENSMUSG00000025151",455.619567374359,0.982085395268021,0.149175869567551,6.75318290464084e-13,1.66901647819051e-10,"Maged1",0.794199418814703,-0.0586052744331698
"ENSMUSG00000025157",230.998580458023,-0.403749216333492,0.135739276400357,0.000176003888066799,0.0045277212962655,"Zdhhc16",0.0584077158668591,-0.294357508218004
"ENSMUSG00000025213",82.8039892305325,-1.30265125779994,0.276199945924824,5.19776367811181e-08,4.57731797929352e-06,"Kazald1",0.739604979385712,-0.0974763501829693
"ENSMUSG00000025225",310.103119443469,1.75562360034386,0.177312500568584,4.52758525450166e-25,4.62507925698193e-22,"Nfkb2",0.0162961365776037,0.442694200239856
"ENSMUSG00000025234",2476.66250720185,-0.28026320105963,0.104834876315371,0.00183358340940685,0.0262049948749671,"Arih1",0.536807584877848,-0.0985008106106949
"ENSMUSG00000025245",299.709142310091,0.427565025434471,0.211239988805358,0.0014659956220586,0.0223601824672925,"Lztfl1",0.161462996787107,0.305377212456579
"ENSMUSG00000025255",259.042827088275,-0.432910283738657,0.283255786853521,0.00377539898765497,0.0443624861430303,"Zfhx4",0.133651031488268,-0.379628357878469
"ENSMUSG00000025261",3290.12065563155,-0.441686787593811,0.145971491395685,8.93398095947557e-05,0.00262251705444529,"Huwe1",0.00408699207286781,-0.438915224911029
"ENSMUSG00000025272",7.81821151426333,1.28491466260857,1.36193324564864,0.000932226681536588,0.0159247596891696,"Tro",0.469387610170071,-0.227769598191139
"ENSMUSG00000025340",1017.00966216337,-0.424403243262381,0.142458679133161,0.000130718383003005,0.00356405299422606,"Rabgef1",0.00237946779954561,-0.458570193432855
"ENSMUSG00000025366",532.357726018869,0.285602816362803,0.101274884874695,0.00116105782403642,0.0188707981335394,"Esyt1",0.262103075865625,0.157013347090099
"ENSMUSG00000025401",17.4864567248359,1.63746432374767,0.794606247244371,7.70885398564572e-05,0.00232983766512918,"Myo1a",0.437456861547198,0.252418352174578
"ENSMUSG00000025425",336.528306911155,-0.431356791923418,0.167903045017257,0.00038069419470399,0.00827429382333225,"St8sia5",0.00655100145843769,-0.470591813554057
"ENSMUSG00000025492",430.273519056418,0.98810851462168,0.201039667222728,7.15085809737036e-09,7.3048399084004e-07,"Ifitm3",0.316628158388196,-0.213918504272138
"ENSMUSG00000025498",52.589446516349,0.569451999542438,0.474184725271385,0.00325997150428732,0.0399300906156631,"Irf7",0.507512816913751,0.208810544802552
"ENSMUSG00000025578",22.4974278780736,0.901445099680203,0.602051862519419,0.000678236418581604,0.0126430859390826,"Cbx8",0.480292332997961,0.225036334422894
"ENSMUSG00000025630",360.577290957805,0.304292360815315,0.112247398401762,0.00129123297368621,0.020486711452301,"Hprt1",0.567633811336417,0.099410847281699
"ENSMUSG00000025743",347.844765493018,0.312935167467889,0.14250429538523,0.00402382432298584,0.0460127314187403,"Sdc3",0.296000716852564,-0.197796058127483
"ENSMUSG00000025759",275.88105297192,-0.377922179972617,0.164114995480255,0.00142916851862156,0.0219650443438698,"Mfsd8",0.327122567066262,-0.196920336734237
"ENSMUSG00000025793",536.125175215101,0.392003506685808,0.169386158894986,0.00116715659029963,0.0189052224452021,"Hgs",0.536817018578472,0.137685874127311
"ENSMUSG00000025911",589.283149110363,-0.37272883562778,0.160521648528927,0.00146156941300948,0.02233379336037,"Adhfe1",0.854278013372662,-0.047676432150184
"ENSMUSG00000025969",224.91047668979,0.451891866598257,0.235130868735288,0.00143887381660397,0.0220787390441026,"Nrp2",0.441290519948302,0.1909912827029
"ENSMUSG00000026062",502.016805265161,-0.458570314034973,0.163801520338138,0.000141763802352363,0.00379763416686235,"Slc9a2",0.855179451016717,-0.045951256312559
"ENSMUSG00000026094",147.076499666888,0.41098507564626,0.193069050762716,0.00140357907030385,0.0218567500957987,"Stk17b",0.70088314409288,0.0993071823136848
"ENSMUSG00000026095",2011.82093625105,-0.280746875548804,0.118696802132553,0.00395671612182343,0.0456471723419909,"Asnsd1",0.983855885202484,0.00505519104770637
"ENSMUSG00000026131",9047.25057405227,-0.29876106764854,0.133214743400166,0.00429351700329896,0.0483391337557311,"Dst",0.719325114327293,-0.0760643803005709
"ENSMUSG00000026341",605.773841516216,0.341617191796084,0.140909585492624,0.0017111778355174,0.0248064124632291,"Actr3",0.02484518424705,0.362746230143595
"ENSMUSG00000026353",1705.38106070167,0.325225732022427,0.147782754055155,0.00343642205603361,0.0413639396422648,"Ubxn4",0.502702557258665,0.13818064762465
"ENSMUSG00000026355",37.3628417339393,0.662332036627155,0.462046450523328,0.00143988878070761,0.0220787390441026,"Mcm6",0.297075802421554,0.309076312452407
"ENSMUSG00000026554",4961.89637711927,-0.234014150536959,0.0917408721467681,0.00380103017100514,0.044528429136324,"Dcaf8",0.20183798514799,-0.158142089249375
"ENSMUSG00000026600",90.0735956343595,0.59422038567188,0.476118214836005,0.00270096647799196,0.0351929501209785,"Soat1",0.126951042131667,0.470958261263495
"ENSMUSG00000026604",400.547198848164,0.497278756551661,0.230210685272695,0.000539932848413646,0.0106753432725707,"Ptpn14",0.5661350374643,0.145759373843046
"ENSMUSG00000026622",9.14888555636789,0.709523241861549,0.705283745602597,0.0026381918837566,0.0346698235289901,"Nek2",0.678678480235317,-0.140453387074979
"ENSMUSG00000026739",692.070678066957,-0.454691057618139,0.191597682890855,0.000478847525669962,0.00980933240085672,"Bmi1",0.157165753056706,-0.285133708855829
"ENSMUSG00000026748",306.531517948369,0.355525436770957,0.160477278180139,0.00228962229057403,0.0313824180016657,"Plxdc2",0.314494803906287,-0.204417338431257
"ENSMUSG00000027177",6001.61465328249,-0.385506620962357,0.1061700970681,2.51211674912132e-05,0.000941153177183032,"Hipk3",0.647084519761984,-0.0752008432459128
"ENSMUSG00000027215",272.091911019569,1.09130956638073,0.393757560440377,2.43534749113889e-05,0.000919133734155695,"Cd82",0.373217243019314,0.25073341349377
"ENSMUSG00000027254",326.091495710274,0.40375811343081,0.235820507788449,0.00348956287578496,0.0417738843325413,"Map1a",0.292199835467157,-0.258041539725892
"ENSMUSG00000027304",642.475593349251,-0.257089698891779,0.101400190531217,0.00326943383075254,0.0399972636781875,"Rtf1",0.565244175007604,-0.0902845201505971
"ENSMUSG00000027368",34.7664043944841,1.87287874375409,0.616630696830156,7.15373766591237e-06,0.00034148511605849,"Dusp2",0.16776053771709,0.451957358385976
"ENSMUSG00000027378",372.882892957368,-0.412265251449562,0.136954901702652,0.000140559847991182,0.00377859394871733,"Nphp1",0.00293723028187408,-0.44014662864923
"ENSMUSG00000027416",3.52687241639925,1.11559102678901,1.68611389028877,0.00141294028373666,0.0218984023478717,"Otor",0.15999977913122,0.495259336225301
"ENSMUSG00000027490",14.6957146097657,0.665889040050058,0.623679045155782,0.00280104965945797,0.0360373500687443,"E2f1",0.957704071553412,0.0216415642112436
"ENSMUSG00000027546",422.390035993307,0.429694464451408,0.207051632613466,0.00128113160288935,0.0204050185873411,"Atp9a",0.658346606899173,0.113940720249239
"ENSMUSG00000027663",166.133135644775,0.366888482893569,0.169492597207163,0.00221064659091303,0.0304894128825926,"Zmat3",0.825516925453903,0.0591871053022431
"ENSMUSG00000027715",14.5244842483329,0.908050926919771,0.822161743140328,0.00134903120541371,0.0212230032449223,"Ccna2",0.435290083179089,0.254868581785834
"ENSMUSG00000027763",5668.77859353146,-0.545432672459167,0.138149356379886,7.14766411761937e-07,4.64083293535092e-05,"Mbnl1",0.00967090765298664,-0.364939337550527
"ENSMUSG00000027828",3792.58555737932,-0.395231011582214,0.08401473847904,2.23174785814868e-07,1.66005205972875e-05,"Ssr3",0.0915810974566025,-0.178544795441382
"ENSMUSG00000027864",494.507933958254,1.06605187732934,0.241227744343696,9.54944380961468e-08,7.99596325107791e-06,"Ptgfrn",0.08272576288078,-0.383105384339422
"ENSMUSG00000027935",143.870461447607,0.511043621915994,0.308894398313981,0.00166983334638847,0.0243221068124625,"Rab13",0.816659347591833,0.075931103458304
