"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"19","1.34","GOTERM_BP_DIRECT","cell-cell adhesion","6","287","220","26568","1.95","8.99e-2","1.00e+0","2.52","1.00e+0","9.93e-1","3.28e-2","CDH4,CLSTN3,ITGAX,CNTN2,NRCAM,CX3CL1"
"19","1.34","KEGG_PATHWAY","Cell adhesion molecules","5","157","181","10620","1.63","2.75e-1","1.00e+0","1.87","1.00e+0","9.75e-1","1.30e-1","CDH4,JAML,CNTN2,NRCAM,NCAM1"
"20","1.33","GOTERM_MF_DIRECT","cell-cell adhesion mediator activity","4","277","36","24521","1.30","7.66e-3","1.99e-1","9.84","9.81e-1","1.94e-1","7.06e-4","CLSTN3,CNTN2,NRCAM,EMB"
"20","1.33","GOTERM_BP_DIRECT","axon guidance","6","287","196","26568","1.95","6.15e-2","8.94e-1","2.83","1.00e+0","8.88e-1","2.01e-2","ROBO2,CDH4,EDN3,CNTN2,NRCAM,EMB"
"20","1.33","GOTERM_BP_DIRECT","cell-cell adhesion","6","287","220","26568","1.95","8.99e-2","1.00e+0","2.52","1.00e+0","9.93e-1","3.28e-2","CDH4,CLSTN3,ITGAX,CNTN2,NRCAM,CX3CL1"
"20","1.33","GOTERM_BP_DIRECT","homophilic cell-cell adhesion","5","287","171","26568","1.63","1.14e-1","1.00e+0","2.71","1.00e+0","9.93e-1","3.83e-2","ROBO2,CDH4,CLSTN3,NRCAM,EMB"
"21","1.23","INTERPRO","TGF-b_C","4","285","37","22313","1.30","1.15e-2","6.20e-1","8.46","1.00e+0","6.19e-1","1.24e-3","TGFB1,GDNF,GDF15,GDF5"
"21","1.23","SMART","TGFB","4","159","35","10952","1.30","1.38e-2","5.36e-1","7.87","8.85e-1","5.36e-1","1.58e-3","TGFB1,GDNF,GDF15,GDF5"
"21","1.23","UP_SEQ_FEATURE","DISULFID:Interchain","7","282","163","22290","2.28","1.74e-2","6.10e-1","3.39","1.00e+0","6.05e-1","4.81e-3","KCNK5,LGALS3,TGFB1,GDNF,GDF15,DPEP2,GDF5"
"21","1.23","GOTERM_MF_DIRECT","growth factor activity","6","277","153","24521","1.95","2.97e-2","5.67e-1","3.47","1.00e+0","5.53e-1","7.99e-3","TGFB1,GDNF,GDF15,TGFA,TIMP1,GDF5"
"21","1.23","UP_KW_MOLECULAR_FUNCTION","Growth factor","6","182","130","12802","1.95","3.72e-2","3.55e-1","3.25","9.46e-1","3.42e-1","1.06e-2","TGFB1,GDNF,GDF15,TGFA,TIMP1,GDF5"
"21","1.23","UP_SEQ_FEATURE","DOMAIN:TGF-beta family profile","3","282","26","22290","0.98","4.22e-2","9.63e-1","9.12","1.00e+0","9.55e-1","4.20e-3","TGFB1,GDF15,GDF5"
"21","1.23","INTERPRO","TGF-beta-rel","3","285","32","22313","0.98","6.24e-2","1.00e+0","7.34","1.00e+0","1.00e+0","7.78e-3","TGFB1,GDF15,GDF5"
"21","1.23","INTERPRO","Cystine-knot_cytokine","4","285","76","22313","1.30","7.29e-2","1.00e+0","4.12","1.00e+0","1.00e+0","1.63e-2","TGFB1,GDNF,GDF15,GDF5"
"21","1.23","KEGG_PATHWAY","Cytokine-cytokine receptor interaction","8","157","294","10620","2.61","1.42e-1","1.00e+0","1.84","1.00e+0","9.75e-1","7.02e-2","TGFB1,TNFRSF12A,CCL6,GDF15,CSF2RB,GDF5,EDA2R,CX3CL1"
"21","1.23","GOTERM_MF_DIRECT","cytokine activity","6","277","244","24521","1.95","1.42e-1","1.00e+0","2.18","1.00e+0","9.77e-1","5.93e-2","TGFB1,CCL6,GDF15,TIMP1,GDF5,CX3CL1"
"21","1.23","GOTERM_BP_DIRECT","positive regulation of MAPK cascade","5","287","243","26568","1.63","2.66e-1","1.00e+0","1.90","1.00e+0","9.93e-1","1.24e-1","TGFB1,EDN3,GDF15,TGFA,CX3CL1"
"21","1.23","UP_KW_MOLECULAR_FUNCTION","Cytokine","4","182","203","12802","1.30","5.51e-1","1.00e+0","1.39","1.00e+0","9.74e-1","3.27e-1","CCL6,GDF15,GDF5,CX3CL1"
"22","1.20","KEGG_PATHWAY","p53 signaling pathway","8","157","75","10620","2.61","1.11e-4","8.80e-3","7.22","2.60e-2","8.54e-3","1.39e-5","CCNB2,CCNB1,CDKN1A,RRM2,CD82,GADD45A,GTSE1,BBC3"
"22","1.20","GOTERM_BP_DIRECT","cellular response to ionizing radiation","5","287","43","26568","1.63","1.17e-3","1.18e-1","10.76","8.93e-1","1.17e-1","9.77e-5","RAD51AP1,CDKN1A,TGFB1,GADD45A,BBC3"
"22","1.20","KEGG_PATHWAY","FoxO signaling pathway","8","157","133","10620","2.61","3.43e-3","1.16e-1","4.07","5.58e-1","1.13e-1","7.85e-4","CCNB2,PLK3,CCNB1,CDKN1A,TGFB1,GADD45A,PLK2,DEPP1"
"22","1.20","KEGG_PATHWAY","Chronic myeloid leukemia","6","157","76","10620","1.95","5.13e-3","1.53e-1","5.34","7.06e-1","1.48e-1","8.84e-4","STAT5A,RB1,CDKN1A,TGFB1,GADD45A,RUNX1"
"22","1.20","KEGG_PATHWAY","Colorectal cancer","6","157","88","10620","1.95","9.45e-3","1.96e-1","4.61","8.96e-1","1.91e-1","1.90e-3","CDKN1A,TGFB1,GADD45A,BIRC5,TGFA,BBC3"
"22","1.20","GOTERM_BP_DIRECT","G1/S transition of mitotic cell cycle","5","287","84","26568","1.63","1.29e-2","4.77e-1","5.51","1.00e+0","4.74e-1","2.19e-3","RB1,CCNB2,PLK3,CCNB1,PLK2"
"22","1.20","KEGG_PATHWAY","Renal cell carcinoma","5","157","70","10620","1.63","1.94e-2","3.56e-1","4.83","9.91e-1","3.45e-1","3.70e-3","EGLN3,CDKN1A,TGFB1,SLC2A1,TGFA"
"22","1.20","KEGG_PATHWAY","Non-small cell lung cancer","5","157","72","10620","1.63","2.13e-2","3.62e-1","4.70","9.94e-1","3.52e-1","4.18e-3","STAT5A,RB1,CDKN1A,GADD45A,TGFA"
"22","1.20","KEGG_PATHWAY","Glioma","5","157","75","10620","1.63","2.43e-2","3.78e-1","4.51","9.97e-1","3.67e-1","4.98e-3","RB1,CDKN1A,GADD45A,TGFA,CALM4"
"22","1.20","KEGG_PATHWAY","Pancreatic cancer","5","157","76","10620","1.63","2.54e-2","3.78e-1","4.45","9.98e-1","3.67e-1","5.27e-3","RB1,CDKN1A,TGFB1,GADD45A,TGFA"
"22","1.20","KEGG_PATHWAY","Cell cycle","7","157","157","10620","2.28","2.82e-2","3.94e-1","3.02","9.99e-1","3.83e-1","8.72e-3","RB1,CCNB2,CCNB1,CDKN1A,TGFB1,GADD45A,MCM5"
"22","1.20","GOTERM_BP_DIRECT","regulation of mitotic cell cycle","4","287","63","26568","1.30","3.05e-2","6.96e-1","5.88","1.00e+0","6.91e-1","4.82e-3","RB1,CDKN1A,BIRC5,DLGAP5"
"22","1.20","UP_SEQ_FEATURE","DOMAIN:Cyclin-like","3","282","25","22290","0.98","3.93e-2","9.17e-1","9.49","1.00e+0","9.10e-1","3.75e-3","RB1,CCNB2,CCNB1"
"22","1.20","KEGG_PATHWAY","Hepatocellular carcinoma","7","157","175","10620","2.28","4.41e-2","5.25e-1","2.71","1.00e+0","5.10e-1","1.51e-2","RB1,CDKN1A,TGFB1,GSTA3,GADD45A,HMOX1,TGFA"
"22","1.20","KEGG_PATHWAY","Cellular senescence","7","157","183","10620","2.28","5.28e-2","5.98e-1","2.59","1.00e+0","5.81e-1","1.88e-2","RB1,CCNB2,CCNB1,CDKN1A,TGFB1,GADD45A,CALM4"
"22","1.20","GOTERM_BP_DIRECT","regulation of cell cycle","7","287","251","26568","2.28","5.50e-2","8.64e-1","2.58","1.00e+0","8.58e-1","1.97e-2","MYOG,RB1,CDKN1A,TGFB1,ZFP703,GADD45A,BIRC5"
"22","1.20","INTERPRO","Cyclin-like_dom","3","285","33","22313","0.98","6.58e-2","1.00e+0","7.12","1.00e+0","1.00e+0","8.48e-3","RB1,CCNB2,CCNB1"
"22","1.20","GOTERM_BP_DIRECT","digestive tract development","3","287","43","26568","0.98","7.82e-2","9.84e-1","6.46","1.00e+0","9.77e-1","1.12e-2","RB1,CCNB1,TGFB1"
"22","1.20","SMART","CYCLIN","3","159","33","10952","0.98","8.17e-2","1.00e+0","6.26","1.00e+0","1.00e+0","1.19e-2","RB1,CCNB2,CCNB1"
"22","1.20","KEGG_PATHWAY","Hepatitis B","6","157","164","10620","1.95","9.40e-2","8.60e-1","2.47","1.00e+0","8.35e-1","3.46e-2","STAT5A,RB1,CDKN1A,TGFB1,BIRC5,TLR4"
"22","1.20","INTERPRO","Cyclin-like_sf","3","285","41","22313","0.98","9.58e-2","1.00e+0","5.73","1.00e+0","1.00e+0","1.54e-2","RB1,CCNB2,CCNB1"
"22","1.20","GOTERM_BP_DIRECT","negative regulation of cell population proliferation","8","287","394","26568","2.61","1.35e-1","1.00e+0","1.88","1.00e+0","9.93e-1","6.54e-2","MYOG,RB1,CPEB1,CDKN1A,TGFB1,NACC2,HMOX1,RUNX1"
"22","1.20","KEGG_PATHWAY","Human T-cell leukemia virus 1 infection","7","157","247","10620","2.28","1.56e-1","1.00e+0","1.92","1.00e+0","9.75e-1","7.37e-2","STAT5A,RB1,CCNB2,CDKN1A,TGFB1,SLC2A1,NFKB2"
"22","1.20","KEGG_PATHWAY","Small cell lung cancer","4","157","94","10620","1.30","1.60e-1","1.00e+0","2.88","1.00e+0","9.75e-1","5.04e-2","RB1,CDKN1A,COL4A1,GADD45A"
"22","1.20","GOTERM_BP_DIRECT","positive regulation of fibroblast proliferation","3","287","75","26568","0.98","1.93e-1","1.00e+0","3.70","1.00e+0","9.93e-1","4.77e-2","CCNB1,CDKN1A,TGFB1"
"22","1.20","KEGG_PATHWAY","Melanoma","3","157","72","10620","0.98","2.86e-1","1.00e+0","2.82","1.00e+0","9.75e-1","9.05e-2","RB1,CDKN1A,GADD45A"
"22","1.20","KEGG_PATHWAY","Breast cancer","4","157","147","10620","1.30","3.67e-1","1.00e+0","1.84","1.00e+0","9.75e-1","1.73e-1","RB1,CDKN1A,GADD45A,NFKB2"
"22","1.20","KEGG_PATHWAY","Gastric cancer","4","157","150","10620","1.30","3.79e-1","1.00e+0","1.80","1.00e+0","9.75e-1","1.82e-1","RB1,CDKN1A,TGFB1,GADD45A"
"22","1.20","KEGG_PATHWAY","Epstein-Barr virus infection","5","157","229","10620","1.63","4.35e-1","1.00e+0","1.48","1.00e+0","9.75e-1","2.51e-1","RB1,CDKN1A,OAS2,GADD45A,NFKB2"
"22","1.20","KEGG_PATHWAY","Th17 cell differentiation","3","157","105","10620","0.98","4.58e-1","1.00e+0","1.93","1.00e+0","9.75e-1","2.03e-1","STAT5A,TGFB1,RUNX1"
"22","1.20","KEGG_PATHWAY","Prostate cancer","3","157","107","10620","0.98","4.68e-1","1.00e+0","1.90","1.00e+0","9.75e-1","2.11e-1","RB1,CDKN1A,TGFA"
"22","1.20","KEGG_PATHWAY","Viral carcinogenesis","4","157","228","10620","1.30","6.55e-1","1.00e+0","1.19","1.00e+0","9.75e-1","4.37e-1","STAT5A,RB1,CDKN1A,NFKB2"
"22","1.20","KEGG_PATHWAY","Human cytomegalovirus infection","4","157","256","10620","1.30","7.30e-1","1.00e+0","1.06","1.00e+0","9.75e-1","5.26e-1","RB1,CDKN1A,CALM4,CX3CL1"
"22","1.20","KEGG_PATHWAY","Kaposi sarcoma-associated herpesvirus infection","3","157","224","10620","0.98","8.45e-1","1.00e+0","0.91","1.00e+0","9.75e-1","6.48e-1","RB1,CDKN1A,CALM4"
"22","1.20","GOTERM_BP_DIRECT","gene expression","4","287","433","26568","1.30","8.47e-1","1.00e+0","0.86","1.00e+0","9.93e-1","6.90e-1","STAT5A,TGFB1,TLR4,RUNX1"
"23","1.10","UP_KW_MOLECULAR_FUNCTION","Developmental protein","23","182","1083","12802","7.49","5.34e-2","3.74e-1","1.49","9.85e-1","3.59e-1","3.37e-2","ROBO2,MYOG,HES6,DNASE2A,TNFRSF12A,MUSK,FHL1,SHROOM3,TRP63,SHISA2,KAZALD1,EDA2R,COL19A1,DKK3,APLN,TMEM100,CSRP3,LBH,SIX2,STMN1,APLNR,MYF6,ARHGEF2"
"23","1.10","UP_KW_MOLECULAR_FUNCTION","Developmental protein","23","182","1083","12802","7.49","5.34e-2","3.74e-1","1.49","9.85e-1","3.59e-1","3.37e-2","ROBO2,MYOG,HES6,DNASE2A,TNFRSF12A,MUSK,FHL1,SHROOM3,TRP63,SHISA2,KAZALD1,EDA2R,COL19A1,DKK3,APLN,TMEM100,CSRP3,LBH,SIX2,STMN1,APLNR,MYF6,ARHGEF2"
"23","1.10","GOTERM_BP_DIRECT","cell differentiation","18","287","1070","26568","5.86","7.21e-2","9.50e-1","1.56","1.00e+0","9.43e-1","4.32e-2","ROBO2,MYOG,RB1,HES6,TNFRSF12A,MUSK,FHL1,GDF5,KAZALD1,EDA2R,COL19A1,TMEM100,LGALS3,UGCG,CSRP3,STMN1,MYF6,ARHGEF2"
"23","1.10","UP_KW_BIOLOGICAL_PROCESS","Differentiation","15","160","802","11883","4.89","1.86e-1","9.79e-1","1.39","1.00e+0","9.55e-1","1.22e-1","ROBO2,MYOG,HES6,TNFRSF12A,MUSK,FHL1,KAZALD1,EDA2R,COL19A1,TMEM100,LGALS3,CSRP3,STMN1,MYF6,ARHGEF2"
"24","1.07","UP_SEQ_FEATURE","DOMAIN:LIM zinc-binding","4","282","66","22290","1.30","5.08e-2","1.00e+0","4.79","1.00e+0","9.93e-1","9.78e-3","CSRP3,FHL1,MICALL2,LMCD1"
"24","1.07","INTERPRO","Znf_LIM","4","285","74","22313","1.30","6.84e-2","1.00e+0","4.23","1.00e+0","1.00e+0","1.49e-2","CSRP3,FHL1,MICALL2,LMCD1"
"24","1.07","UP_KW_DOMAIN","LIM domain","4","205","70","15070","1.30","6.92e-2","2.91e-1","4.20","7.78e-1","2.77e-1","1.52e-2","CSRP3,FHL1,MICALL2,LMCD1"
"24","1.07","SMART","LIM","4","159","74","10952","1.30","9.12e-2","1.00e+0","3.72","1.00e+0","1.00e+0","2.24e-2","CSRP3,FHL1,MICALL2,LMCD1"
"24","1.07","UP_SEQ_FEATURE","DOMAIN:LIM zinc-binding 1","3","282","50","22290","0.98","1.31e-1","1.00e+0","4.74","1.00e+0","9.93e-1","2.54e-2","CSRP3,FHL1,LMCD1"
"24","1.07","UP_SEQ_FEATURE","DOMAIN:LIM zinc-binding 2","3","282","50","22290","0.98","1.31e-1","1.00e+0","4.74","1.00e+0","9.93e-1","2.54e-2","CSRP3,FHL1,LMCD1"
"25","1.05","GOTERM_BP_DIRECT","positive regulation of inflammatory response","5","287","110","26568","1.63","3.13e-2","6.96e-1","4.21","1.00e+0","6.91e-1","6.92e-3","STAT5A,TGFB1,CASP4,TLR4,CX3CL1"
"25","1.05","GOTERM_BP_DIRECT","positive regulation of smooth muscle cell proliferation","4","287","84","26568","1.30","6.23e-2","8.94e-1","4.41","1.00e+0","8.88e-1","1.31e-2","TGFB1,HMOX1,TLR4,CX3CL1"
"25","1.05","GOTERM_BP_DIRECT","positive regulation of canonical NF-kappaB signal transduction","4","287","197","26568","1.30","3.56e-1","1.00e+0","1.88","1.00e+0","9.93e-1","1.65e-1","TGFB1,TLR4,EDA2R,CX3CL1"
"26","1.03","UP_SEQ_FEATURE","LIPID:GPI-anchor amidated serine","4","282","67","22290","1.30","5.27e-2","1.00e+0","4.72","1.00e+0","9.93e-1","1.03e-2","DPEP2,CNTN2,NCAM1,MSLN"
"26","1.03","UP_SEQ_FEATURE","PROPEP:Removed in mature form","8","282","285","22290","2.61","7.01e-2","1.00e+0","2.22","1.00e+0","9.93e-1","2.92e-2","RASD2,UCHL1,DPEP2,CNTN2,TGFA,RHOC,MSLN,PRND"
"26","1.03","GOTERM_CC_DIRECT","side of membrane","5","289","157","27008","1.63","8.78e-2","4.99e-1","2.98","1.00e+0","4.48e-1","2.72e-2","DPEP2,CNTN2,NCAM1,MSLN,PRND"
"26","1.03","UP_KW_PTM","GPI-anchor","5","225","158","14128","1.63","2.42e-1","7.17e-1","1.99","9.98e-1","7.17e-1","1.08e-1","DPEP2,CNTN2,NCAM1,MSLN,PRND"
"27","1.02","GOTERM_MF_DIRECT","chemoattractant activity","4","277","43","24521","1.30","1.25e-2","3.06e-1","8.23","9.98e-1","2.99e-1","1.39e-3","LGALS3,CCL6,HMGB2,CX3CL1"
"27","1.02","UP_KW_BIOLOGICAL_PROCESS","Chemotaxis","4","160","93","11883","1.30","1.28e-1","8.43e-1","3.19","1.00e+0","8.21e-1","3.67e-2","ROBO2,CCL6,HMGB2,CX3CL1"
"27","1.02","GOTERM_BP_DIRECT","chemotaxis","4","287","143","26568","1.30","2.00e-1","1.00e+0","2.59","1.00e+0","9.93e-1","6.98e-2","ROBO2,CCL6,HMGB2,CX3CL1"
"27","1.02","GOTERM_BP_DIRECT","cell chemotaxis","3","287","93","26568","0.98","2.65e-1","1.00e+0","2.99","1.00e+0","9.93e-1","7.98e-2","CCL6,HMGB2,CX3CL1"
"28","0.98","UP_KW_BIOLOGICAL_PROCESS","Innate immunity","12","160","408","11883","3.91","2.12e-2","3.35e-1","2.18","8.16e-1","3.26e-1","9.11e-3","C4B,MFHAS1,LGALS3,NEURL3,OAS2,CASP4,HMGB2,ARHGEF2,MASP1,TLR4,SERINC5,OASL2"
"28","0.98","GOTERM_BP_DIRECT","innate immune response","12","287","626","26568","3.91","7.76e-2","9.84e-1","1.77","1.00e+0","9.77e-1","4.05e-2","C4B,MFHAS1,LGALS3,NEURL3,OAS2,CASP4,HMGB2,ARHGEF2,MASP1,TLR4,SERINC5,OASL2"
"28","0.98","GOTERM_BP_DIRECT","immune system process","15","287","902","26568","4.89","1.10e-1","1.00e+0","1.54","1.00e+0","9.93e-1","6.63e-2","HMGB2,LILRB4A,C4B,MFHAS1,LGALS3,TEC,JAML,NEURL3,OAS2,CASP4,ARHGEF2,MASP1,TLR4,SERINC5,OASL2"
"28","0.98","UP_KW_BIOLOGICAL_PROCESS","Immunity","15","160","1114","11883","4.89","6.38e-1","1.00e+0","1.00","1.00e+0","9.87e-1","5.40e-1","HMGB2,LILRB4A,C4B,MFHAS1,LGALS3,TEC,JAML,NEURL3,OAS2,CASP4,ARHGEF2,MASP1,TLR4,SERINC5,OASL2"
"29","0.95","UP_SEQ_FEATURE","DOMAIN:Ion transport","5","282","54","22290","1.63","4.77e-3","2.46e-1","7.32","9.91e-1","2.44e-1","5.96e-4","TRPM2,CACNA1I,KCNS1,KCNH7,SCN5A"
"29","0.95","INTERPRO","Ion_trans_dom","5","285","112","22313","1.63","5.50e-2","1.00e+0","3.50","1.00e+0","1.00e+0","1.45e-2","TRPM2,CACNA1I,KCNS1,KCNH7,SCN5A"
"29","0.95","GOTERM_BP_DIRECT","transmembrane transport","10","287","561","26568","3.26","1.55e-1","1.00e+0","1.65","1.00e+0","9.93e-1","8.48e-2","TRPM2,CACNA1I,SLC7A5,SLC43A2,KCNS1,KCNH7,UCP2,UCP1,SLC2A1,SCN5A"
"29","0.95","UP_SEQ_FEATURE","MOTIF:Selectivity filter","3","282","62","22290","0.98","1.84e-1","1.00e+0","3.82","1.00e+0","9.93e-1","4.39e-2","TRPM2,KCNS1,KCNH7"
"29","0.95","GOTERM_BP_DIRECT","sodium ion transmembrane transport","4","287","138","26568","1.30","1.86e-1","1.00e+0","2.68","1.00e+0","9.93e-1","6.30e-2","TRPM2,CACNA1I,SLC6A19,SCN5A"
"29","0.95","INTERPRO","Volt_channel_dom_sf","3","285","62","22313","0.98","1.87e-1","1.00e+0","3.79","1.00e+0","1.00e+0","4.49e-2","CACNA1I,KCNS1,SCN5A"
"29","0.95","GOTERM_CC_DIRECT","monoatomic ion channel complex","4","289","140","27008","1.30","1.88e-1","8.58e-1","2.67","1.00e+0","7.70e-1","6.39e-2","CACNA1I,KCNS1,KCNH7,SCN5A"
"29","0.95","UP_KW_MOLECULAR_FUNCTION","Voltage-gated channel","3","182","130","12802","0.98","5.51e-1","1.00e+0","1.62","1.00e+0","9.74e-1","2.82e-1","KCNS1,KCNH7,SCN5A"
"30","0.91","INTERPRO","CALM/Myosin/TropC-like","3","285","18","22313","0.98","2.16e-2","9.48e-1","13.05","1.00e+0","9.47e-1","1.46e-3","MYL4,TNNC1,CALM4"
"30","0.91","UP_SEQ_FEATURE","DOMAIN:EF-hand 1","6","282","165","22290","1.95","5.80e-2","1.00e+0","2.87","1.00e+0","9.93e-1","1.87e-2","MYL4,ACTN2,MYL2,TNNC1,CALM4,AIF1L"
"30","0.91","INTERPRO","EF_hand_dom","7","285","225","22313","2.28","6.86e-2","1.00e+0","2.44","1.00e+0","1.00e+0","2.60e-2","MYL4,ACTN2,MYL2,TNNC1,CALM4,MYL12A,AIF1L"
"30","0.91","UP_SEQ_FEATURE","DOMAIN:EF-hand","6","282","198","22290","1.95","1.05e-1","1.00e+0","2.40","1.00e+0","9.93e-1","4.05e-2","MYL4,ACTN2,MYL2,TNNC1,CALM4,MYL12A"
"30","0.91","INTERPRO","EF-hand-dom_pair","7","285","270","22313","2.28","1.32e-1","1.00e+0","2.03","1.00e+0","1.00e+0","5.90e-2","MYL4,ACTN2,MYL2,TNNC1,CALM4,MYL12A,AIF1L"
"30","0.91","UP_SEQ_FEATURE","DOMAIN:EF-hand 2","5","282","166","22290","1.63","1.58e-1","1.00e+0","2.38","1.00e+0","9.93e-1","6.01e-2","MYL4,ACTN2,MYL2,TNNC1,CALM4"
"30","0.91","SMART","EFh","5","159","147","10952","1.63","1.63e-1","1.00e+0","2.34","1.00e+0","1.00e+0","6.29e-2","ACTN2,MYL2,TNNC1,CALM4,MYL12A"
"30","0.91","GOTERM_MF_DIRECT","calcium ion binding","12","277","721","24521","3.91","1.93e-1","1.00e+0","1.47","1.00e+0","9.77e-1","1.18e-1","MYL4,TRPM2,CDH4,ACTN2,CLSTN3,MYL2,TNNC1,MASP1,CALM4,MYL12A,AIF1L,RUNX1"
"30","0.91","UP_SEQ_FEATURE","DOMAIN:EF-hand 3","3","282","91","22290","0.98","3.19e-1","1.00e+0","2.61","1.00e+0","9.93e-1","1.09e-1","MYL2,TNNC1,CALM4"
"30","0.91","INTERPRO","EF_Hand_1_Ca_BS","4","285","179","22313","1.30","4.00e-1","1.00e+0","1.75","1.00e+0","1.00e+0","1.96e-1","MYL2,TNNC1,CALM4,MYL12A"
"31","0.89","GOTERM_MF_DIRECT","carboxylic ester hydrolase activity","4","277","66","24521","1.30","3.84e-2","5.79e-1","5.37","1.00e+0","5.65e-1","6.64e-3","CES2C,ABHD2,LIPG,ACOT4"
"31","0.89","UP_KW_MOLECULAR_FUNCTION","Serine esterase","3","182","37","12802","0.98","9.60e-2","4.93e-1","5.70","1.00e+0","4.74e-1","1.54e-2","CES2C,ABHD2,ACOT4"
"31","0.89","INTERPRO","AB_hydrolase_fold","5","285","151","22313","1.63","1.27e-1","1.00e+0","2.59","1.00e+0","1.00e+0","4.48e-2","CES2C,ABHD2,LIPG,ACOT4,ABHD15"
"31","0.89","UP_SEQ_FEATURE","ACT_SITE:Charge relay system","6","282","235","22290","1.95","1.75e-1","1.00e+0","2.02","1.00e+0","9.93e-1","7.88e-2","CES2C,ABHD2,LIPG,MASP1,ACOT4,ABHD15"
"31","0.89","GOTERM_BP_DIRECT","lipid catabolic process","3","287","132","26568","0.98","4.17e-1","1.00e+0","2.10","1.00e+0","9.93e-1","1.72e-1","ABHD2,LIPG,ABHD15"
"32","0.87","GOTERM_BP_DIRECT","potassium ion transmembrane transport","6","287","156","26568","1.95","2.71e-2","6.86e-1","3.56","1.00e+0","6.81e-1","7.12e-3","KCNK5,EDN3,KCNS1,KCNH7,LRRC38,KCNN3"
"32","0.87","GOTERM_MF_DIRECT","voltage-gated potassium channel activity","4","277","66","24521","1.30","3.84e-2","5.79e-1","5.37","1.00e+0","5.65e-1","6.64e-3","KCNK5,KCNS1,KCNH7,LRRC38"
"32","0.87","GOTERM_BP_DIRECT","potassium ion transport","5","287","153","26568","1.63","8.38e-2","9.94e-1","3.03","1.00e+0","9.87e-1","2.56e-2","KCNK5,KCNS1,KCNH7,ATP1A3,KCNN3"
"32","0.87","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=Segment S6","3","282","52","22290","0.98","1.40e-1","1.00e+0","4.56","1.00e+0","9.93e-1","2.81e-2","KCNS1,KCNH7,KCNN3"
"32","0.87","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=Segment S5","3","282","53","22290","0.98","1.44e-1","1.00e+0","4.47","1.00e+0","9.93e-1","2.95e-2","KCNS1,KCNH7,KCNN3"
"32","0.87","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=Segment S1","3","282","55","22290","0.98","1.53e-1","1.00e+0","4.31","1.00e+0","9.93e-1","3.24e-2","KCNS1,KCNH7,KCNN3"
"32","0.87","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=Segment S2","3","282","55","22290","0.98","1.53e-1","1.00e+0","4.31","1.00e+0","9.93e-1","3.24e-2","KCNS1,KCNH7,KCNN3"
"32","0.87","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=Segment S3","3","282","55","22290","0.98","1.53e-1","1.00e+0","4.31","1.00e+0","9.93e-1","3.24e-2","KCNS1,KCNH7,KCNN3"
"32","0.87","UP_KW_BIOLOGICAL_PROCESS","Potassium transport","4","160","123","11883","1.30","2.27e-1","1.00e+0","2.42","1.00e+0","9.87e-1","8.44e-2","KCNK5,KCNS1,KCNH7,ATP1A3"
"32","0.87","GOTERM_MF_DIRECT","potassium channel activity","3","277","91","24521","0.98","2.73e-1","1.00e+0","2.92","1.00e+0","9.77e-1","8.41e-2","KCNK5,KCNS1,KCNH7"
"32","0.87","UP_KW_MOLECULAR_FUNCTION","Potassium channel","3","182","73","12802","0.98","2.76e-1","1.00e+0","2.89","1.00e+0","9.74e-1","8.55e-2","KCNK5,KCNS1,KCNH7"
"32","0.87","UP_KW_LIGAND","Potassium","4","103","146","6880","1.30","3.69e-1","1.00e+0","1.83","1.00e+0","1.00e+0","1.75e-1","KCNK5,KCNS1,KCNH7,ATP1A3"
"33","0.83","UP_SEQ_FEATURE","DOMAIN:SH3","6","282","212","22290","1.95","1.30e-1","1.00e+0","2.24","1.00e+0","9.93e-1","5.33e-2","TEC,NOSTRIN,HCLS1,OTOR,SH3RF1,SH3D19"
"33","0.83","INTERPRO","SH3-like_dom_sf","6","285","213","22313","1.95","1.37e-1","1.00e+0","2.21","1.00e+0","1.00e+0","5.66e-2","TEC,NOSTRIN,HCLS1,OTOR,SH3RF1,SH3D19"
"33","0.83","INTERPRO","SH3_domain","6","285","221","22313","1.95","1.52e-1","1.00e+0","2.13","1.00e+0","1.00e+0","6.48e-2","TEC,NOSTRIN,HCLS1,OTOR,SH3RF1,SH3D19"
"33","0.83","SMART","SH3","6","159","199","10952","1.95","1.61e-1","1.00e+0","2.08","1.00e+0","1.00e+0","6.99e-2","TEC,NOSTRIN,HCLS1,OTOR,SH3RF1,SH3D19"
"33","0.83","UP_KW_DOMAIN","SH3 domain","6","205","212","15070","1.95","1.61e-1","5.62e-1","2.08","9.75e-1","5.36e-1","7.03e-2","TEC,NOSTRIN,HCLS1,OTOR,SH3RF1,SH3D19"
"34","0.81","UP_SEQ_FEATURE","SITE:Cleavage; by autolysis","5","282","63","22290","1.63","8.22e-3","3.36e-1","6.27","1.00e+0","3.33e-1","1.21e-3","CASP4,CLCA4A,CLCA1,ADGRL1,MASP1"
