"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"49","0.31","GOTERM_MF_DIRECT","ATP binding","23","277","1551","24521","7.49","1.55e-1","1.00e+0","1.31","1.00e+0","9.77e-1","1.11e-1","TOP2A,PI4K2B,PLK3,MUSK,PLK2,ATP1A3,KIF11,MKI67,RUNX1,SBK2,ACTC1,TEC,MYH3,IRAK2,MYO1A,OAS2,MKNK2,ERCC2,MYH8,MCM5,ATP13A3,FGFR4,OASL2"
"49","0.31","INTERPRO","Tyr_kinase_cat_dom","3","285","82","22313","0.98","2.80e-1","1.00e+0","2.86","1.00e+0","1.00e+0","8.77e-2","TEC,MUSK,FGFR4"
"49","0.31","SMART","TyrKc","3","159","82","10952","0.98","3.32e-1","1.00e+0","2.52","1.00e+0","1.00e+0","1.16e-1","TEC,MUSK,FGFR4"
"49","0.31","INTERPRO","Tyr_kinase_AS","3","285","100","22313","0.98","3.64e-1","1.00e+0","2.35","1.00e+0","1.00e+0","1.36e-1","TEC,MUSK,FGFR4"
"49","0.31","INTERPRO","Protein_kinase_ATP_BS","7","285","395","22313","2.28","3.82e-1","1.00e+0","1.39","1.00e+0","1.00e+0","2.39e-1","SBK2,PLK3,TEC,MUSK,PLK2,MKNK2,FGFR4"
"49","0.31","GOTERM_MF_DIRECT","protein kinase activity","8","277","539","24521","2.61","4.10e-1","1.00e+0","1.31","1.00e+0","9.77e-1","2.69e-1","SBK2,PLK3,TEC,MUSK,IRAK2,PLK2,MKNK2,FGFR4"
"49","0.31","UP_KW_LIGAND","Nucleotide-binding","30","103","1867","6880","9.77","4.21e-1","1.00e+0","1.07","1.00e+0","1.00e+0","3.59e-1","TOP2A,PI4K2B,RRAD,ATP1A3,KIF11,MKI67,RASD2,TUBB6,IRAK2,MKNK2,OASL2,PLK3,MUSK,PLK2,RHOC,SBK2,EEF1A1,ARL4D,MFHAS1,ACTC1,MYH3,TEC,MYO1A,OAS2,ERCC2,MYH8,MCM5,ATP13A3,FGFR4,RAPGEF4"
"49","0.31","GOTERM_MF_DIRECT","protein tyrosine kinase activity","3","277","133","24521","0.98","4.43e-1","1.00e+0","2.00","1.00e+0","9.77e-1","1.91e-1","TEC,MUSK,FGFR4"
"49","0.31","UP_KW_MOLECULAR_FUNCTION","Tyrosine-protein kinase","3","182","115","12802","0.98","4.86e-1","1.00e+0","1.83","1.00e+0","9.74e-1","2.25e-1","TEC,MUSK,FGFR4"
"49","0.31","UP_SEQ_FEATURE","DOMAIN:Protein kinase","8","282","522","22290","2.61","4.87e-1","1.00e+0","1.21","1.00e+0","9.93e-1","3.40e-1","SBK2,PLK3,TEC,MUSK,IRAK2,PLK2,MKNK2,FGFR4"
"49","0.31","INTERPRO","Prot_kinase_dom","8","285","517","22313","2.61","4.89e-1","1.00e+0","1.21","1.00e+0","1.00e+0","3.41e-1","SBK2,PLK3,TEC,MUSK,IRAK2,PLK2,MKNK2,FGFR4"
"49","0.31","GOTERM_MF_DIRECT","kinase activity","9","277","693","24521","2.93","5.25e-1","1.00e+0","1.15","1.00e+0","9.77e-1","3.84e-1","SBK2,PI4K2B,PLK3,TEC,FGGY,MUSK,PLK2,MKNK2,FGFR4"
"49","0.31","INTERPRO","Ser-Thr/Tyr_kinase_cat_dom","3","285","139","22313","0.98","5.30e-1","1.00e+0","1.69","1.00e+0","1.00e+0","2.62e-1","TEC,MUSK,FGFR4"
"49","0.31","INTERPRO","Kinase-like_dom_sf","8","285","560","22313","2.61","5.72e-1","1.00e+0","1.12","1.00e+0","1.00e+0","4.24e-1","SBK2,PLK3,TEC,MUSK,IRAK2,PLK2,MKNK2,FGFR4"
"49","0.31","UP_KW_LIGAND","ATP-binding","22","103","1441","6880","7.17","5.75e-1","1.00e+0","1.02","1.00e+0","1.00e+0","4.98e-1","TOP2A,PI4K2B,PLK3,MUSK,PLK2,ATP1A3,KIF11,MKI67,SBK2,ACTC1,TEC,MYH3,IRAK2,MYO1A,OAS2,MKNK2,ERCC2,MYH8,MCM5,ATP13A3,FGFR4,OASL2"
"49","0.31","UP_SEQ_FEATURE","ACT_SITE:Proton acceptor","11","282","869","22290","3.58","6.60e-1","1.00e+0","1.00","1.00e+0","9.93e-1","5.43e-1","SBK2,UGCG,PLK3,TEC,HPGD,BDH1,MUSK,PLK2,MKNK2,AMPD3,FGFR4"
"49","0.31","GOTERM_MF_DIRECT","transferase activity","20","277","1904","24521","6.51","7.41e-1","1.00e+0","0.93","1.00e+0","9.77e-1","6.66e-1","GALNT7,PI4K2B,PLK3,MUSK,PLK2,ELOVL3,MBOAT2,XYLT1,SH3RF1,SBK2,UGCG,TEC,FGGY,NEURL3,PSAT1,GSTA3,OAS2,MKNK2,FGFR4,OASL2"
"49","0.31","GOTERM_MF_DIRECT","protein serine kinase activity","4","277","366","24521","1.30","7.83e-1","1.00e+0","0.97","1.00e+0","9.77e-1","5.95e-1","SBK2,PLK3,PLK2,MKNK2"
"49","0.31","UP_KW_MOLECULAR_FUNCTION","Kinase","9","182","705","12802","2.93","7.86e-1","1.00e+0","0.90","1.00e+0","9.74e-1","6.78e-1","SBK2,PI4K2B,PLK3,TEC,FGGY,MUSK,PLK2,MKNK2,FGFR4"
"49","0.31","INTERPRO","Ser/Thr_kinase_AS","4","285","334","22313","1.30","8.00e-1","1.00e+0","0.94","1.00e+0","1.00e+0","6.20e-1","SBK2,PLK3,PLK2,MKNK2"
"49","0.31","GOTERM_MF_DIRECT","protein serine/threonine kinase activity","4","277","441","24521","1.30","8.76e-1","1.00e+0","0.80","1.00e+0","9.77e-1","7.37e-1","SBK2,PLK3,PLK2,MKNK2"
"49","0.31","SMART","S_TKc","4","159","382","10952","1.30","9.18e-1","1.00e+0","0.72","1.00e+0","1.00e+0","8.10e-1","SBK2,PLK3,PLK2,MKNK2"
"49","0.31","UP_KW_MOLECULAR_FUNCTION","Serine/threonine-protein kinase","4","182","404","12802","1.30","9.28e-1","1.00e+0","0.70","1.00e+0","9.74e-1","8.31e-1","SBK2,PLK3,PLK2,MKNK2"
"49","0.31","UP_KW_MOLECULAR_FUNCTION","Transferase","21","182","1994","12802","6.84","9.68e-1","1.00e+0","0.74","1.00e+0","9.74e-1","9.52e-1","GALNT7,PI4K2B,PLK3,MUSK,PLK2,ELOVL3,MBOAT2,XYLT1,SH3RF1,SBK2,UGCG,TEC,FGGY,NEURL3,PSAT1,GSTA3,OAS2,MKNK2,FGFR4,TNFRSF22,OASL2"
"50","0.31","UP_KW_LIGAND","Sodium","4","103","165","6880","1.30","4.45e-1","1.00e+0","1.62","1.00e+0","1.00e+0","2.34e-1","TRPM2,SLC6A19,ATP1A3,SCN5A"
"50","0.31","GOTERM_BP_DIRECT","sodium ion transport","3","287","155","26568","0.98","4.99e-1","1.00e+0","1.79","1.00e+0","9.93e-1","2.35e-1","TRPM2,ATP1A3,SCN5A"
"50","0.31","UP_KW_BIOLOGICAL_PROCESS","Sodium transport","3","160","129","11883","0.98","5.18e-1","1.00e+0","1.73","1.00e+0","9.87e-1","2.52e-1","TRPM2,ATP1A3,SCN5A"
"51","0.31","UP_SEQ_FEATURE","DOMAIN:bHLH","3","282","109","22290","0.98","4.00e-1","1.00e+0","2.18","1.00e+0","9.93e-1","1.60e-1","MYOG,HES6,MYF6"
"51","0.31","INTERPRO","HLH_DNA-bd_sf","3","285","113","22313","0.98","4.23e-1","1.00e+0","2.08","1.00e+0","1.00e+0","1.76e-1","MYOG,HES6,MYF6"
"51","0.31","INTERPRO","bHLH_dom","3","285","114","22313","0.98","4.27e-1","1.00e+0","2.06","1.00e+0","1.00e+0","1.79e-1","MYOG,HES6,MYF6"
"51","0.31","SMART","HLH","3","159","111","10952","0.98","4.78e-1","1.00e+0","1.86","1.00e+0","1.00e+0","2.18e-1","MYOG,HES6,MYF6"
"51","0.31","GOTERM_MF_DIRECT","protein dimerization activity","3","277","185","24521","0.98","6.18e-1","1.00e+0","1.44","1.00e+0","9.77e-1","3.49e-1","MYOG,HES6,MYF6"
"51","0.31","GOTERM_MF_DIRECT","sequence-specific double-stranded DNA binding","7","277","585","24521","2.28","6.47e-1","1.00e+0","1.06","1.00e+0","9.77e-1","4.92e-1","MYOG,HES6,SIX2,MYF6,MAFA,NFKB2,RUNX1"
"52","0.30","GOTERM_CC_DIRECT","early endosome","6","289","357","27008","1.95","3.33e-1","1.00e+0","1.57","1.00e+0","8.99e-1","1.85e-1","SERPINB1A,NEURL3,ARRDC3,LIPG,CYTIP,TLR4"
"52","0.30","GOTERM_CC_DIRECT","endosome","9","289","778","27008","2.93","5.91e-1","1.00e+0","1.08","1.00e+0","8.99e-1","4.52e-1","PI4K2B,SERPINB1A,ARRDC3,MICALL2,ATP13A3,CD68,CYTIP,FGFR4,TLR4"
"52","0.30","UP_KW_CELLULAR_COMPONENT","Endosome","9","253","652","19181","2.93","6.28e-1","1.00e+0","1.05","1.00e+0","9.77e-1","4.91e-1","PI4K2B,SERPINB1A,ARRDC3,MICALL2,ATP13A3,CD68,CYTIP,FGFR4,TLR4"
"53","0.29","GOTERM_MF_DIRECT","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","3","277","123","24521","0.98","4.04e-1","1.00e+0","2.16","1.00e+0","9.77e-1","1.63e-1","EGLN3,CYP4B1,CYP2E1"
"53","0.29","UP_KW_LIGAND","Iron","7","103","397","6880","2.28","5.41e-1","1.00e+0","1.18","1.00e+0","1.00e+0","3.84e-1","EGLN3,RRM2,MB,ERCC2,CYP4B1,HMOX1,CYP2E1"
"53","0.29","GOTERM_MF_DIRECT","iron ion binding","3","277","192","24521","0.98","6.39e-1","1.00e+0","1.38","1.00e+0","9.77e-1","3.70e-1","EGLN3,CYP4B1,CYP2E1"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 10","3","282","108","22290","0.98","3.96e-1","1.00e+0","2.20","1.00e+0","9.93e-1","1.57e-1","MFHAS1,CARMIL3,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 9","3","282","134","22290","0.98","5.05e-1","1.00e+0","1.77","1.00e+0","9.93e-1","2.41e-1","MFHAS1,CARMIL3,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 5","4","282","226","22290","1.30","5.39e-1","1.00e+0","1.40","1.00e+0","9.93e-1","3.21e-1","MFHAS1,CARMIL3,LRRC38,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 8","3","282","148","22290","0.98","5.59e-1","1.00e+0","1.60","1.00e+0","9.93e-1","2.88e-1","MFHAS1,CARMIL3,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 4","4","282","242","22290","1.30","5.91e-1","1.00e+0","1.31","1.00e+0","9.93e-1","3.66e-1","MFHAS1,CARMIL3,LRRC38,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 3","4","282","257","22290","1.30","6.31e-1","1.00e+0","1.23","1.00e+0","9.93e-1","4.09e-1","MFHAS1,CARMIL3,LRRC38,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 7","3","282","170","22290","0.98","6.34e-1","1.00e+0","1.39","1.00e+0","9.93e-1","3.64e-1","MFHAS1,CARMIL3,TLR4"
"54","0.20","INTERPRO","Leu-rich_rpt","4","285","261","22313","1.30","6.48e-1","1.00e+0","1.20","1.00e+0","1.00e+0","4.28e-1","MFHAS1,CARMIL3,LRRC38,TLR4"
"54","0.20","INTERPRO","Leu-rich_rpt_typical-subtyp","3","285","176","22313","0.98","6.58e-1","1.00e+0","1.33","1.00e+0","1.00e+0","3.92e-1","MFHAS1,LRRC38,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 2","4","282","269","22290","1.30","6.62e-1","1.00e+0","1.18","1.00e+0","9.93e-1","4.43e-1","MFHAS1,CARMIL3,LRRC38,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 1","4","282","270","22290","1.30","6.64e-1","1.00e+0","1.17","1.00e+0","9.93e-1","4.46e-1","MFHAS1,CARMIL3,LRRC38,TLR4"
"54","0.20","UP_SEQ_FEATURE","REPEAT:LRR 6","3","282","199","22290","0.98","7.18e-1","1.00e+0","1.19","1.00e+0","9.93e-1","4.62e-1","MFHAS1,CARMIL3,TLR4"
"54","0.20","SMART","LRR_TYP","3","159","176","10952","0.98","7.25e-1","1.00e+0","1.17","1.00e+0","1.00e+0","4.78e-1","MFHAS1,LRRC38,TLR4"
"54","0.20","INTERPRO","LRR_dom_sf","5","285","411","22313","1.63","7.70e-1","1.00e+0","0.95","1.00e+0","1.00e+0","6.05e-1","MFHAS1,CARMIL3,LRRC38,TLR4,LMOD2"
"54","0.20","UP_KW_DOMAIN","Leucine-rich repeat","4","205","394","15070","1.30","9.05e-1","1.00e+0","0.75","1.00e+0","1.00e+0","7.88e-1","MFHAS1,CARMIL3,LRRC38,TLR4"
"55","0.19","GOTERM_CC_DIRECT","lysosome","7","289","510","27008","2.28","4.62e-1","1.00e+0","1.28","1.00e+0","8.99e-1","3.04e-1","TRPM2,SLC7A5,SERPINB1A,DNASE2A,ARRDC3,CD68,BBC3"
"55","0.19","UP_KW_CELLULAR_COMPONENT","Lysosome","6","253","433","19181","1.95","6.76e-1","1.00e+0","1.05","1.00e+0","9.77e-1","5.09e-1","TRPM2,SLC7A5,SERPINB1A,DNASE2A,ARRDC3,CD68"
"55","0.19","GOTERM_CC_DIRECT","lysosomal membrane","3","289","332","27008","0.98","8.71e-1","1.00e+0","0.84","1.00e+0","8.99e-1","6.92e-1","TRPM2,SLC7A5,CD68"
"56","0.18","INTERPRO","B30.2/SPRY_sf","3","285","91","22313","0.98","3.23e-1","1.00e+0","2.58","1.00e+0","1.00e+0","1.11e-1","SPSB2,SPSB1,NEURL3"
"56","0.18","GOTERM_BP_DIRECT","protein ubiquitination","4","287","542","26568","1.30","9.33e-1","1.00e+0","0.68","1.00e+0","9.93e-1","8.40e-1","SPSB2,SPSB1,NEURL3,SH3RF1"
"56","0.18","UP_KW_BIOLOGICAL_PROCESS","Ubl conjugation pathway","5","160","741","11883","1.63","9.91e-1","1.00e+0","0.50","1.00e+0","9.91e-1","9.75e-1","SPSB2,SPSB1,UCHL1,NEURL3,SH3RF1"
"57","0.11","UP_KW_CELLULAR_COMPONENT","Mitochondrion inner membrane","5","253","345","19181","1.63","6.67e-1","1.00e+0","1.10","1.00e+0","9.77e-1","4.79e-1","BDH1,UCP2,UCP1,CYP2E1,DUSP18"
"57","0.11","GOTERM_CC_DIRECT","mitochondrial inner membrane","6","289","548","27008","1.95","6.98e-1","1.00e+0","1.02","1.00e+0","8.99e-1","5.22e-1","LGALS3,BDH1,UCP2,UCP1,CYP2E1,DUSP18"
"57","0.11","UP_KW_CELLULAR_COMPONENT","Mitochondrion","11","253","1318","19181","3.58","9.82e-1","1.00e+0","0.63","1.00e+0","9.82e-1","9.65e-1","NLN,BDH1,SPATA33,UCP2,CASP4,UCP1,HCLS1,CYP2E1,DUSP18,DEPP1,BBC3"
"58","0.08","GOTERM_MF_DIRECT","glycosyltransferase activity","3","277","236","24521","0.98","7.47e-1","1.00e+0","1.13","1.00e+0","9.77e-1","5.00e-1","GALNT7,UGCG,XYLT1"
"58","0.08","UP_KW_MOLECULAR_FUNCTION","Glycosyltransferase","3","182","222","12802","0.98","8.25e-1","1.00e+0","0.95","1.00e+0","9.74e-1","6.15e-1","GALNT7,UGCG,XYLT1"
"58","0.08","UP_SEQ_FEATURE","TOPO_DOM:Lumenal","6","282","652","22290","1.95","9.17e-1","1.00e+0","0.73","1.00e+0","9.93e-1","8.36e-1","GALNT7,UGCG,SLN,CLSTN3,XYLT1,ATP13A3"
"59","0.02","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=6","7","282","716","22290","2.28","8.91e-1","1.00e+0","0.77","1.00e+0","9.93e-1","8.05e-1","MC2R,SLC6A19,UCP2,UCP1,APLNR,SLC2A1,ADGRL1"
"59","0.02","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=5","7","282","724","22290","2.28","8.97e-1","1.00e+0","0.76","1.00e+0","9.93e-1","8.14e-1","MC2R,SLC6A19,UCP2,UCP1,APLNR,SLC2A1,ADGRL1"
"59","0.02","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=3","7","282","745","22290","2.28","9.11e-1","1.00e+0","0.74","1.00e+0","9.93e-1","8.36e-1","MC2R,SLC6A19,UCP2,UCP1,APLNR,SLC2A1,ADGRL1"
"59","0.02","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=4","7","282","749","22290","2.28","9.14e-1","1.00e+0","0.74","1.00e+0","9.93e-1","8.39e-1","MC2R,SLC6A19,UCP2,UCP1,APLNR,SLC2A1,ADGRL1"
"59","0.02","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=1","7","282","761","22290","2.28","9.21e-1","1.00e+0","0.73","1.00e+0","9.93e-1","8.51e-1","MC2R,SLC6A19,UCP2,UCP1,APLNR,SLC2A1,ADGRL1"
"59","0.02","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=2","7","282","766","22290","2.28","9.24e-1","1.00e+0","0.72","1.00e+0","9.93e-1","8.55e-1","MC2R,SLC6A19,UCP2,UCP1,APLNR,SLC2A1,ADGRL1"
"59","0.02","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=7","5","282","646","22290","1.63","9.64e-1","1.00e+0","0.61","1.00e+0","9.93e-1","9.14e-1","MC2R,SLC6A19,APLNR,SLC2A1,ADGRL1"
"59","0.02","UP_KW_MOLECULAR_FUNCTION","G-protein coupled receptor","3","182","906","12802","0.98","1.00e+0","1.00e+0","0.23","1.00e+0","1.00e+0","1.00e+0","MC2R,APLNR,ADGRL1"
"59","0.02","GOTERM_BP_DIRECT","G protein-coupled receptor signaling pathway","7","287","2095","26568","2.28","1.00e+0","1.00e+0","0.31","1.00e+0","1.00e+0","1.00e+0","MC2R,RGS16,APLNR,ADGRL1,CX3CL1,RAPGEF4,APLN"
"59","0.02","GOTERM_MF_DIRECT","G protein-coupled receptor activity","4","277","1987","24521","1.30","1.00e+0","1.00e+0","0.18","1.00e+0","1.00e+0","1.00e+0","MC2R,TMEM116,APLNR,ADGRL1"
"59","0.02","UP_KW_MOLECULAR_FUNCTION","Transducer","3","182","2043","12802","0.98","1.00e+0","1.00e+0","0.10","1.00e+0","1.00e+0","1.00e+0","MC2R,APLNR,ADGRL1"
"60","0.01","GOTERM_MF_DIRECT","zinc ion binding","17","277","2099","24521","5.54","9.67e-1","1.00e+0","0.72","1.00e+0","9.77e-1","9.46e-1","CAR3,CDKN1A,ZFP697,ZFP703,FHL1,ARFGAP3,SH3RF1,TEC,NEURL3,BIRC5,ZIM1,ARHGEF2,TIMP1,ADAMTS8,ZFP365,LMCD1,RUNX1T1"
"60","0.01","UP_KW_LIGAND","Zinc","28","103","2506","6880","9.12","9.88e-1","1.00e+0","0.75","1.00e+0","1.00e+0","9.82e-1","CDKN1A,ZFP703,FHL1,TRP63,SH3RF1,NLN,CSRP3,MKNK2,MICALL2,CLCA1,ZIM1,TIMP1,ADAMTS8,LMCD1,ZFP365,RUNX1T1,CAR3,ZFP697,AMPD3,ARFGAP3,CPEB1,TEC,NEURL3,CLCA4A,ADAM12,DPEP2,BIRC5,ARHGEF2"
"60","0.01","UP_KW_DOMAIN","Zinc-finger","11","205","1442","15070","3.58","9.95e-1","1.00e+0","0.56","1.00e+0","1.00e+0","9.90e-1","CDKN1A,TEC,ZFP697,NEURL3,ZFP703,FHL1,ARHGEF2,ARFGAP3,ZFP365,SH3RF1,RUNX1T1"
"61","0.00","GOTERM_CC_DIRECT","cellular_component","22","289","4419","27008","7.17","1.00e+0","1.00e+0","0.47","1.00e+0","1.00e+0","1.00e+0","PPP1R27,A930003A15RIK,ANKRD55,BC049715,SHISAL1,2310020H05RIK,9330133O14RIK,TMEM252,INSYN2B,TRP53I11,TMEM158,1700101I11RIK,GM807,KLHDC8A,RASSF4,HECTD2OS,AB124611,CTXN3,GM13889,CCDC162,2010003K11RIK,TMEM229B"
"61","0.00","GOTERM_MF_DIRECT","molecular_function","34","277","6065","24521","11.07","1.00e+0","1.00e+0","0.50","1.00e+0","1.00e+0","1.00e+0","A930003A15RIK,ANKRD55,DEPP1,2310020H05RIK,INSYN2B,TRO,TRP53I11,1700101I11RIK,GM807,RASSF4,MUSTN1,AB124611,CCDC162,PLEKHH1,CARMIL3,CKAP2L,BC049715,CKAP2,SHISAL1,IGFN1,9330133O14RIK,TMEM252,TMEM158,CILP,KLHDC8A,THEMIS3,HECTD2OS,HHIPL1,CTXN3,GM13889,2010003K11RIK,CD101,SPC25,TMEM229B"
"61","0.00","GOTERM_BP_DIRECT","biological_process","22","287","4886","26568","7.17","1.00e+0","1.00e+0","0.42","1.00e+0","1.00e+0","1.00e+0","A930003A15RIK,CKAP2L,ANKRD55,BC049715,SHISAL1,2310020H05RIK,9330133O14RIK,TMEM252,INSYN2B,TRP53I11,TMEM158,1700101I11RIK,GM807,KLHDC8A,HECTD2OS,HHIPL1,AB124611,CTXN3,GM13889,CCDC162,2010003K11RIK,PLEKHH1"

