"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"10","1.52","UP_KW_CELLULAR_COMPONENT","Kinetochore","4","154","104","19217","2.23","5.04e-2","2.77e-1","4.80","8.18e-1","2.77e-1","9.82e-3","PLK1,CENPM,KNTC1,AURKB"
"10","1.52","UP_KW_CELLULAR_COMPONENT","Chromosome","7","154","668","19217","3.91","4.41e-1","1.00e+0","1.31","1.00e+0","1.00e+0","2.89e-1","HELLS,CBX2,PLK1,CENPM,KNTC1,CENPP,AURKB"
"11","1.29","GOTERM_CC_DIRECT","peroxisome","6","171","140","26676","3.35","2.07e-3","1.44e-1","6.69","4.37e-1","1.42e-1","2.94e-4","GSTK1,STING1,ACOX2,PXMP2,HAO2,ACOT4"
"11","1.29","KEGG_PATHWAY","Peroxisome","4","84","87","11151","2.23","2.69e-2","1.00e+0","6.10","9.94e-1","1.00e+0","4.15e-3","GSTK1,ACOX2,PXMP2,HAO2"
"11","1.29","UP_SEQ_FEATURE","MOTIF:Microbody targeting signal","3","165","45","22331","1.68","4.32e-2","1.00e+0","9.02","1.00e+0","1.00e+0","4.48e-3","ACOX2,HAO2,ACOT4"
"11","1.29","UP_KW_CELLULAR_COMPONENT","Peroxisome","4","154","119","19217","2.23","6.96e-2","3.28e-1","4.19","9.07e-1","3.28e-1","1.55e-2","ACOX2,PXMP2,HAO2,ACOT4"
"11","1.29","UP_KW_BIOLOGICAL_PROCESS","Fatty acid metabolism","4","97","161","11926","2.23","1.40e-1","8.55e-1","3.05","1.00e+0","8.27e-1","4.22e-2","ACOX2,ELOVL3,HAO2,ACOT4"
"11","1.29","GOTERM_MF_DIRECT","oxidoreductase activity","5","165","309","24402","2.79","1.55e-1","1.00e+0","2.39","1.00e+0","1.00e+0","5.92e-2","RDH16F2,GSTK1,ACOX2,RDH16,HAO2"
"11","1.29","GOTERM_BP_DIRECT","fatty acid metabolic process","3","168","149","26481","1.68","2.42e-1","1.00e+0","3.17","1.00e+0","9.99e-1","6.94e-2","ACOX2,HAO2,ACOT4"
"12","1.19","UP_KW_BIOLOGICAL_PROCESS","Innate immunity","8","97","415","11926","4.47","4.98e-2","5.06e-1","2.37","9.56e-1","4.89e-1","1.96e-2","FCGR1,ZBP1,CX3CR1,PSTPIP1,STING1,TRIM29,PLD4,NLRP9B"
"12","1.19","GOTERM_BP_DIRECT","inflammatory response","7","168","439","26481","3.91","6.02e-2","1.00e+0","2.51","1.00e+0","9.99e-1","2.23e-2","CX3CR1,PSTPIP1,PLD4,NKG7,NLRP9B,AIF1,LAT"
"12","1.19","GOTERM_BP_DIRECT","innate immune response","8","168","568","26481","4.47","6.90e-2","1.00e+0","2.22","1.00e+0","9.99e-1","2.89e-2","FCGR1,ZBP1,CX3CR1,PSTPIP1,STING1,TRIM29,PLD4,NLRP9B"
"12","1.19","UP_KW_BIOLOGICAL_PROCESS","Inflammatory response","5","97","208","11926","2.79","8.69e-2","6.62e-1","2.96","9.96e-1","6.41e-1","2.72e-2","CX3CR1,PSTPIP1,PLD4,NKG7,NLRP9B"
"13","1.11","UP_SEQ_FEATURE","DOMAIN:EGF-like 9; calcium-binding","3","165","14","22331","1.68","4.60e-3","5.62e-1","29.00","9.40e-1","5.61e-1","1.36e-4","FBN2,SCUBE1,FBLN1"
"13","1.11","UP_SEQ_FEATURE","DOMAIN:EGF-like 8; calcium-binding","3","165","21","22331","1.68","1.03e-2","7.26e-1","19.33","9.98e-1","7.25e-1","4.78e-4","FBN2,SCUBE1,FBLN1"
"13","1.11","INTERPRO","cEGF","3","170","25","22338","1.68","1.52e-2","1.00e+0","15.77","1.00e+0","1.00e+0","8.81e-4","FBN2,SCUBE1,FBLN1"
"13","1.11","UP_SEQ_FEATURE","DOMAIN:EGF-like 7; calcium-binding","3","165","26","22331","1.68","1.55e-2","7.50e-1","15.62","1.00e+0","7.49e-1","9.09e-4","FBN2,SCUBE1,FBLN1"
"13","1.11","UP_SEQ_FEATURE","DOMAIN:EGF-like 1","4","165","112","22331","2.23","4.96e-2","1.00e+0","4.83","1.00e+0","1.00e+0","9.63e-3","FBN2,TNN,HHIP,FBLN1"
"13","1.11","SMART","EGF","5","98","183","10959","2.79","7.91e-2","1.00e+0","3.06","1.00e+0","1.00e+0","2.40e-2","FBN2,SCUBE1,TNN,HHIP,FBLN1"
"13","1.11","INTERPRO","NOTCH1_EGF-like","3","170","67","22338","1.68","9.15e-2","1.00e+0","5.88","1.00e+0","1.00e+0","1.45e-2","FBN2,SCUBE1,FBLN1"
"13","1.11","INTERPRO","EGF","5","170","246","22338","2.79","1.17e-1","1.00e+0","2.67","1.00e+0","1.00e+0","4.02e-2","FBN2,SCUBE1,TNN,HHIP,FBLN1"
"13","1.11","UP_KW_DOMAIN","EGF-like domain","5","116","252","15097","2.79","1.26e-1","4.55e-1","2.58","9.12e-1","4.55e-1","4.50e-2","FBN2,SCUBE1,TNN,HHIP,FBLN1"
"13","1.11","UP_SEQ_FEATURE","DOMAIN:EGF-like 2","3","165","84","22331","1.68","1.27e-1","1.00e+0","4.83","1.00e+0","1.00e+0","2.44e-2","FBN2,TNN,HHIP"
"13","1.11","INTERPRO","EGF-type_Asp/Asn_hydroxyl_site","3","170","90","22338","1.68","1.49e-1","1.00e+0","4.38","1.00e+0","1.00e+0","3.14e-2","FBN2,SCUBE1,FBLN1"
"13","1.11","INTERPRO","EGF_Ca-bd_CS","3","170","97","22338","1.68","1.67e-1","1.00e+0","4.06","1.00e+0","1.00e+0","3.80e-2","FBN2,SCUBE1,FBLN1"
"13","1.11","INTERPRO","EGF-like_Ca-bd_dom","3","170","126","22338","1.68","2.47e-1","1.00e+0","3.13","1.00e+0","1.00e+0","7.17e-2","FBN2,SCUBE1,FBLN1"
"13","1.11","INTERPRO","Growth_fac_rcpt_cys_sf","3","170","133","22338","1.68","2.67e-1","1.00e+0","2.96","1.00e+0","1.00e+0","8.13e-2","FBN2,SCUBE1,FBLN1"
"13","1.11","SMART","EGF_CA","3","98","126","10959","1.68","3.07e-1","1.00e+0","2.66","1.00e+0","1.00e+0","1.03e-1","FBN2,SCUBE1,FBLN1"
"13","1.11","UP_SEQ_FEATURE","DOMAIN:EGF-like","3","165","208","22331","1.68","4.53e-1","1.00e+0","1.95","1.00e+0","1.00e+0","2.00e-1","FBN2,SCUBE1,FBLN1"
"14","1.08","UP_KW_CELLULAR_COMPONENT","Cell membrane","48","154","4005","19217","26.82","2.53e-3","8.34e-2","1.50","8.01e-2","8.34e-2","1.64e-3","POPDC2,CD86,CX3CR1,GRIA2,ACHE,HHIP,LYPD2,CIB2,THY1,SLC4A4,NDRG1,AIF1,PSTPIP1,CRACR2A,SCUBE1,CLMP,CALCR,SLITRK4,GPC2,GSG1L,FLVCR2,DLGAP1,LY6G6D,RHBDL2,ABCB1B,GABRP,SLC13A2,CD74,FCRL2,SLC6A19,P2RY10,NEGR1,PCDHGC4,PDE4D,NKG7,SNX20,FCGR1,IGHG2B,SDK1,STING1,SLC9A9,CNTN1,ORAI2,TYRO3,CD247,PIK3AP1,DSCAML1,LAT"
"14","1.08","GOTERM_CC_DIRECT","plasma membrane","58","171","6543","26676","32.40","5.06e-3","2.07e-1","1.38","7.54e-1","2.05e-1","3.56e-3","CD86,ARHGAP9,ACHE,HHIP,SLC4A4,PSTPIP1,MS4A14,FLVCR2,DLGAP1,KNTC1,SLC13A2,FCRL2,SLC6A19,PDE4D,CACNA2D2,CD8B1,ANK1,FCGR1,IGHG2B,MAK,SLC9A9,ORAI2,TYRO3,CDHR4,DSCAML1,CX3CR1,GRIA2,LYPD2,THY1,NDRG1,IGKV2-137,CRACR2A,CLMP,CALCR,SCUBE1,FCHO1,SLITRK4,GPC2,GSG1L,LY6G6D,RHBDL2,ABCB1B,CD74,ATP8B5,GABRP,P2RY10,NEGR1,PCDHGC4,IGKV3-4,NKG7,SNX20,SDK1,STING1,MANSC4,CNTN1,CD247,PIK3AP1,LAT"
"14","1.08","UP_SEQ_FEATURE","TOPO_DOM:Cytoplasmic","34","165","3381","22331","18.99","5.07e-2","1.00e+0","1.36","1.00e+0","1.00e+0","3.55e-2","B4GALT2,CD86,CX3CR1,GRIA2,DIPK1B,PLD4,SLC4A4,CLMP,CALCR,SLITRK4,GSG1L,FLVCR2,LRAT,TRAM1L1,ABCB1B,GABRP,CD74,SLC6A19,P2RY10,CACNA2D2,CD8B1,SHISAL1,FCGR1,IGHG2B,SDK1,STING1,PXMP2,MANSC4,SLC9A9,TYRO3,TNFSF8,CD247,DSCAML1,LAT"
"14","1.08","UP_SEQ_FEATURE","TOPO_DOM:Extracellular","25","165","2489","22331","13.97","9.98e-2","1.00e+0","1.36","1.00e+0","1.00e+0","6.91e-2","CD86,CX3CR1,GRIA2,SLC4A4,CLMP,CALCR,SLITRK4,GSG1L,FLVCR2,ABCB1B,GABRP,CD74,SLC6A19,P2RY10,CACNA2D2,CD8B1,SHISAL1,FCGR1,SDK1,MANSC4,TYRO3,TNFSF8,CD247,DSCAML1,LAT"
"14","1.08","UP_KW_DOMAIN","Transmembrane helix","50","116","5567","15097","27.93","1.19e-1","4.55e-1","1.17","8.98e-1","4.55e-1","9.78e-2","B4GALT2,CD86,PIGZ,SLC4A4,IGHG3,FLVCR2,LRAT,SLC13A2,SLC6A19,ELOVL3,CACNA2D2,CD8B1,FCGR1,IGHG2B,SLC9A9,ORAI2,TYRO3,CDHR4,DSCAML1,POPDC2,CX3CR1,GRIA2,DIPK1B,PLD4,CLMP,CALCR,SLITRK4,RDH16,GSG1L,TRAM1L1,LY6G6D,RHBDL2,ABCB1B,CD74,ATP8B5,GABRP,P2RY10,CDKN2A,NKG7,SHISAL1,SDK1,STING1,TMEM54,PXMP2,MANSC4,CNTN1,TNFSF8,CD247,COQ8A,LAT"
"14","1.08","UP_KW_DOMAIN","Transmembrane","52","116","6136","15097","29.05","2.36e-1","7.08e-1","1.10","9.92e-1","7.08e-1","2.04e-1","B4GALT2,CD86,PIGZ,SLC4A4,IGHG3,MS4A14,FLVCR2,LRAT,SLC13A2,SLC6A19,ELOVL3,CACNA2D2,CD8B1,FCGR1,IGHG2B,SLC9A9,ORAI2,TYRO3,CDHR4,DSCAML1,POPDC2,CX3CR1,GRIA2,DIPK1B,PLD4,CLMP,CALCR,SLITRK4,RDH16,GSG1L,TRAM1L1,LY6G6D,RHBDL2,ABCB1B,CD74,ATP8B5,GABRP,P2RY10,CDKN2A,PCDHGC4,NKG7,SHISAL1,SDK1,STING1,TMEM54,PXMP2,MANSC4,CNTN1,TNFSF8,CD247,COQ8A,LAT"
"14","1.08","GOTERM_CC_DIRECT","membrane","43","171","6036","26676","24.02","2.85e-1","1.00e+0","1.11","1.00e+0","9.93e-1","2.40e-1","POPDC2,CX3CR1,GRIA2,ACHE,RGS19,SLC4A4,CCNB1,CLMP,CALCR,SLITRK4,MS4A14,FLVCR2,TRAM1L1,RHBDL2,ABCB1B,GABRP,SLC13A2,CD74,FCRL2,ATP8B5,SLC6A19,P2RY10,PCDHGC4,PDE4D,ELOVL3,CACNA2D2,CD8B1,NKG7,SHISAL1,ANK1,ETNPPL,TMEM54,PXMP2,MANSC4,SLC9A9,CNTN1,ORAI2,CDHR4,TNFSF8,CD247,PIK3AP1,DSCAML1,LAT"
"14","1.08","UP_SEQ_FEATURE","TRANSMEM:Helical","50","165","6674","22331","27.93","5.31e-1","1.00e+0","1.01","1.00e+0","1.00e+0","4.83e-1","B4GALT2,CD86,PIGZ,SLC4A4,IGHG3,MS4A14,FLVCR2,LRAT,SLC13A2,SLC6A19,ELOVL3,CACNA2D2,CD8B1,FCGR1,IGHG2B,SLC9A9,ORAI2,TYRO3,CDHR4,DSCAML1,POPDC2,CX3CR1,GRIA2,DIPK1B,CLMP,CALCR,SLITRK4,RDH16,GSG1L,TRAM1L1,LY6G6D,RHBDL2,ABCB1B,CD74,ATP8B5,GABRP,P2RY10,CDKN2A,PCDHGC4,NKG7,SHISAL1,SDK1,STING1,TMEM54,PXMP2,MANSC4,CNTN1,TNFSF8,CD247,COQ8A"
"14","1.08","UP_KW_CELLULAR_COMPONENT","Membrane","73","154","9386","19217","40.78","7.00e-1","1.00e+0","0.97","1.00e+0","1.00e+0","6.70e-1","B4GALT2,CD86,ACHE,HHIP,CIB2,PIGZ,SLC4A4,IGHG3,PSTPIP1,MS4A14,FLVCR2,LRAT,DLGAP1,SLC13A2,FCRL2,SLC6A19,PDE4D,ELOVL3,CACNA2D2,CD8B1,ANK1,FCGR1,IGHG2B,SLC9A9,ORAI2,TYRO3,CDHR4,RAB7B,DSCAML1,POPDC2,CX3CR1,GRIA2,DIPK1B,RGS19,PLD4,LYPD2,THY1,NDRG1,AIF1,CRACR2A,CLMP,CALCR,SCUBE1,FCHO1,SLITRK4,RDH16,GPC2,GSG1L,TRAM1L1,LY6G6D,RHBDL2,ABCB1B,CD74,ATP8B5,GABRP,P2RY10,NEGR1,CDKN2A,PCDHGC4,NKG7,SHISAL1,SNX20,SDK1,STING1,TMEM54,PXMP2,MANSC4,CNTN1,TNFSF8,CD247,COQ8A,PIK3AP1,LAT"
"15","0.93","UP_SEQ_FEATURE","ACT_SITE:Proton acceptor","13","165","871","22331","7.26","2.74e-2","1.00e+0","2.02","1.00e+0","1.00e+0","1.28e-2","RPS6KL1,PLK1,CDC7,YDJC,AURKB,ACOX2,MAK,PBK,RDH16,TYRO3,COQ8A,ALDOB,HAO2"
"15","0.93","UP_KW_MOLECULAR_FUNCTION","Kinase","10","81","705","12834","5.59","3.09e-2","1.00e+0","2.25","7.98e-1","1.00e+0","1.30e-2","RPS6KL1,LRGUK,MAK,PLK1,PBK,TYRO3,CDC7,COQ8A,DSCAML1,AURKB"
"15","0.93","GOTERM_MF_DIRECT","ATP binding","18","165","1553","24402","10.06","3.24e-2","1.00e+0","1.71","1.00e+0","1.00e+0","1.79e-2","HELLS,ATP8B5,RPS6KL1,LRGUK,PLK1,ATAD2,F13A1,CDC7,NLRP9B,KIF22,AURKB,MAK,PBK,TYRO3,COQ8A,TRIP13,ABCB1B,DSCAML1"
"15","0.93","GOTERM_MF_DIRECT","protein kinase activity","8","165","526","24402","4.47","6.53e-2","1.00e+0","2.25","1.00e+0","1.00e+0","2.70e-2","RPS6KL1,MAK,PLK1,PBK,TYRO3,CDC7,COQ8A,AURKB"
"15","0.93","UP_SEQ_FEATURE","DOMAIN:Protein kinase","8","165","522","22331","4.47","9.09e-2","1.00e+0","2.07","1.00e+0","1.00e+0","4.05e-2","RPS6KL1,MAK,PLK1,PBK,TYRO3,CDC7,COQ8A,AURKB"
"15","0.93","UP_KW_LIGAND","Nucleotide-binding","23","63","1876","6902","12.85","9.35e-2","1.00e+0","1.34","8.96e-1","1.00e+0","6.60e-2","POPDC2,HELLS,ATP8B5,RPS6KL1,LRGUK,PLK1,ATAD2,F13A1,CDC7,NLRP9B,KIF22,TUBG2,AURKB,CRACR2A,STING1,MAK,PBK,TYRO3,COQ8A,TRIP13,RAB7B,ABCB1B,DSCAML1"
"15","0.93","GOTERM_MF_DIRECT","protein serine kinase activity","6","165","368","24402","3.35","1.03e-1","1.00e+0","2.41","1.00e+0","1.00e+0","3.94e-2","RPS6KL1,MAK,PLK1,PBK,CDC7,AURKB"
"15","0.93","UP_KW_MOLECULAR_FUNCTION","Serine/threonine-protein kinase","6","81","404","12834","3.35","1.07e-1","1.00e+0","2.35","9.97e-1","1.00e+0","4.22e-2","RPS6KL1,MAK,PLK1,PBK,CDC7,AURKB"
"15","0.93","INTERPRO","Kinase-like_dom_sf","8","170","560","22338","4.47","1.33e-1","1.00e+0","1.88","1.00e+0","1.00e+0","6.50e-2","RPS6KL1,MAK,PLK1,PBK,TYRO3,CDC7,COQ8A,AURKB"
"15","0.93","UP_KW_LIGAND","ATP-binding","18","63","1448","6902","10.06","1.38e-1","1.00e+0","1.36","9.67e-1","1.00e+0","9.46e-2","HELLS,ATP8B5,RPS6KL1,LRGUK,PLK1,ATAD2,F13A1,CDC7,NLRP9B,KIF22,AURKB,MAK,PBK,TYRO3,COQ8A,TRIP13,ABCB1B,DSCAML1"
"15","0.93","GOTERM_MF_DIRECT","protein serine/threonine kinase activity","6","165","421","24402","3.35","1.55e-1","1.00e+0","2.11","1.00e+0","1.00e+0","6.69e-2","RPS6KL1,MAK,PLK1,PBK,CDC7,AURKB"
"15","0.93","UP_KW_MOLECULAR_FUNCTION","Transferase","17","81","1999","12834","9.50","1.72e-1","1.00e+0","1.35","1.00e+0","1.00e+0","1.18e-1","B4GALT2,GSTK1,RPS6KL1,LRGUK,PLK1,ELOVL3,F13A1,PIGZ,CDC7,AURKB,GNMT,MAK,PBK,TYRO3,LRAT,COQ8A,DSCAML1"
"15","0.93","GOTERM_CC_DIRECT","midbody","4","171","228","26676","2.23","1.78e-1","1.00e+0","2.74","1.00e+0","9.93e-1","5.97e-2","MAK,PLK1,CEP55,AURKB"
"15","0.93","INTERPRO","Prot_kinase_dom","7","170","517","22338","3.91","1.99e-1","1.00e+0","1.78","1.00e+0","1.00e+0","1.01e-1","RPS6KL1,MAK,PLK1,PBK,TYRO3,CDC7,AURKB"
"15","0.93","INTERPRO","Ser/Thr_kinase_AS","5","170","334","22338","2.79","2.47e-1","1.00e+0","1.97","1.00e+0","1.00e+0","1.12e-1","MAK,PLK1,PBK,CDC7,AURKB"
"15","0.93","SMART","S_TKc","6","98","382","10959","3.35","2.50e-1","1.00e+0","1.76","1.00e+0","1.00e+0","1.27e-1","RPS6KL1,MAK,PLK1,PBK,CDC7,AURKB"
"15","0.93","PIR_SEQ_FEATURE","region: protein kinase ATP-binding motif","3","18","73","1086","1.68","3.19e-1","1.00e+0","2.48","1.00e+0","1.00e+0","1.15e-1","MAK,TYRO3,AURKB"
"15","0.93","INTERPRO","Protein_kinase_ATP_BS","5","170","395","22338","2.79","3.50e-1","1.00e+0","1.66","1.00e+0","1.00e+0","1.84e-1","MAK,PLK1,TYRO3,CDC7,AURKB"
"16","0.82","KEGG_PATHWAY","p53 signaling pathway","4","84","75","11151","2.23","1.83e-2","1.00e+0","7.08","9.68e-1","1.00e+0","2.43e-3","CCNB1,CDKN2A,CCNE1,PMAIP1"
"16","0.82","KEGG_PATHWAY","Pathways in cancer","6","84","549","11151","3.35","3.88e-1","1.00e+0","1.45","1.00e+0","1.00e+0","2.32e-1","CDKN2A,CCNE1,HHIP,TCF7,PMAIP1,CKS1B"
"16","0.82","KEGG_PATHWAY","Viral carcinogenesis","3","84","226","11151","1.68","5.04e-1","1.00e+0","1.76","1.00e+0","1.00e+0","2.42e-1","CDKN2A,CCNE1,PMAIP1"
"17","0.76","UP_SEQ_FEATURE","DOMAIN:SAM","3","165","93","22331","1.68","1.49e-1","1.00e+0","4.37","1.00e+0","1.00e+0","3.17e-2","SASH3,TRP63,PPFIA4"
"17","0.76","INTERPRO","SAM","3","170","92","22338","1.68","1.54e-1","1.00e+0","4.28","1.00e+0","1.00e+0","3.32e-2","SASH3,TRP63,PPFIA4"
"17","0.76","SMART","SAM","3","98","85","10959","1.68","1.73e-1","1.00e+0","3.95","1.00e+0","1.00e+0","4.05e-2","SASH3,TRP63,PPFIA4"
"17","0.76","INTERPRO","SAM/pointed_sf","3","170","121","22338","1.68","2.33e-1","1.00e+0","3.26","1.00e+0","1.00e+0","6.51e-2","SASH3,TRP63,PPFIA4"
"18","0.70","GOTERM_CC_DIRECT","cilium","7","171","487","26676","3.91","9.22e-2","8.51e-1","2.24","1.00e+0","8.42e-1","3.80e-2","CALCR,STING1,MAK,PDE4D,CFAP47,LCA5,DRC1"
"18","0.70","GOTERM_CC_DIRECT","axoneme","4","171","206","26676","2.23","1.45e-1","1.00e+0","3.03","1.00e+0","9.93e-1","4.40e-2","SPEF1L,MAK,LCA5,DRC1"
"18","0.70","UP_KW_CELLULAR_COMPONENT","Cilium","4","154","378","19217","2.23","5.82e-1","1.00e+0","1.32","1.00e+0","1.00e+0","3.59e-1","MAK,CFAP47,LCA5,DRC1"
"19","0.69","GOTERM_CC_DIRECT","postsynaptic membrane","6","171","302","26676","3.35","4.46e-2","6.17e-1","3.10","1.00e+0","6.11e-1","1.35e-2","GRIA2,ACHE,CLMP,CNTN1,DLGAP1,ANK1"
"19","0.69","GOTERM_CC_DIRECT","presynaptic membrane","3","171","215","26676","1.68","3.99e-1","1.00e+0","2.18","1.00e+0","9.93e-1","1.60e-1","GRIA2,ACHE,CNTN1"
"19","0.69","GOTERM_CC_DIRECT","axon","5","171","564","26676","2.79","4.85e-1","1.00e+0","1.38","1.00e+0","9.93e-1","2.95e-1","GRIA2,ACHE,CALCR,CNTN1,DSCAML1"
"20","0.66","GOTERM_MF_DIRECT","calcium ion binding","10","165","726","24402","5.59","5.70e-2","1.00e+0","2.04","1.00e+0","1.00e+0","2.62e-2","FBN2,SMOC2,CRACR2A,CLEC3B,SCUBE1,PCDHGC4,CDHR4,CIB2,FBLN1,AIF1"
"20","0.66","UP_SEQ_FEATURE","DOMAIN:EF-hand","4","165","196","22331","2.23","1.75e-1","1.00e+0","2.76","1.00e+0","1.00e+0","5.78e-2","SMOC2,CRACR2A,CIB2,AIF1"
"20","0.66","INTERPRO","EF_hand_dom","4","170","224","22338","2.23","2.41e-1","1.00e+0","2.35","1.00e+0","1.00e+0","9.22e-2","SMOC2,CRACR2A,CIB2,AIF1"
"20","0.66","INTERPRO","EF-hand-dom_pair","4","170","269","22338","2.23","3.36e-1","1.00e+0","1.95","1.00e+0","1.00e+0","1.51e-1","SMOC2,CRACR2A,CIB2,AIF1"
"20","0.66","UP_SEQ_FEATURE","DOMAIN:EF-hand 1","3","165","167","22331","1.68","3.50e-1","1.00e+0","2.43","1.00e+0","1.00e+0","1.27e-1","SMOC2,CIB2,AIF1"
"20","0.66","INTERPRO","EF_Hand_1_Ca_BS","3","170","178","22338","1.68","3.91e-1","1.00e+0","2.21","1.00e+0","1.00e+0","1.54e-1","SMOC2,CRACR2A,CIB2"
"21","0.59","GOTERM_MF_DIRECT","ATP hydrolysis activity","6","165","417","24402","3.35","1.50e-1","1.00e+0","2.13","1.00e+0","1.00e+0","6.45e-2","HELLS,ATP8B5,ATAD2,KIF22,TRIP13,ABCB1B"
"21","0.59","INTERPRO","AAA+_ATPase","3","170","146","22338","1.68","3.03e-1","1.00e+0","2.70","1.00e+0","1.00e+0","1.01e-1","ATAD2,TRIP13,ABCB1B"
"21","0.59","SMART","AAA","3","98","146","10959","1.68","3.72e-1","1.00e+0","2.30","1.00e+0","1.00e+0","1.42e-1","ATAD2,TRIP13,ABCB1B"
"22","0.58","SMART","LRR_SD22","3","98","54","10959","1.68","8.25e-2","1.00e+0","6.21","1.00e+0","1.00e+0","1.24e-2","LRGUK,SLITRK4,LRRIQ1"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 7","4","165","170","22331","2.23","1.30e-1","1.00e+0","3.18","1.00e+0","1.00e+0","3.76e-2","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 6","4","165","199","22331","2.23","1.80e-1","1.00e+0","2.72","1.00e+0","1.00e+0","6.04e-2","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 5","4","165","226","22331","2.23","2.31e-1","1.00e+0","2.40","1.00e+0","1.00e+0","8.71e-2","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 9","3","165","134","22331","1.68","2.58e-1","1.00e+0","3.03","1.00e+0","1.00e+0","7.72e-2","LRGUK,SLITRK4,LRRIQ1"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 4","4","165","242","22331","2.23","2.60e-1","1.00e+0","2.24","1.00e+0","1.00e+0","1.05e-1","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 3","4","165","257","22331","2.23","2.92e-1","1.00e+0","2.11","1.00e+0","1.00e+0","1.23e-1","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 8","3","165","148","22331","1.68","2.95e-1","1.00e+0","2.74","1.00e+0","1.00e+0","9.69e-2","LRGUK,SLITRK4,LRRIQ1"
"22","0.58","INTERPRO","Leu-rich_rpt","4","170","258","22338","2.23","3.11e-1","1.00e+0","2.04","1.00e+0","1.00e+0","1.37e-1","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 1","4","165","270","22331","2.23","3.16e-1","1.00e+0","2.01","1.00e+0","1.00e+0","1.40e-1","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_SEQ_FEATURE","REPEAT:LRR 2","4","165","269","22331","2.23","3.19e-1","1.00e+0","2.01","1.00e+0","1.00e+0","1.39e-1","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","UP_KW_DOMAIN","Leucine-rich repeat","4","116","394","15097","2.23","5.81e-1","1.00e+0","1.32","1.00e+0","1.00e+0","3.59e-1","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"22","0.58","INTERPRO","LRR_dom_sf","4","170","411","22338","2.23","6.04e-1","1.00e+0","1.28","1.00e+0","1.00e+0","3.82e-1","LRGUK,SLITRK4,LRRIQ1,NLRP9B"
"23","0.42","GOTERM_BP_DIRECT","sodium ion transmembrane transport","4","168","138","26481","2.23","5.70e-2","1.00e+0","4.57","1.00e+0","9.99e-1","1.17e-2","SLC13A2,SLC6A19,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=12","3","165","90","22331","1.68","1.42e-1","1.00e+0","4.51","1.00e+0","1.00e+0","2.92e-2","SLC6A19,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=11","3","165","95","22331","1.68","1.54e-1","1.00e+0","4.27","1.00e+0","1.00e+0","3.35e-2","SLC6A19,SLC9A9,SLC4A4"
"23","0.42","UP_KW_LIGAND","Sodium","4","63","167","6902","2.23","1.89e-1","1.00e+0","2.62","9.92e-1","1.00e+0","6.55e-2","SLC13A2,SLC6A19,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=9","3","165","109","22331","1.68","1.91e-1","1.00e+0","3.72","1.00e+0","1.00e+0","4.71e-2","SLC6A19,SLC9A9,SLC4A4"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=8","3","165","121","22331","1.68","2.23e-1","1.00e+0","3.36","1.00e+0","1.00e+0","6.07e-2","SLC6A19,SLC9A9,SLC4A4"
"23","0.42","UP_KW_BIOLOGICAL_PROCESS","Symport","3","97","120","11926","1.68","2.52e-1","1.00e+0","3.07","1.00e+0","9.83e-1","7.43e-2","SLC13A2,SLC6A19,SLC4A4"
"23","0.42","UP_KW_BIOLOGICAL_PROCESS","Sodium transport","3","97","130","11926","1.68","2.81e-1","1.00e+0","2.84","1.00e+0","9.83e-1","8.94e-2","SLC13A2,SLC9A9,SLC4A4"
"23","0.42","GOTERM_BP_DIRECT","transmembrane transport","6","168","574","26481","3.35","2.96e-1","1.00e+0","1.65","1.00e+0","9.99e-1","1.59e-1","SLC13A2,SLC9A9,FLVCR2,SLC4A4,ANK1,ABCB1B"
"23","0.42","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=4","7","165","758","22331","3.91","4.84e-1","1.00e+0","1.25","1.00e+0","1.00e+0","3.28e-1","CX3CR1,SLC6A19,P2RY10,CALCR,STING1,SLC9A9,SLC4A4"
