"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"ATL","PODO","Wnt5a","Fzd2",0.00468757327290375,0,"WNT5A_FZD2","Wnt5a  - Fzd2","ncWNT","Secreted Signaling","KEGG: mmu04310"
"PECs?","PODO","Wnt5a","Fzd2",0.00306789143847707,0,"WNT5A_FZD2","Wnt5a  - Fzd2","ncWNT","Secreted Signaling","KEGG: mmu04310"
"TAL-1","PT-1","Egf","Egfr",0.158946761500952,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","PT-1","Egf","Egfr",0.121001246030847,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-2","PT-1","Egf","Egfr",0.0347443523570189,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"FIB","PT-1","Egf","Egfr",0.0207492417081827,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","PT-1","Egf","Egfr",0.064210011163523,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"vSMC/MC","PT-1","Egf","Egfr",0.0365609076631091,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","PT-1","Egf","Egfr",0.0408726355125644,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","TAL-1","Egf","Egfr",0.0228509823086417,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","TAL-1","Egf","Egfr",0.0167487336269884,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","DCT/CNT","Egf","Egfr",0.0479216886295927,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","DCT/CNT","Egf","Egfr",0.0353667423805376,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","DCT/CNT","Egf","Egfr",0.0179469455920079,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","PC_CNT","Egf","Egfr",0.129317022104693,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","PC_CNT","Egf","Egfr",0.0976239930823916,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-2","PC_CNT","Egf","Egfr",0.0275102382865754,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"FIB","PC_CNT","Egf","Egfr",0.016379599767203,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","PC_CNT","Egf","Egfr",0.0511660634578612,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"vSMC/MC","PC_CNT","Egf","Egfr",0.0289599166244081,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","PC_CNT","Egf","Egfr",0.0324053895210549,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","TAL-2","Egf","Egfr",0.0363607336305262,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","TAL-2","Egf","Egfr",0.0267495301262489,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","FIB","Egf","Egfr",0.0411544714524055,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","FIB","Egf","Egfr",0.0303160067185546,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","IC-B","Egf","Egfr",0.0240546790704358,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","IC-B","Egf","Egfr",0.0176367905347089,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","Undef","Egf","Egfr",0.160227839274672,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","Undef","Egf","Egfr",0.122020861413383,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-2","Undef","Egf","Egfr",0.0350661212933503,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"FIB","Undef","Egf","Egfr",0.0209442136009417,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","Undef","Egf","Egfr",0.0647863473958185,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"vSMC/MC","Undef","Egf","Egfr",0.0368988566951475,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","Undef","Egf","Egfr",0.0412487334333855,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","IC-A","Egf","Egfr",0.0181879039884832,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","PT-2","Egf","Egfr",0.114634210512334,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","PT-2","Egf","Egfr",0.0861834569403874,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-2","PT-2","Egf","Egfr",0.0240671744734631,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","PT-2","Egf","Egfr",0.0448990289543302,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"vSMC/MC","PT-2","Egf","Egfr",0.0253401449302171,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","PT-2","Egf","Egfr",0.0283675406974395,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","Uro","Egf","Egfr",0.124889152851173,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","Uro","Egf","Egfr",0.0941639444983425,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-2","Uro","Egf","Egfr",0.0264623303271884,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","Uro","Egf","Egfr",0.0492627138898161,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"vSMC/MC","Uro","Egf","Egfr",0.0278583700232337,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","Uro","Egf","Egfr",0.0311769954405115,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","ATL","Egf","Egfr",0.0745285390202675,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","ATL","Egf","Egfr",0.0554085727699773,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","ATL","Egf","Egfr",0.0284079365935172,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","ATL","Egf","Egfr",0.0178349629472694,0.04,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","PC","Egf","Egfr",0.164070572151158,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","PC","Egf","Egfr",0.125083763883751,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-2","PC","Egf","Egfr",0.0360359190783476,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"FIB","PC","Egf","Egfr",0.0215321674213235,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","PC","Egf","Egfr",0.0665214311869941,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"vSMC/MC","PC","Egf","Egfr",0.0379173493432658,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","PC","Egf","Egfr",0.0423820089858587,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","vSMC/MC","Egf","Egfr",0.0327466691614604,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","vSMC/MC","Egf","Egfr",0.0240669097091207,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","IMM","Egf","Egfr",0.0253861888958875,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","IMM","Egf","Egfr",0.0186198257688801,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","PECs?","Egf","Egfr",0.114795759447673,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","PECs?","Egf","Egfr",0.0863088200375353,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-2","PECs?","Egf","Egfr",0.0241045661348787,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","PECs?","Egf","Egfr",0.0449672944995325,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"vSMC/MC","PECs?","Egf","Egfr",0.0253794628944398,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","PECs?","Egf","Egfr",0.0284114190646795,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"TAL-1","PROLIF","Egf","Egfr",0.0811208378009394,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"DCT/CNT","PROLIF","Egf","Egfr",0.060420059349273,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PODO","PROLIF","Egf","Egfr",0.0310576171240305,0,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"IMM","PROLIF","Egf","Egfr",0.019518286427837,0.02,"EGF_EGFR","Egf  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","PT-1","Btc","Egfr",0.0201650445168677,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","PT-1","Btc","Egfr",0.0110002914521576,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","TAL-1","Btc","Egfr",0.00254013946686613,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","TAL-1","Btc","Egfr",0.00137444252263527,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","DCT/CNT","Btc","Egfr",0.00545134334425685,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","DCT/CNT","Btc","Egfr",0.00295362009513609,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","PC_CNT","Btc","Egfr",0.0159164306732305,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","PC_CNT","Btc","Egfr",0.00866554088999287,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","EC-2","Btc","Egfr",0.000525730528975775,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","EC-2","Btc","Egfr",0.000284203816253177,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","EC-3","Btc","Egfr",0.00147728349524239,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","EC-3","Btc","Egfr",0.000798951744140116,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","EC-4","Btc","Egfr",0.000132105136593827,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","EC-4","Btc","Egfr",7.14015833278722e-05,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","EC-1(gEC)","Btc","Egfr",0.00122762090819123,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","EC-1(gEC)","Btc","Egfr",0.000663851776978658,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","EC-5","Btc","Egfr",1.65986546630874e-05,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","EC-5","Btc","Egfr",8.97094045828553e-06,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","EC-6","Btc","Egfr",0.0011974353665372,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","EC-6","Btc","Egfr",0.000647519570386972,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","TAL-2","Btc","Egfr",0.0040921858453912,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","TAL-2","Btc","Egfr",0.00221582059426075,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","FIB","Btc","Egfr",0.00465223118759941,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","FIB","Btc","Egfr",0.00251972143803826,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","PODO","Btc","Egfr",0.000119938683966236,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","PODO","Btc","Egfr",6.48253676984612e-05,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","IC-B","Btc","Egfr",0.00267687462068004,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","IC-B","Btc","Egfr",0.00144851958896771,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","Undef","Btc","Egfr",0.0203546410579079,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","Undef","Btc","Egfr",0.0111046953820073,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","IC-A","Btc","Egfr",0.00201324723432748,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","IC-A","Btc","Egfr",0.00108908271734507,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","PT-2","Btc","Egfr",0.0139036529092496,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","PT-2","Btc","Egfr",0.00756265757378958,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","Uro","Btc","Egfr",0.0153031994841474,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","Uro","Btc","Egfr",0.00832930878457256,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","ATL","Btc","Egfr",0.00869332006985832,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","ATL","Btc","Egfr",0.00471721749192209,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","PC","Btc","Egfr",0.0209263979324152,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","PC","Btc","Egfr",0.0114196523551029,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","vSMC/MC","Btc","Egfr",0.00367321849758945,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","vSMC/MC","Btc","Egfr",0.00198857622482435,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","IMM","Btc","Egfr",0.00282847844057016,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","IMM","Btc","Egfr",0.00153066273879691,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","PECs?","Btc","Egfr",0.0139254794557368,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","PECs?","Btc","Egfr",0.00757460621925277,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","PROLIF","Btc","Egfr",0.00952218982313906,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","PROLIF","Btc","Egfr",0.0051689601461816,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PC_CNT","ADIPO","Btc","Egfr",0.000831395787441847,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"ADIPO","ADIPO","Btc","Egfr",0.00044950605950999,0,"BTC_EGFR","Btc  - Egfr","EGF","Secreted Signaling","KEGG: mmu04012"
"PT-1","FIB","Pdgfa","Pdgfra",0.00492044328745316,0,"PDGFA_PDGFRA","Pdgfa  - Pdgfra","PDGF","Secreted Signaling","PMID: 15207812"
"EC-3","FIB","Pdgfa","Pdgfra",0.00250623017781968,0,"PDGFA_PDGFRA","Pdgfa  - Pdgfra","PDGF","Secreted Signaling","PMID: 15207812"
"EC-6","FIB","Pdgfa","Pdgfra",0.00569540108915308,0,"PDGFA_PDGFRA","Pdgfa  - Pdgfra","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","FIB","Pdgfa","Pdgfra",0.00784127707913918,0,"PDGFA_PDGFRA","Pdgfa  - Pdgfra","PDGF","Secreted Signaling","PMID: 15207812"
"Uro","FIB","Pdgfa","Pdgfra",0.00691364950668961,0,"PDGFA_PDGFRA","Pdgfa  - Pdgfra","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","FIB","Pdgfa","Pdgfra",0.0365409320558863,0,"PDGFA_PDGFRA","Pdgfa  - Pdgfra","PDGF","Secreted Signaling","PMID: 15207812"
"PC","FIB","Pdgfa","Pdgfra",0.00703579181202514,0,"PDGFA_PDGFRA","Pdgfa  - Pdgfra","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","PT-1","Pdgfa","Pdgfrb",0.000229542364360925,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"EC-3","PT-1","Pdgfa","Pdgfrb",0.000116708038332582,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"EC-6","PT-1","Pdgfa","Pdgfrb",0.000266198413932899,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","PT-1","Pdgfa","Pdgfrb",0.000367142169855812,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Uro","PT-1","Pdgfa","Pdgfrb",0.000323332675421909,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","PT-1","Pdgfa","Pdgfrb",0.00177482710671403,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PC","PT-1","Pdgfa","Pdgfrb",0.000329095321711456,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","TAL-1","Pdgfa","Pdgfrb",4.12500219191203e-05,0.01,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","TAL-1","Pdgfa","Pdgfrb",6.59849112866717e-05,0.01,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","TAL-1","Pdgfa","Pdgfrb",0.000319351064740886,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","DCT/CNT","Pdgfa","Pdgfrb",6.30929010188033e-05,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","DCT/CNT","Pdgfa","Pdgfrb",0.00010092418750751,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","DCT/CNT","Pdgfa","Pdgfrb",0.000488383214385202,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PC","DCT/CNT","Pdgfa","Pdgfrb",9.04629434307797e-05,0.04,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","PC_CNT","Pdgfa","Pdgfrb",0.000182202951994777,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"EC-3","PC_CNT","Pdgfa","Pdgfrb",9.26376014236058e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"EC-6","PC_CNT","Pdgfa","Pdgfrb",0.000211302384429002,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","PC_CNT","Pdgfa","Pdgfrb",0.000291433287868781,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Uro","PC_CNT","Pdgfa","Pdgfrb",0.000256655488884046,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","PC_CNT","Pdgfa","Pdgfrb",0.00140924684271993,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PC","PC_CNT","Pdgfa","Pdgfrb",0.000261230081308143,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","EC-2","Pdgfa","Pdgfrb",1.45380998383699e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","EC-2","Pdgfa","Pdgfrb",2.32559210108846e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","EC-2","Pdgfa","Pdgfrb",0.000112567503655381,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","EC-3","Pdgfa","Pdgfrb",1.70620211017267e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","EC-3","Pdgfa","Pdgfrb",2.72932650334697e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","EC-3","Pdgfa","Pdgfrb",0.00013210704532923,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","EC-4","Pdgfa","Pdgfrb",8.48070176820743e-06,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","EC-4","Pdgfa","Pdgfrb",1.35662441542133e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","EC-1(gEC)","Pdgfa","Pdgfrb",2.21638100381209e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","EC-1(gEC)","Pdgfa","Pdgfrb",3.5454221223637e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","EC-1(gEC)","Pdgfa","Pdgfrb",0.000171602340332478,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","EC-5","Pdgfa","Pdgfrb",4.7432054463898e-06,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","EC-5","Pdgfa","Pdgfrb",7.58754903096797e-06,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","EC-6","Pdgfa","Pdgfrb",1.99875215629921e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","EC-6","Pdgfa","Pdgfrb",3.19730643122848e-05,0.02,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","EC-6","Pdgfa","Pdgfrb",0.000154759672948477,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","TAL-2","Pdgfa","Pdgfrb",5.24234596842917e-05,0.01,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"Undef","TAL-2","Pdgfa","Pdgfrb",8.38577532480651e-05,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"ATL","TAL-2","Pdgfa","Pdgfrb",0.000405823459076218,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
"PT-1","FIB","Pdgfa","Pdgfrb",0.00114576769258874,0,"PDGFA_PDGFRB","Pdgfa  - Pdgfrb","PDGF","Secreted Signaling","PMID: 15207812"
