"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000037824",1019.8504439234,-0.34328037724864,0.125929578452597,0.00357968631563907,0.0121432869815135,"Tspan14"
"ENSMUSG00000037890",326.53453268833,0.462923623424492,0.167525252488661,0.00195767312268961,0.00717452749901856,"Wdr19"
"ENSMUSG00000037926",697.764343394058,0.560392343280079,0.151928259252495,4.91484592471793e-05,0.0002640406781484,"Ssh2"
"ENSMUSG00000037946",439.699440496232,0.517991607311253,0.173459463962239,0.000756695151704662,0.0030998784494859,"Fgd3"
"ENSMUSG00000038007",841.123645630128,0.756837277238202,0.118908054423761,1.77639747906999e-11,2.60936258945518e-10,"Acer2"
"ENSMUSG00000038014",3560.85214617451,-0.346730982485264,0.0834160190079422,1.83527920350056e-05,0.000107738689723798,"Fam120a"
"ENSMUSG00000038068",141.767826343724,0.538527242852129,0.220672598714046,0.00365538972900681,0.0123558882257336,"Rnf144b"
"ENSMUSG00000038079",385.424034815464,-0.827172426222312,0.291687125277498,0.000461668789423261,0.00198303374700866,"Tmem237"
"ENSMUSG00000038094",16.5768483052535,2.6756180076613,1.53810514876764,0.000107276555550086,0.000535413654538436,"Atp13a4"
"ENSMUSG00000038167",167.529482948029,0.978188425222954,0.187042498102375,1.38739760400088e-08,1.36942684595402e-07,"Plekhg6"
"ENSMUSG00000038172",553.031045591073,1.01367018060093,0.177851786877486,1.03213907941271e-09,1.19767877190428e-08,"Ttc39b"
"ENSMUSG00000038178",4331.94585821708,0.347776786958701,0.11886868056577,0.00189963318589346,0.00698240702905841,"Slc43a2"
"ENSMUSG00000038240",237.245039667751,-0.902757548453802,0.11766306728752,1.33341431248338e-15,3.05885550876377e-14,"Pdss2"
"ENSMUSG00000038279",416.858536547432,-0.616823680146202,0.178791435028035,9.62449968318401e-05,0.000486335554366989,"Nop2"
"ENSMUSG00000038299",624.857454914094,-0.219819528062648,0.0934504776151176,0.01480807232691,0.0410935887414417,"Wdr36"
"ENSMUSG00000038301",159.071951263437,1.37024305586709,0.23259794391658,4.26326146997395e-10,5.21796968469612e-09,"Snx10"
"ENSMUSG00000038302",519.144940062502,-0.413119254682863,0.104632375571861,3.42707836740625e-05,0.000190394306283081,"Afg1l"
"ENSMUSG00000038305",149.014196115713,-0.856090130899269,0.319789882199269,0.000727048178287584,0.00299074689099519,"Spats2l"
"ENSMUSG00000038422",123.72420574384,-0.599595390440303,0.220313531571376,0.00125457304872874,0.00483476135752099,"Hdhd3"
"ENSMUSG00000038462",6782.63053118822,-0.541249785559881,0.068636487419076,7.32555981452699e-16,1.74697912651232e-14,"Uqcrfs1"
"ENSMUSG00000038497",1144.03650586436,-1.14724890494362,0.218440424468182,1.41630986097729e-08,1.39519498885475e-07,"Tmco3"
"ENSMUSG00000038506",389.647048198319,-0.383089207940298,0.131730952588566,0.0017541690734799,0.00650543887794925,"Dcun1d2"
"ENSMUSG00000038541",98.5973901638704,-3.50851092878636,0.525662525295417,1.87107243112883e-14,3.81288520314767e-13,"Srd5a2"
"ENSMUSG00000038608",242.699810778668,0.48992195452801,0.173710631766807,0.00145760187207066,0.00552721518276709,"Dock10"
"ENSMUSG00000038679",985.788331484267,-1.70781626516276,0.212817706033725,7.96442580501753e-17,2.05720084202589e-15,"Trps1"
"ENSMUSG00000038740",482.787998136017,-0.629686610136263,0.157303068882217,9.88084260812271e-06,6.10310803207927e-05,"Mvb12b"
"ENSMUSG00000038775",601.887859370971,-1.19346908995738,0.263310166260179,4.97695297927004e-07,3.86063251968416e-06,"Vill"
"ENSMUSG00000038807",1451.51786714735,0.700333847525059,0.128721769872352,5.93852615821277e-09,6.19032215726907e-08,"Rap1gap2"
"ENSMUSG00000038812",459.067286676282,-0.690131243192142,0.13483101326345,3.62470480273912e-08,3.37034847226173e-07,"Trmt112"
"ENSMUSG00000038845",3020.89157127212,-0.569174544032624,0.0956800003358138,5.47578679650058e-10,6.58451775064087e-09,"Phb1"
"ENSMUSG00000038848",663.746536365751,-0.273964149796991,0.095749573735613,0.00295647169485872,0.010308777268416,"Ythdf1"
"ENSMUSG00000039131",1690.54086523581,-0.600006479216522,0.0962690127370342,7.89103600966579e-11,1.06475451286461e-09,"Gipc2"
"ENSMUSG00000039167",1539.41820319653,0.372786953378546,0.171377479752947,0.0144444368385122,0.0402244167786745,"Adgrl4"
"ENSMUSG00000039202",2654.95592991446,-0.442151951736486,0.0955392601812111,1.42311535669375e-06,1.02812718232045e-05,"Abhd2"
"ENSMUSG00000039206",218.33653914489,-0.332250508137745,0.126480164047671,0.00498689170558919,0.0161301494767382,"Daglb"
"ENSMUSG00000039210",416.926789185154,-0.423652122059467,0.118484026462949,0.000144411950035425,0.000700368025909429,"Gpatch2"
"ENSMUSG00000039230",565.974259870744,-0.413144593178389,0.191802346388478,0.0129721488473789,0.0366898561469736,"Tbcd"
"ENSMUSG00000039232",72.086355016553,1.92923032527095,0.356652397012001,1.99018471341201e-09,2.21256477166302e-08,"Stx11"
"ENSMUSG00000039244",331.117416777677,-0.333124888674845,0.111840526240189,0.00168939558729271,0.00629810474895307,"Ints15"
"ENSMUSG00000039254",383.184951543469,-0.670428714989188,0.203643853421134,0.000141227912970232,0.000686432541804729,"Pomt1"
"ENSMUSG00000039364",1080.96050255216,0.761144757625724,0.140406499150914,5.52190918231802e-09,5.79247108265417e-08,"Sectm1b"
"ENSMUSG00000039384",41.1671271390985,1.08000167359287,0.340097581050667,0.000108414206055624,0.000540278161924406,"Dusp10"
"ENSMUSG00000039405",992.626373766062,1.26291668649942,0.162659701865232,1.13761650397528e-15,2.64632218100168e-14,"Prss23"
"ENSMUSG00000039519",1039.74517713359,-2.18916123101716,0.251188792057139,4.1255659338809e-20,1.39309644921829e-18,"Cyp7b1"
"ENSMUSG00000039556",55.6574309768869,0.951165398244042,0.403987499183438,0.00159379814991575,0.0059820817897102,"Ppp1r3f"
"ENSMUSG00000039601",558.471423377847,0.956887098463516,0.172618497260677,2.41029856209724e-09,2.65881464789529e-08,"Rcan2"
"ENSMUSG00000039615",1245.5037925967,-0.173263715452716,0.0713757609903196,0.0132307443525638,0.0373098361588177,"Stub1"
"ENSMUSG00000039633",298.098229761679,-1.41275174431383,0.199245177092218,1.70050631629049e-13,3.12293352951999e-12,"Lonrf1"
"ENSMUSG00000039710",513.672641478264,3.00609018471967,0.279826779838939,4.32772851556923e-30,3.30532340096147e-28,"Slc7a12"
"ENSMUSG00000039934",161.275063177869,-1.0605130673103,0.42055969275353,0.000835081656868476,0.00338336505876087,"Gsap"
"ENSMUSG00000039942",94.0004308805914,0.701560524067953,0.235916190397008,0.000391866915847263,0.00171275094479739,"Ptger4"
"ENSMUSG00000039959",557.580896773099,0.496007269935277,0.153846087368298,0.000373777775186648,0.00164252456267946,"Hip1"
"ENSMUSG00000040028",825.74449026266,-0.590277160202714,0.118233338710292,1.09577702944571e-07,9.46738025136651e-07,"Elavl1"
"ENSMUSG00000040258",40.7378889376137,-2.39158480051695,0.522415139328883,2.46916345711724e-08,2.35988428633373e-07,"Nxph4"
"ENSMUSG00000040269",261.08835066633,-0.550282526107798,0.15074192877903,5.98410907457509e-05,0.000315362865353004,"Mrps28"
"ENSMUSG00000040328",10.2962190346231,1.07138222815191,0.773220326940568,0.00843604036122356,0.0253757420968505,"Or2v1"
"ENSMUSG00000040339",574.824259315934,-0.651282623929337,0.121491898916857,1.1328961549103e-08,1.13170123681622e-07,"Eeig2"
"ENSMUSG00000040374",811.918085188909,-0.490171818895381,0.112492740557675,4.01953955268425e-06,2.66659847109196e-05,"Pex2"
"ENSMUSG00000040387",42.0504139191713,-1.25084824069167,0.396748691307764,9.81531950234732e-05,0.000494219973625787,"Klhl32"
"ENSMUSG00000040472",748.631553815254,-1.05614438162395,0.137710572185871,1.76066610881555e-15,4.00204437008372e-14,"Rabggta"
"ENSMUSG00000040521",453.534202113352,-0.439133194562054,0.105743557459769,1.27694411932405e-05,7.73895495914355e-05,"Tsfm"
"ENSMUSG00000040522",33.5382860617911,2.16912231587099,0.731169659355043,1.96350986616294e-05,0.000114657215878199,"Tlr8"
"ENSMUSG00000040537",181.522721022511,0.853623519428385,0.191196750853171,6.74216752001699e-07,5.13380435702978e-06,"Adam22"
"ENSMUSG00000040549",725.901762251685,0.224292496452388,0.0899262254119295,0.0099491359616004,0.0291812955523183,"Ckap5"
"ENSMUSG00000040584",86.8572357348397,-0.958457685232999,0.276592546985172,4.26291219874728e-05,0.000231463447231462,"Abcb1a"
"ENSMUSG00000040651",1259.0314429929,-0.55084980849817,0.164423792603426,0.000185337233964776,0.000873707572013614,"Tasor"
"ENSMUSG00000040681",2152.65091053831,-0.239337284598957,0.0808858934925791,0.00236908237642621,0.00847458262315483,"Hmgn1"
"ENSMUSG00000040693",323.121129514364,-1.28729189189747,0.171011129952689,7.09123477251467e-15,1.52473046908697e-13,"Slco4c1"
"ENSMUSG00000040703",398.056593961356,0.97777007074673,0.198651705425697,6.93827999799025e-08,6.16601657194048e-07,"Cyp2s1"
"ENSMUSG00000040714",108.552169490593,1.51239475504879,0.280999135190675,6.47378353722024e-09,6.72712020751166e-08,"Klc3"
"ENSMUSG00000040738",464.323315948913,-0.380646243586521,0.125531047584451,0.00118669764352715,0.00461612153962672,"Ints8"
"ENSMUSG00000040794",93.9028211749269,0.482842233985362,0.240968789300969,0.0141501696295625,0.0395215171692694,"C1qtnf4"
"ENSMUSG00000040808",4372.51118162449,1.00141321504753,0.178080109926439,1.58258988702051e-09,1.78335015654113e-08,"S100g"
"ENSMUSG00000040888",398.211521855172,-0.622283438506616,0.170180847473005,4.23987614053364e-05,0.00023040135671878,"Gfer"
"ENSMUSG00000040966",2757.26022116258,-1.42620506432779,0.133479421664597,1.82626430697332e-27,1.13508033754351e-25,"Slc22a2"
"ENSMUSG00000041052",5570.43125558783,-3.37323614256991,0.25442189606055,2.58854765086789e-43,4.11868993824892e-41,"Slc7a13"
"ENSMUSG00000041058",3131.52911162912,-1.32770694762748,0.12285794353816,5.24294454875824e-28,3.3856144198134e-26,"Wwp1"
"ENSMUSG00000041164",1424.03689001826,-0.296307411072735,0.0958926412067016,0.00132039051470852,0.00505997051002653,"Zmiz2"
"ENSMUSG00000041168",2661.70906197108,-0.627382984933534,0.0635183593294843,7.58964925170267e-24,3.54343976448625e-22,"Lonp1"
"ENSMUSG00000041261",198.361237442881,0.911590008547173,0.18930987539222,1.17899540783359e-07,1.0149458846739e-06,"Car8"
"ENSMUSG00000041355",1014.56182890076,-0.28234015104783,0.0852797688066073,0.000642090362414628,0.00266441377385031,"Ssr2"
"ENSMUSG00000041361",212.881840047768,0.875919129884088,0.205257099651787,1.64406344567789e-06,1.171579285958e-05,"Myzap"
"ENSMUSG00000041390",464.167332585111,1.00461509000741,0.177565943451361,1.30279819464057e-09,1.49087188108206e-08,"Mdfic"
"ENSMUSG00000041426",929.143707385079,-0.66270727307498,0.123354854987296,1.01053736103091e-08,1.01764949739462e-07,"Hibch"
"ENSMUSG00000041482",90.9002591330513,0.55802468641963,0.302139777949442,0.0156310572055399,0.0429697438508614,"Piezo2"
"ENSMUSG00000041556",68.289937248843,1.43293647231064,0.378128300763763,9.02455660697595e-06,5.60554048582588e-05,"Fbxo2"
"ENSMUSG00000041594",248.139695156509,-1.03590166786032,0.204123186062471,3.27577064558897e-08,3.06596717035854e-07,"Tmtc4"
"ENSMUSG00000041598",583.85401726213,0.353268511215864,0.117171792639822,0.00139578344414807,0.00532222717037211,"Cdc42ep4"
"ENSMUSG00000041632",363.242561005206,-0.413170279872386,0.121346311973107,0.000285390259074534,0.00128652014114538,"Mrps27"
"ENSMUSG00000041642",72.2291420166503,0.684820933052746,0.37638984189531,0.011431048628929,0.0329204075602785,"Kif21b"
"ENSMUSG00000041650",1683.79986073032,-1.26796710359299,0.0681322917450019,4.83125648798874e-78,6.0055537681005e-75,"Pcca"
"ENSMUSG00000041654",398.627961795384,-0.706548842806867,0.17532872922619,6.6051870925417e-06,4.19848405508348e-05,"Slc39a11"
"ENSMUSG00000041698",3714.51549850698,-2.23479232363491,0.634447900005286,2.94084305248208e-06,2.00998032545759e-05,"Slco1a1"
"ENSMUSG00000041708",48.5641115722844,-1.48089782829736,0.430028221640778,2.77084370506126e-05,0.000156827861269105,"Mpped1"
"ENSMUSG00000041720",2794.69633331584,-0.50572096985054,0.230067555713381,0.00799207735208755,0.0242013438574405,"Pi4ka"
"ENSMUSG00000041734",405.770946971055,0.646730440646645,0.212151969684024,0.000363113015641319,0.00159883877974102,"Kirrel1"
"ENSMUSG00000041762",227.861040990324,-0.923219211574923,0.22549381895254,3.4340077647242e-06,2.3136510986653e-05,"Gpr155"
"ENSMUSG00000041995",545.266270279561,-0.385077498296017,0.134872160759181,0.00205549074870693,0.00747379442432032,"Zbed3"
"ENSMUSG00000042010",1350.04559622207,1.18537312870112,0.171012835807833,4.98182720038288e-13,8.65358612999259e-12,"Acacb"
"ENSMUSG00000042116",350.181308049718,-1.01129384625446,0.262493978583711,9.16024289092823e-06,5.68095013588e-05,"Vwa1"
"ENSMUSG00000042178",387.894448541419,-0.410953245317055,0.106819939667318,5.24353120515281e-05,0.000280270336305521,"Armc5"
"ENSMUSG00000042271",983.574811072995,-0.756423820428622,0.101017176245489,6.18131184538348e-15,1.33775964410046e-13,"Nxt2"
"ENSMUSG00000042284",2829.52565471331,0.249040065478795,0.0739519104046591,0.000571708832571524,0.00239747953483302,"Itga1"
"ENSMUSG00000042293",198.989361429585,-0.559752919216775,0.152193963979055,5.14096826801845e-05,0.00027530618708298,"Gm5617"
"ENSMUSG00000042410",4446.64192022152,-1.61991873978183,0.254723522674296,1.73352317730483e-11,2.5571425174972e-10,"Agps"
"ENSMUSG00000042426",448.322909305067,-0.431541715182858,0.176509410218554,0.00563515049864821,0.0178837575024117,"Dhx29"
"ENSMUSG00000042460",1736.09697068757,-0.458314815762147,0.086930650324243,4.83622377808185e-08,4.41430264902569e-07,"C1galt1"
"ENSMUSG00000042498",75.9866299205923,1.40144713547046,0.287341437931428,9.42957035467366e-08,8.21124013940912e-07,"Radx"
"ENSMUSG00000042500",161.060941703972,0.979521726589289,0.270721320300469,2.34839506090045e-05,0.000134641768135627,"Ago4"
"ENSMUSG00000042548",938.912402033742,0.35552660046794,0.128016886390476,0.00293146743260697,0.0102323544694841,"Asxl1"
"ENSMUSG00000042622",250.786145592266,0.96097848276909,0.329189496093702,0.00028709687781211,0.00129362705093001,"Maff"
"ENSMUSG00000042642",535.934451602039,-0.367738125270473,0.147151109786124,0.0062889658373556,0.0196606792736821,"Flad1"
"ENSMUSG00000042660",376.030885376911,-0.974620353402256,0.115193425879875,2.34780969941032e-18,6.86699810464292e-17,"Wdr55"
"ENSMUSG00000042682",1145.99699546456,-0.32059651428123,0.124532682840986,0.00603871283037991,0.0189797660372039,"Selenok"
