"","baseMean","log2FoldChange","lfcSE","pvalue","padj","padj_combi_ctrl","log2FC_combi_ctrl","Symbol","ENSEMBL_clean"
"ENSMUSG00000001270",2357.79372590302,0.538389967335999,0.172110913481053,0.000429192294293034,0.00185852504707036,0.00576209873742035,0.477978034782542,"Ckb","ENSMUSG00000001270"
"ENSMUSG00000001280",1403.18046771707,-0.287982518246746,0.119326978088979,0.0104954225540846,0.0305716841210002,0.892502516415188,-0.0261319875443799,"Sp1","ENSMUSG00000001280"
"ENSMUSG00000001333",18.9660061067767,1.03103971364563,0.521518415825128,0.00352718316603239,0.0119959209967884,0.727460612394044,0.127978533514721,"Sync","ENSMUSG00000001333"
"ENSMUSG00000001424",1044.27201477625,-0.491732210484409,0.134318774394841,7.59193839465438e-05,0.000391892194994241,0.00855369124833392,-0.371782663476697,"Snd1","ENSMUSG00000001424"
"ENSMUSG00000001473",101.793336286367,0.950399248019756,0.343972573681614,0.000479306302567107,0.00205097311784793,0.12091896725215,0.436427918750704,"Tubb6","ENSMUSG00000001473"
"ENSMUSG00000001517",51.6616790121451,1.1478336838303,0.384860050171932,0.000189319090359078,0.000889947385523918,0.215078614092629,0.3735442679895,"Foxm1","ENSMUSG00000001517"
"ENSMUSG00000001525",1145.96079242209,0.548415567878371,0.169989318427121,0.00029199279791841,0.00131311259775023,0.0918214860169575,0.29951446061106,"Tubb5","ENSMUSG00000001525"
"ENSMUSG00000001542",1197.94258902145,-0.403529831872846,0.13887417791712,0.00162562681973646,0.006086613670508,0.394533693881132,-0.144365941744563,"Ell2","ENSMUSG00000001542"
"ENSMUSG00000001630",363.270878321451,-0.442739356818933,0.128459087046069,0.000215029265833881,0.000997136178169749,0.00807166204593962,-0.364817804006748,"Stk38l","ENSMUSG00000001630"
"ENSMUSG00000001729",1571.8970808602,0.303263757369824,0.0970202780290368,0.00114589014818797,0.00447664685863496,0.0298484521409894,0.239562099459016,"Akt1","ENSMUSG00000001729"
"ENSMUSG00000001739",294.390914117951,0.636292110405509,0.168831542895386,2.55334105461678e-05,0.000145261442320576,0.0124379955351472,0.423523937493559,"Cldn15","ENSMUSG00000001739"
"ENSMUSG00000001750",398.334851710731,0.455373748316355,0.147819087621685,0.000734480857928154,0.00301695369337734,0.0398982430449117,0.324919884368511,"Tcirg1","ENSMUSG00000001750"
"ENSMUSG00000001794",4155.28558955291,0.240531029390973,0.0903668287625061,0.00591842164934579,0.0186488416007349,0.691672175006678,0.0519646430469609,"Capns1","ENSMUSG00000001794"
"ENSMUSG00000001833",1757.26701778958,0.255668619427042,0.0897545978655967,0.00323148711767635,0.0111330412755006,0.0847590807408683,0.183129148489268,"Septin7","ENSMUSG00000001833"
