"GeneID","log2FoldChange_aging","padj_aging","log2FoldChange_intervention","padj_intervention","Symbol","LFC_Sum","rescue_significant"
"ENSMUSG00000000628",1.51270616624126,0.00481058209828869,-0.0210953283543647,0.87111653799542,"Hk2",1.49161083788689,"No"
"ENSMUSG00000000631",0.232406921550948,0.0431360177877642,-0.0815764357242069,0.468026373442756,"Myo18a",0.150830485826741,"No"
"ENSMUSG00000000682",0.823002444749275,0.00529730810006219,-0.334851761665038,0.0812859608847285,"Cd52",0.488150683084236,"No"
"ENSMUSG00000000690",0.38595297666469,0.022721950797583,-0.059272127844285,0.661894222774355,"Hoxb6",0.326680848820405,"No"
"ENSMUSG00000000708",-0.301983870818369,0.00263770645110527,0.046947784081338,0.716287769162444,"Kat2b",-0.255036086737031,"No"
"ENSMUSG00000000731",0.839321361570734,0.0484967947070925,-0.017724973707024,NA,"Aire",0.82159638786371,NA
"ENSMUSG00000000732",0.401032477854379,0.00479218394149434,-0.100905113494034,0.383707053335946,"Icosl",0.300127364360345,"No"
"ENSMUSG00000000782",1.03028652238985,0.00466314344781193,-0.229693183002693,0.161322404698144,"Tcf7",0.800593339387159,"No"
"ENSMUSG00000000787",-0.307807583475783,0.0268298611265317,0.0136054961217508,0.940485643632618,"Ddx3x",-0.294202087354032,"No"
"ENSMUSG00000000805",-0.893924374013347,3.93878581402283e-15,0.0065183039367026,0.973262439413716,"Car4",-0.887406070076644,"No"
"ENSMUSG00000000811",0.303133220046565,0.0203977520439231,-0.19751747265663,0.0810226007782419,"Txnrd3",0.105615747389935,"No"
"ENSMUSG00000000876",-0.810195350897597,1.14453207555549e-11,0.0153130250496597,0.932405006627138,"Pxmp4",-0.794882325847937,"No"
"ENSMUSG00000000916",-0.657099190639239,0.000245190311860383,0.0359230445350871,0.816731414052337,"Nsun5",-0.621176146104152,"No"
"ENSMUSG00000000958",-0.677493350475006,0.000772170140533456,0.656314684348243,0.00245025449868027,"Slc7a7",-0.0211786661267621,"Yes"
"ENSMUSG00000001018",0.358573749175416,0.0139205443534532,-0.00553764352881075,0.979335333061687,"Snapin",0.353036105646605,"No"
"ENSMUSG00000001020",1.47485433950966,2.99096479015987e-06,-0.0599492510495152,0.660839939116488,"S100a4",1.41490508846014,"No"
"ENSMUSG00000001039",0.442816034618868,0.0270236707190837,-0.185154963491852,0.179793709164806,"B9d1",0.257661071127016,"No"
"ENSMUSG00000001062",-0.421914198773773,0.00163798353518458,0.000222661482089968,0.998832112367244,"Vps9d1",-0.421691537291683,"No"
"ENSMUSG00000001095",-1.1911860346211,4.5003836492172e-09,0.497216173845189,0.0128308112297935,"Slc13a2",-0.693969860775915,"Yes"
"ENSMUSG00000001119",0.733836465553722,6.18827429241681e-08,-0.0764966629073594,0.532625291860583,"Col6a1",0.657339802646363,"No"
"ENSMUSG00000001123",0.924414846230983,6.31986786844054e-07,-0.113774686949502,0.355283553022212,"Lgals9",0.81064015928148,"No"
