"","Reversal_norm1","Reversal_DR1","Reversal_sAct1","celltype"
"Cell_29847",0,0,0,"PC_CNT"
"Cell_29848",0,0,0,"TAL-1"
"Cell_29849",0.0602460560525175,0.104713392929901,0.208678154314479,"PC"
"Cell_29850",0.00390187993148083,0.0639373872983148,-0.150339887921195,"PECs?"
"Cell_29851",0,0,0,"Undef"
"Cell_29852",0,0,0,"Undef"
"Cell_29853",0,0,0,"TAL-1"
"Cell_29854",0.213797896209193,0.299277771228338,-0.046970880085759,"vSMC/MC"
"Cell_29855",0,0,0,"DCT/CNT"
"Cell_29856",0,0,0,"TAL-1"
"Cell_29857",0,0,0,"PT-2"
"Cell_29858",0.112530929247696,0.0751504113910057,-0.000268165369090356,"IMM"
"Cell_29859",0.0217699633499023,0.0897494074418066,-0.0473262240055096,"EC-3"
"Cell_29860",0,0,0,"TAL-2"
"Cell_29861",-0.0552413827580741,-0.0754669600908282,-0.0718375944984407,"PODO"
"Cell_29862",-0.00246276481472718,-0.134411910394719,0.00528004060652509,"PT-1"
"Cell_29863",0.126600954331007,0.113238006256107,-0.126512971411198,"PC_CNT"
"Cell_29864",0.37643249146877,0.457311884006269,0.327396400712539,"FIB"
"Cell_29865",0,0,0,"TAL-1"
"Cell_29866",0.126254720972044,0.19342471561935,-0.0656475905361102,"EC-4"
"Cell_29867",0,0,0,"TAL-1"
"Cell_29868",0.0909588959932895,0.251696592504827,-0.16300586916633,"EC-2"
"Cell_29869",0,0,0,"IC-B"
"Cell_29870",-0.0356088250362172,-0.186751038415377,0.009476149325225,"PROLIF"
"Cell_29871",0,0,0,"PC_CNT"
"Cell_29872",0,0,0,"DCT/CNT"
"Cell_29873",0.117628681744989,0.217005772726423,-0.166928512826933,"EC-2"
"Cell_29874",0.101335423673869,0.17960614081354,-0.0853665004748203,"FIB"
"Cell_29875",0,0,0,"TAL-1"
"Cell_29876",0.0130565314415002,0.00570941507073075,-0.380745205337897,"PECs?"
"Cell_29877",0,0,0,"TAL-1"
"Cell_29878",0,0,0,"TAL-1"
"Cell_29879",0,0,0,"PC_CNT"
"Cell_29880",0.155847819598423,0.119252818947625,0.0935319850570174,"PT-1"
"Cell_29881",0.110149962362936,0.226307901201899,-0.0558265935442279,"Undef"
"Cell_29882",0.0782655920248067,0.0492887665138191,0.13858371743278,"TAL-2"
"Cell_29883",0,0,0,"TAL-1"
"Cell_29884",0.035509871788219,0.118567352887262,-0.115407578654624,"Undef"
"Cell_29885",0,0,0,"TAL-1"
"Cell_29886",0,0,0,"TAL-1"
"Cell_29887",0,0,0,"TAL-1"
"Cell_29888",0,0,0,"DCT/CNT"
"Cell_29889",0.113607798801199,0.115314593536705,0.201420284659866,"EC-6"
"Cell_29890",0.149738571435876,0.0366620359479666,-0.103809887913547,"PC_CNT"
"Cell_29891",0.120571782862805,0.0922063585984428,-0.248566924050724,"FIB"
"Cell_29892",0,0,0,"TAL-1"
"Cell_29893",0,0,0,"PT-1"
"Cell_29894",0.044950638755284,0.0626275112113593,0.295795165056089,"Undef"
"Cell_29895",0,0,0,"TAL-1"
"Cell_29896",0.0568846717481515,0.0393080764838398,-0.435312002023785,"Undef"
"Cell_29897",0,0,0,"TAL-1"
"Cell_29898",0.20002668085512,0.341835436820759,0.612288598721237,"TAL-2"
"Cell_29899",-0.0518469901106189,0.0128892153247039,0.0774758643485283,"EC-2"
"Cell_29900",0,0,0,"TAL-1"
"Cell_29901",0,0,0,"TAL-1"
"Cell_29902",0,0,0,"TAL-1"
"Cell_29903",0,0,0,"IC-A"
"Cell_29904",0.164710688458374,0.332267874554639,-0.344218855949684,"vSMC/MC"
"Cell_29905",0.266096911914668,0.356655819634442,0.184070994550132,"FIB"
"Cell_29906",0,0,0,"TAL-1"
"Cell_29907",0,0,0,"TAL-1"
"Cell_29908",-0.0881904906077044,-0.220825115171397,-0.0179684307357902,"PECs?"
"Cell_29909",0,0,0,"TAL-1"
"Cell_29910",0.0428933751268402,0.0618296772167408,-0.354908273581874,"PC_CNT"
"Cell_29911",0,0,0,"TAL-1"
"Cell_29912",0,0,0,"FIB"
"Cell_29913",0,0,0,"TAL-1"
"Cell_29914",0,0,0,"TAL-1"
"Cell_29915",0,0,0,"IC-B"
"Cell_29916",0.205876831036,0.155680910364373,1.02664350043702,"ATL"
"Cell_29917",0,0,0,"PC_CNT"
"Cell_29918",0,0,0,"TAL-1"
"Cell_29919",0,0,0,"TAL-1"
"Cell_29920",0.0871534475380959,0.0836930513115623,0.0408085369425779,"PODO"
"Cell_29921",0.139583607900247,0.081790317255461,-0.0060453638880118,"PC_CNT"
"Cell_29922",0.127090703433589,0.101571007883661,-0.0159507691037044,"PC_CNT"
"Cell_29923",-0.0185054423281239,-0.0616280722765903,-0.102330842207329,"Undef"
"Cell_29924",0.0535082798696848,0.155150313058345,-0.0467700147861337,"EC-6"
"Cell_29925",0,0,0,"IC-B"
"Cell_29926",0,0,0,"IMM"
"Cell_29927",0,0,0,"PT-1"
"Cell_29928",0,0,0,"PC_CNT"
"Cell_29929",0,0,0,"TAL-2"
"Cell_29930",0.194575504247811,0.235341000374223,-0.17137904924727,"EC-3"
"Cell_29931",0.0903370115936625,0.114767704590838,0.0980499112900609,"vSMC/MC"
"Cell_29932",0.157943643855762,0.266466824148325,0.488475919365394,"FIB"
"Cell_29933",0,0,0,"PT-1"
"Cell_29934",0.147037680153329,0.132436117874793,-0.030348704620948,"PC_CNT"
"Cell_29935",0,0,0,"TAL-1"
"Cell_29936",0,0,0,"TAL-1"
"Cell_29937",0.21238246757153,0.275207096476161,-0.258790965863366,"PC_CNT"
"Cell_29938",0,0,0,"TAL-1"
"Cell_29939",0.0682479155404521,-0.134937289838475,-0.00441716444683693,"PC_CNT"
"Cell_29940",0,0,0,"TAL-1"
"Cell_29941",0.252898458425964,0.201560365672306,0.907074298683636,"PC"
"Cell_29942",0.157962167259342,0.461098122017551,-0.308754985518865,"IMM"
"Cell_29943",0,0,0,"PT-1"
"Cell_29944",0.0478861896889148,0.113186109993068,-0.00549111458345741,"EC-4"
"Cell_29945",0,0,0,"PT-1"
"Cell_29946",0,0,0,"DCT/CNT"
"Cell_29947",0.11654375756207,0.0871397485003534,-0.0727487806438736,"EC-1(gEC)"
"Cell_29948",0,0,0,"DCT/CNT"
"Cell_29949",0,0,0,"DCT/CNT"
"Cell_29950",-0.0137890757841571,-0.160501346776383,0.0520325302217535,"PC_CNT"
"Cell_29951",0,0,0,"TAL-2"
"Cell_29952",0.106792424997178,0.266727885812095,0.155981868867129,"PC_CNT"
"Cell_29953",0.162773142892245,0.124989247816491,-0.451908993585729,"PC"
"Cell_29954",0,0,0,"PC_CNT"
"Cell_29955",0.142756176906869,0.119728935350439,0.201378457080484,"PC"
"Cell_29956",0,0,0,"TAL-1"
"Cell_29957",0,0,0,"DCT/CNT"
"Cell_29958",0.315747044821981,0.529025641531847,0.130732309850481,"FIB"
"Cell_29959",0,0,0,"TAL-2"
"Cell_29960",0,0,0,"DCT/CNT"
"Cell_29961",0.134449075967658,0.267299503384454,0.0945633323767772,"EC-4"
"Cell_29962",0,0,0,"TAL-1"
"Cell_29963",0,0,0,"TAL-1"
"Cell_29964",0.0650695545142477,0.0677506543189066,0.108438206576615,"FIB"
"Cell_29965",0.0459039147718223,0.0950268901433062,-0.139598108161889,"Undef"
"Cell_29966",0,0,0,"Undef"
"Cell_29967",0,0,0,"TAL-2"
"Cell_29968",0,0,0,"DCT/CNT"
"Cell_29969",0,0,0,"TAL-1"
"Cell_29970",0,0,0,"TAL-1"
"Cell_29971",0,0,0,"TAL-1"
"Cell_29972",0.0906116879391575,-0.107137341994654,-0.408663060453142,"PC_CNT"
"Cell_29973",0,0,0,"TAL-1"
"Cell_29974",-0.0269188687570496,0.037868175043635,0.231389695899453,"Undef"
"Cell_29975",0,0,0,"PT-1"
"Cell_29976",0.191330079555135,0.183831425367726,0.38716545114941,"FIB"
"Cell_29977",0,0,0,"TAL-1"
"Cell_29978",0.126425017581304,0.221859531031807,-0.135826675674723,"vSMC/MC"
"Cell_29979",0.340900042490277,0.454907797481365,0.045507245756887,"TAL-2"
"Cell_29980",0.081025054369967,0.177047868771554,-0.0576194807183251,"PC_CNT"
"Cell_29981",0.145817377630061,0.101918667742955,0.0619406239604942,"PC"
"Cell_29982",0,0,0,"PT-1"
"Cell_29983",0,0,0,"DCT/CNT"
"Cell_29984",0.224008873323221,0.307343300339614,0.249721534393779,"FIB"
"Cell_29985",0,0,0,"TAL-1"
"Cell_29986",0.132838359480405,0.176301562261993,-0.209919957391633,"Undef"
"Cell_29987",0.0243278355081983,0.0975701995647761,-0.131041585989925,"Undef"
"Cell_29988",0,0,0,"TAL-1"
"Cell_29989",0,0,0,"TAL-1"
"Cell_29990",0,0,0,"TAL-1"
"Cell_29991",0,0,0,"Undef"
"Cell_29992",0.168995695492216,0.145583748431689,0.083466644832404,"PC_CNT"
"Cell_29993",0,0,0,"TAL-1"
"Cell_29994",0,0,0,"DCT/CNT"
"Cell_29995",0.0813866871306582,0.0854316164539267,0.0237280415192154,"Undef"
"Cell_29996",0.11388615036311,0.198577191282418,-0.139572599860807,"PC_CNT"
"Cell_29997",0.102751372963433,0.00110590383885056,0.0856137949989763,"PC_CNT"
"Cell_29998",0,0,0,"TAL-1"
"Cell_29999",0.139746195562014,0.106563317850694,0.141148116729028,"EC-6"
"Cell_30000",0.158087746920859,0.271232748085611,0.489381853964971,"DCT/CNT"
"Cell_30001",0.071509161280026,0.130745737813302,-0.0655083415405485,"ATL"
"Cell_30002",0,0,0,"TAL-1"
"Cell_30003",0,0,0,"IC-B"
"Cell_30004",0.107530097531043,0.225208121545132,-0.202026965213143,"PC_CNT"
"Cell_30005",0,0,0,"PC_CNT"
"Cell_30006",0,0,0,"PT-1"
"Cell_30007",0,0,0,"DCT/CNT"
"Cell_30008",0,0,0,"PC_CNT"
"Cell_30009",0.092449640855322,0.0989720078750747,0.186136700477043,"TAL-2"
"Cell_30010",0.0229799388882453,0.0836942500673756,0.299347188751172,"Undef"
"Cell_30011",0,0,0,"PT-1"
"Cell_30012",0.0308922787515776,0.0788166662815076,-0.0828136085227364,"Uro"
"Cell_30013",0,0,0,"Undef"
"Cell_30014",0.0307134494104329,0.0540076849399619,-0.0795620200960434,"FIB"
"Cell_30015",0.142071793360428,0.221246186632271,0.110651003277203,"PC_CNT"
"Cell_30016",0.0886837531312628,0.084009599975949,0.246730629598276,"EC-5"
"Cell_30017",0,0,0,"TAL-1"
"Cell_30018",0,0,0,"PT-1"
"Cell_30019",0.133691948533337,0.0639659033528479,-0.0229819666460889,"FIB"
"Cell_30020",0.01855172906261,0.0693043990274357,-0.0374927973357496,"EC-2"
"Cell_30021",0,0,0,"PT-1"
"Cell_30022",0,0,0,"TAL-1"
"Cell_30023",0,0,0,"TAL-1"
"Cell_30024",0,0,0,"FIB"
"Cell_30025",0,0,0,"TAL-1"
"Cell_30026",0,0,0,"PC_CNT"
"Cell_30027",0,0,0,"TAL-1"
"Cell_30028",0.210860612888317,0.293697997139563,0.309487691550344,"PC_CNT"
"Cell_30029",0,0,0,"TAL-1"
"Cell_30030",0,0,0,"TAL-1"
"Cell_30031",0,0,0,"TAL-2"
"Cell_30032",0,0,0,"DCT/CNT"
"Cell_30033",0.0812664057485523,0.175153327286139,-0.163709615962696,"Undef"
"Cell_30034",0,0,0,"TAL-1"
"Cell_30035",0,0,0,"TAL-1"
"Cell_30036",0.0610915041286775,0.052844987929434,0.204964965590578,"PECs?"
"Cell_30037",0,0,0,"TAL-1"
"Cell_30038",0.0884751044268138,0.037337059587402,-0.0439218725361634,"PC_CNT"
"Cell_30039",0.029686371227947,0.0201753842979335,-0.413811852970443,"EC-6"
"Cell_30040",0.136718243049764,0.266598320698019,0.0489472071951745,"TAL-2"
"Cell_30041",0.253712622766364,0.17506260142738,0.344759858873639,"PC"
"Cell_30042",0.160881193094603,0.304485232437762,0.368974928078864,"IMM"
"Cell_30043",0,0,0,"PC_CNT"
"Cell_30044",0,0,0,"TAL-2"
"Cell_30045",0,0,0,"TAL-1"
"Cell_30046",0,0,0,"TAL-2"
"Cell_30047",0,0,0,"TAL-1"
"Cell_30048",0.194081646757815,0.322083189793962,-0.0172046143448786,"PC_CNT"
"Cell_30049",0,0,0,"IC-A"
"Cell_30050",0.242495688361775,0.228761280294511,-0.0242533588816606,"EC-2"
"Cell_30051",0,0,0,"TAL-1"
"Cell_30052",0,0,0,"PT-1"
"Cell_30053",0.203037766202276,0.390421092715529,-0.175183155410207,"IMM"
"Cell_30054",0.0819319759285035,0.151774680537662,0.0060884034664731,"EC-3"
"Cell_30055",0.0425255153277875,0.208202302882493,-0.0678357480972372,"Uro"
"Cell_30056",0.158194355178759,0.152116491755242,-0.0190462657918715,"Undef"
"Cell_30057",0.0601749987233062,0.0873095887086848,-0.299921406416745,"Undef"
"Cell_30058",0,0,0,"PC_CNT"
"Cell_30059",0.152315639052827,0.180505260056171,0.114859499776461,"EC-2"
"Cell_30060",0,0,0,"TAL-2"
"Cell_30061",0,0,0,"TAL-1"
"Cell_30062",0.0562023048851847,0.0973888779186593,0.0458744135269897,"vSMC/MC"
"Cell_30063",0,0,0,"TAL-1"
"Cell_30064",0.195169510789541,0.215588421736717,-0.128183391683472,"TAL-2"
"Cell_30065",0,0,0,"TAL-1"
"Cell_30066",0,0,0,"DCT/CNT"
"Cell_30067",0,0,0,"TAL-1"
"Cell_30068",0,0,0,"DCT/CNT"
"Cell_30069",0.0542564711711582,-0.297638364382344,0.0298688615603327,"PT-1"
"Cell_30070",0,0,0,"PC_CNT"
"Cell_30071",0,0,0,"TAL-1"
"Cell_30072",0.186762912078043,0.264315137314104,0.402944998161843,"EC-2"
"Cell_30073",0.147661521246455,0.0899695151767094,0.11537895715361,"EC-6"
"Cell_30074",0.0812950828513656,0.103218248149085,-3.67527183970373e-05,"Undef"
"Cell_30075",0.335279163640194,0.284952800361034,0.237297540475475,"PC"
"Cell_30076",0,0,0,"IC-A"
"Cell_30077",0.212842941508062,0.199895761705193,0.409018707161881,"vSMC/MC"
"Cell_30078",0,0,0,"TAL-1"
"Cell_30079",0.139031985308066,0.254472632223713,0.307315619964297,"TAL-1"
"Cell_30080",0,0,0,"PT-1"
"Cell_30081",0,0,0,"ATL"
"Cell_30082",0,0,0,"PC_CNT"
"Cell_30083",0,0,0,"PT-1"
"Cell_30084",0,0,0,"TAL-1"
"Cell_30085",0,0,0,"TAL-1"
"Cell_30086",0,0,0,"PC_CNT"
"Cell_30087",0,0,0,"TAL-1"
"Cell_30088",0.154160144694334,0.0379694478900978,0.18846539771711,"Undef"
"Cell_30089",0,0,0,"IC-A"
"Cell_30090",0,0,0,"DCT/CNT"
"Cell_30091",0,0,0,"Undef"
"Cell_30092",0.262921149250498,0.384891865945268,0.129508470421147,"FIB"
"Cell_30093",0.157598459652584,0.0909113199125681,0.157479265942525,"TAL-2"
"Cell_30094",0,0,0,"TAL-1"
"Cell_30095",0.00942622434737206,-0.0705013720827528,0.29518684103374,"PT-1"
"Cell_30096",0,0,0,"TAL-1"
"Cell_30097",0,0,0,"IC-B"
"Cell_30098",0,0,0,"TAL-1"
"Cell_30099",0,0,0,"TAL-1"
"Cell_30100",0.139052343146791,0.256050330542368,-0.0451725625549096,"EC-2"
"Cell_30101",0.0826904058937446,0.184646767744687,-0.0340586755400968,"EC-1(gEC)"
"Cell_30102",0,0,0,"DCT/CNT"
"Cell_30103",0,0,0,"TAL-1"
"Cell_30104",0,0,0,"PT-1"
"Cell_30105",0,0,0,"TAL-1"
"Cell_30106",0,0,0,"PC_CNT"
"Cell_30107",0,0,0,"TAL-1"
"Cell_30108",0,0,0,"TAL-1"
"Cell_30109",0,0,0,"DCT/CNT"
"Cell_30110",0,0,0,"TAL-1"
"Cell_30111",0,0,0,"IC-A"
"Cell_30112",0,0,0,"TAL-1"
"Cell_30113",0,0,0,"Undef"
"Cell_30114",0,0,0,"TAL-1"
"Cell_30115",0,0,0,"PC_CNT"
"Cell_30116",0.0558458955140049,0.0488196278814876,0.237473951926046,"Undef"
"Cell_30117",0,0,0,"TAL-1"
"Cell_30118",0.0603170838936191,0.0721399582828104,0.110797817657522,"EC-5"
"Cell_30119",0,0,0,"TAL-1"
"Cell_30120",0,0,0,"TAL-1"
"Cell_30121",0.0815386956137988,0.155694462702493,-0.251024609922507,"FIB"
"Cell_30122",0,0,0,"PC_CNT"
"Cell_30123",-0.0588982811897216,-0.0384378372579731,-0.26320283996025,"Undef"
"Cell_30124",0,0,0,"PC_CNT"
"Cell_30125",0,0,0,"PC_CNT"
"Cell_30126",0.0938761854281122,0.125858630993697,-0.0918713344225915,"Undef"
"Cell_30127",-0.0214620902463273,0.01195555098406,0.11656114454907,"PECs?"
"Cell_30128",0,0,0,"PT-1"
"Cell_30129",0.0220969820528192,0.0510606545824794,0.112628077503213,"Undef"
"Cell_30130",-0.0937472332814294,-0.0123328677073882,-0.352757177296618,"Uro"
"Cell_30131",0.134970707930642,0.0874228976433554,0.0434677176541147,"PC_CNT"
"Cell_30132",0,0,0,"PC_CNT"
"Cell_30133",0.0449874420772711,0.0211765860654767,0.186236209805907,"EC-4"
"Cell_30134",0,0,0,"PC_CNT"
"Cell_30135",0.0904630013566846,0.134558208140925,0.0381502001333582,"FIB"
"Cell_30136",0.0575668551811495,0.181321219367989,0.114158609138277,"EC-6"
"Cell_30137",0.0803279019162073,0.134857522725708,0.0264997410351135,"EC-6"
"Cell_30138",0,0,0,"TAL-1"
"Cell_30139",0.184035424376449,0.178037696413909,0.0658663507467945,"PC_CNT"
"Cell_30140",0,0,0,"DCT/CNT"
"Cell_30141",0,0,0,"PT-1"
"Cell_30142",0,0,0,"TAL-1"
"Cell_30143",0,0,0,"TAL-1"
"Cell_30144",0.169132944644967,0.123469656710797,0.180769473778058,"PC_CNT"
"Cell_30145",0,0,0,"TAL-1"
"Cell_30146",0.0652831492642711,0.0396758188062647,-0.125322593025815,"Undef"
"Cell_30147",0,0,0,"TAL-2"
"Cell_30148",0,0,0,"TAL-2"
"Cell_30149",0,0,0,"PT-1"
"Cell_30150",0.22999923803067,0.312710642334951,-0.0559067658441517,"EC-2"
"Cell_30151",0,0,0,"DCT/CNT"
"Cell_30152",0,0,0,"IC-A"
"Cell_30153",0,0,0,"TAL-1"
"Cell_30154",-0.0307176683956605,0.014811407355644,-0.0934513585540234,"Uro"
"Cell_30155",-0.0110113869065552,0.0944907968117449,0.0390729771065991,"PODO"
"Cell_30156",0,0,0,"TAL-1"
"Cell_30157",0.155049416901924,0.103951839645625,0.399134614069698,"Undef"
"Cell_30158",0,0,0,"PT-1"
"Cell_30159",0,0,0,"PODO"
"Cell_30160",0,0,0,"PC_CNT"
"Cell_30161",0,0,0,"TAL-1"
"Cell_30162",0.259193429444469,0.263817284859004,0.1061779852976,"PC_CNT"
"Cell_30163",0.174693607979705,0.199478303682951,-0.296985944105429,"vSMC/MC"
"Cell_30164",0.0155745708442182,0.00216246206333148,0.560214003934199,"Undef"
"Cell_30165",-0.0149151018955728,-0.0511807418940285,0.423223057757266,"Undef"
"Cell_30166",0.142020176722953,0.263274373960516,0.218759843886101,"PROLIF"
"Cell_30167",0,0,0,"PT-1"
"Cell_30168",0,0,0,"TAL-1"
"Cell_30169",0.119181706671842,0.182679081766732,-0.144612003440997,"IC-A"
"Cell_30170",0.174893911120261,0.370110221454862,-0.124564407563639,"vSMC/MC"
"Cell_30171",0,0,0,"DCT/CNT"
"Cell_30172",0,0,0,"TAL-1"
"Cell_30173",0.0706490143397273,0.215363272414822,-0.0391736459255262,"FIB"
"Cell_30174",0,0,0,"IC-B"
"Cell_30175",0.0416472117144798,-0.100047490071299,0.291743460584566,"EC-6"
"Cell_30176",0,0,0,"PC_CNT"
"Cell_30177",0.173447103088857,0.308921643568046,-0.379667029858289,"Undef"
"Cell_30178",0.0787782912714728,-0.0973739785305439,0.46487139814876,"ATL"
"Cell_30179",0,0,0,"TAL-1"
"Cell_30180",0,0,0,"PC_CNT"
"Cell_30181",0,0,0,"PC_CNT"
"Cell_30182",0.0483113751104498,0.181729793490622,-0.154947056702122,"vSMC/MC"
"Cell_30183",0,0,0,"TAL-1"
"Cell_30184",0,0,0,"IC-A"
"Cell_30185",0.181387742119023,0.111645898885408,-0.000978511515318803,"PC"
"Cell_30186",0.0755073641512975,0.196144858283181,-0.0385042225735953,"PODO"
"Cell_30187",0.158766340305075,0.239275467557797,0.00604861397751566,"EC-2"
"Cell_30188",0,0,0,"TAL-1"
"Cell_30189",0.103503123528975,0.0929379365553473,0.206507396223475,"Undef"
"Cell_30190",-0.048744366263376,-0.098915222604027,-0.189806902893172,"PODO"
"Cell_30191",0.196098530502994,0.299523417693993,0.230772283571377,"EC-6"
"Cell_30192",0,0,0,"PC_CNT"
"Cell_30193",0.149181078108685,0.0192787224678196,0.145901420729221,"PC_CNT"
"Cell_30194",-0.0804346672896147,-0.0979349008800833,-0.0980725116892435,"PT-1"
"Cell_30195",0,0,0,"PC_CNT"
"Cell_30196",-0.127225700232922,-0.146010403687801,0.0842203210171492,"PECs?"
"Cell_30197",0,0,0,"PT-1"
"Cell_30198",0.00591814486028253,-0.0612483894918446,-0.366260970679663,"Undef"
"Cell_30199",0,0,0,"TAL-1"
"Cell_30200",0.147704544803411,0.264360127652884,0.0699901202742599,"FIB"
"Cell_30201",0.160074778818843,-0.00441966149126249,0.147630934679542,"PC_CNT"
"Cell_30202",-0.08557410028559,-0.061576212080647,0.231980926221272,"Uro"
"Cell_30203",0,0,0,"PT-1"
"Cell_30204",0,0,0,"TAL-1"
"Cell_30205",0,0,0,"DCT/CNT"
"Cell_30206",0.219119953731571,0.118407393575508,0.082851707767993,"IC-B"
"Cell_30207",0.0464789932635331,0.0604547251194697,-0.322908634529531,"Uro"
"Cell_30208",0,0,0,"TAL-1"
"Cell_30209",0,0,0,"PT-1"
"Cell_30210",0.14658245971728,0.0695295260563509,0.15389684592756,"PC_CNT"
"Cell_30211",0,0,0,"PT-2"
"Cell_30212",0,0,0,"PT-1"
"Cell_30213",0,0,0,"TAL-1"
"Cell_30214",0,0,0,"DCT/CNT"
"Cell_30215",0,0,0,"TAL-1"
"Cell_30216",0.218364115739104,0.238415759569378,0.0918418278144609,"EC-3"
"Cell_30217",0.0980000292207579,0.13691476039388,-0.137589429461094,"PC"
"Cell_30218",0,0,0,"TAL-2"
"Cell_30219",-0.0270360145514509,-0.137644155449528,-0.316954111697572,"Undef"
"Cell_30220",0,0,0,"PC_CNT"
"Cell_30221",0,0,0,"TAL-1"
"Cell_30222",0.0806350414142784,0.12555326290281,-0.182831570992582,"PC"
"Cell_30223",0,0,0,"TAL-2"
"Cell_30224",0,0,0,"TAL-1"
"Cell_30225",0,0,0,"PT-1"
"Cell_30226",0,0,0,"TAL-1"
"Cell_30227",0,0,0,"TAL-1"
"Cell_30228",0.181888641227963,0.267949867747225,-0.126388831909187,"FIB"
"Cell_30229",0,0,0,"TAL-2"
"Cell_30230",0.0293012637876358,0.070646514111716,-0.288567424572598,"PC_CNT"
"Cell_30231",0,0,0,"Undef"
"Cell_30232",0,0,0,"TAL-1"
"Cell_30233",0.0427084207145282,0.0299963815730879,0.0243825575569186,"PC_CNT"
"Cell_30234",0,0,0,"PT-1"
"Cell_30235",0.0362577716119267,-0.0119069183995945,0.0621061967042141,"Undef"
"Cell_30236",0,0,0,"PC_CNT"
"Cell_30237",-0.00602782697558779,-0.115453925774153,-0.357021771257503,"Undef"
"Cell_30238",0,0,0,"PT-1"
"Cell_30239",0,0,0,"PT-1"
"Cell_30240",0.133262640273782,0.201803597797215,0.0790571109494239,"PT-1"
"Cell_30241",0.125779775133514,0.213112743759342,0.0825169191397226,"EC-4"
"Cell_30242",0,0,0,"DCT/CNT"
"Cell_30243",0,0,0,"TAL-1"
"Cell_30244",0.0303971435262801,0.00329258840347957,0.439996793261863,"ATL"
"Cell_30245",0,0,0,"TAL-1"
"Cell_30246",0.126086749979687,0.0481204372566916,0.0782693407905602,"EC-6"
"Cell_30247",0.222597381432403,0.26604943276902,0.307815780771191,"PC"
"Cell_30248",0,0,0,"PT-1"
"Cell_30249",0,0,0,"PT-1"
"Cell_30250",0.133277361217644,0.0152146937563653,0.0768270853445446,"Undef"
"Cell_30251",0.111040468298899,0.0637360096735256,0.132382410743541,"Undef"
"Cell_30252",0.0914889794522982,0.0479664405366947,-0.320645720721139,"Undef"
"Cell_30253",-0.0883545845501891,-0.0699955580729983,-0.0442463411898616,"PECs?"
"Cell_30254",0,0,0,"TAL-1"
"Cell_30255",0,0,0,"PT-1"
"Cell_30256",0.0992279876114027,0.245769781545994,-0.371483636375273,"Undef"
"Cell_30257",0,0,0,"IC-B"
"Cell_30258",0,0,0,"PC_CNT"
"Cell_30259",0,0,0,"Undef"
"Cell_30260",0,0,0,"TAL-1"
"Cell_30261",0,0,0,"TAL-1"
"Cell_30262",0.0830684332438084,-0.0289135101776669,-0.177754972010666,"Undef"
"Cell_30263",0,0,0,"TAL-2"
"Cell_30264",0,0,0,"TAL-1"
"Cell_30265",0,0,0,"PT-1"
"Cell_30266",0.134014049831515,0.0164586866614019,-0.0733085802960881,"PC_CNT"
"Cell_30267",0.101437334801958,0.00267310744366223,0.574061366791421,"PC_CNT"
"Cell_30268",0,0,0,"TAL-2"
"Cell_30269",0.103822812972034,0.00287469620348169,0.565943557761606,"PC_CNT"
"Cell_30270",0.143444187259727,0.23114695250047,-0.185893152179904,"IMM"
"Cell_30271",0,0,0,"PT-1"
"Cell_30272",0,0,0,"PT-1"
"Cell_30273",0.0852778903233909,0.17094786218753,-0.115647706971954,"PODO"
"Cell_30274",0,0,0,"TAL-2"
"Cell_30275",0,0,0,"TAL-2"
"Cell_30276",0,0,0,"PT-1"
"Cell_30277",0,0,0,"TAL-1"
"Cell_30278",0,0,0,"TAL-1"
"Cell_30279",0,0,0,"TAL-1"
"Cell_30280",-0.0674882091915213,-0.159196292762237,-0.276734407172064,"Undef"
"Cell_30281",0,0,0,"DCT/CNT"
"Cell_30282",-0.0514037292488635,0.0281221441717807,0.116791058818243,"PODO"
"Cell_30283",0.291846864815212,0.44782221971275,0.339837307155577,"FIB"
"Cell_30284",0.116000073134578,0.0556219375156498,-0.101986443363645,"PC_CNT"
"Cell_30285",0,0,0,"TAL-2"
"Cell_30286",0,0,0,"TAL-1"
"Cell_30287",0,0,0,"TAL-1"
"Cell_30288",0,0,0,"TAL-1"
"Cell_30289",0.172491771517083,0.254070212831163,0.288916956744963,"FIB"
"Cell_30290",0.185848387356712,0.346489596438784,-0.0360923919628316,"FIB"
"Cell_30291",0,0,0,"TAL-2"
"Cell_30292",0.0493535547582712,-0.079275762708056,0.216991331642001,"PT-1"
"Cell_30293",0,0,0,"PT-1"
"Cell_30294",0,0,0,"TAL-1"
"Cell_30295",0,0,0,"TAL-1"
"Cell_30296",0,0,0,"TAL-1"
"Cell_30297",0,0,0,"TAL-1"
"Cell_30298",0.0658745254144657,0.0119544638582637,0.0707123415466356,"Undef"
"Cell_30299",0.135630603457716,0.146472390296835,0.169789477625069,"FIB"
"Cell_30300",0.0715383932906053,0.0275544441991324,-0.177162104490825,"Undef"
"Cell_30301",0,0,0,"PT-1"
"Cell_30302",-0.026448822507302,-0.104621815906785,0.455680315579891,"PC_CNT"
"Cell_30303",-0.00100762026937828,-0.159193611492652,0.163390728730279,"PT-1"
"Cell_30304",0,0,0,"TAL-1"
"Cell_30305",0,0,0,"PT-1"
"Cell_30306",0.135353515280611,0.153669109162368,-0.0462554378714113,"PC_CNT"
"Cell_30307",0,0,0,"TAL-2"
"Cell_30308",0,0,0,"PC_CNT"
"Cell_30309",-0.0111205278102167,-0.0711110069450841,-0.0306179881516132,"PC_CNT"
