"","Reversal_norm1","Reversal_DR1","Reversal_sAct1","celltype"
"Cell_9998",0,0,0,"TAL-1"
"Cell_9999",0,0,0,"DCT/CNT"
"Cell_10000",0.0444249928735763,0.158012203646669,-0.0463632999132222,"EC-3"
"Cell_10001",0,0,0,"PT-1"
"Cell_10002",0,0,0,"IC-A"
"Cell_10003",0,0,0,"TAL-2"
"Cell_10004",-0.0715548818923453,-0.110055477873893,0.0173965294989293,"Undef"
"Cell_10005",0.0184623942371275,0.204585477916887,0.0694382262690548,"PECs?"
"Cell_10006",0,0,0,"PT-1"
"Cell_10007",0,0,0,"PT-1"
"Cell_10008",0.271301229838696,0.195283746579726,0.523417751982898,"IC-A"
"Cell_10009",0,0,0,"DCT/CNT"
"Cell_10010",0,0,0,"PC_CNT"
"Cell_10011",0,0,0,"PC_CNT"
"Cell_10012",0,0,0,"PODO"
"Cell_10013",0,0,0,"PC_CNT"
"Cell_10014",0,0,0,"TAL-1"
"Cell_10015",0,0,0,"TAL-1"
"Cell_10016",0,0,0,"TAL-1"
"Cell_10017",0,0,0,"TAL-1"
"Cell_10018",0.0406833272348548,0.17017521281148,0.0893759441266262,"PODO"
"Cell_10019",0,0,0,"TAL-1"
"Cell_10020",0,0,0,"TAL-2"
"Cell_10021",0,0,0,"TAL-1"
"Cell_10022",0,0,0,"TAL-1"
"Cell_10023",0.115052088147782,0.214092459849908,-0.18215911389571,"EC-5"
"Cell_10024",0.017697064240924,0.0380512751322953,-0.172085730682511,"PODO"
"Cell_10025",0.171340954569908,-0.0337592588498176,0.275362272263722,"IC-B"
"Cell_10026",0,0,0,"TAL-1"
"Cell_10027",0,0,0,"PT-1"
"Cell_10028",0,0,0,"TAL-2"
"Cell_10029",0,0,0,"TAL-1"
"Cell_10030",0,0,0,"IC-A"
"Cell_10031",0.115410756558095,0.051672163588515,-0.094111511434241,"FIB"
"Cell_10032",0,0,0,"TAL-2"
"Cell_10033",-0.0717102276903266,-0.0581677199955524,-0.0769994597784001,"PECs?"
"Cell_10034",0,0,0,"PT-1"
"Cell_10035",0,0,0,"PT-1"
"Cell_10036",0.0910052382669702,-0.133328883129288,0.183652015289404,"PT-1"
"Cell_10037",0,0,0,"PT-2"
"Cell_10038",0.271920527750103,0.523980983696241,-0.0578188831064414,"IMM"
"Cell_10039",0.00477841440237153,-0.0161203550330369,-0.135980723129746,"PECs?"
"Cell_10040",0,0,0,"PT-1"
"Cell_10041",0.206044187751941,0.259372214816743,-0.00738386007168482,"FIB"
"Cell_10042",0.108595859564827,0.142851209279288,0.158580009778369,"PC"
"Cell_10043",0,0,0,"PT-1"
"Cell_10044",0,0,0,"DCT/CNT"
"Cell_10045",0.296047232616174,0.285844298134358,0.0579081316614803,"PC_CNT"
"Cell_10046",0,0,0,"PT-2"
"Cell_10047",0,0,0,"TAL-1"
"Cell_10048",0,0,0,"TAL-1"
"Cell_10049",0,0,0,"DCT/CNT"
"Cell_10050",-0.0149778241810333,-0.0578311099432923,-0.00368830910305618,"PT-2"
"Cell_10051",0,0,0,"Undef"
"Cell_10052",0.12815083949832,-0.0590526788433706,0.618015645755494,"PC_CNT"
"Cell_10053",0,0,0,"PC_CNT"
"Cell_10054",0,0,0,"PT-1"
"Cell_10055",0.00846468260908884,-0.0422934565873193,0.0961102594464595,"PT-1"
"Cell_10056",0,0,0,"PT-1"
"Cell_10057",0,0,0,"TAL-1"
"Cell_10058",0,0,0,"TAL-1"
"Cell_10059",0,0,0,"TAL-1"
"Cell_10060",0,0,0,"PC_CNT"
"Cell_10061",0.0942020211844958,0.260689011882925,-0.314606844054373,"EC-4"
"Cell_10062",0.185604838061226,0.246429169581337,-0.0078938214246399,"EC-3"
"Cell_10063",0.186379301497703,0.288657028657496,0.0206677399083669,"FIB"
"Cell_10064",0,0,0,"DCT/CNT"
"Cell_10065",0.0303879271206857,0.161858360314533,-0.308764146297397,"FIB"
"Cell_10066",0,0,0,"IC-B"
"Cell_10067",0.0181908596416861,0.0542174641061023,-0.195612887692694,"PT-1"
"Cell_10068",0,0,0,"TAL-1"
"Cell_10069",0.176301401005812,0.242227593779526,0.445539891691903,"EC-3"
"Cell_10070",0,0,0,"PC_CNT"
"Cell_10071",0,0,0,"PC_CNT"
"Cell_10072",0,0,0,"PT-1"
"Cell_10073",0,0,0,"TAL-1"
"Cell_10074",0,0,0,"PT-1"
"Cell_10075",-0.0226205716974546,0.0500032728574544,-0.36448674457119,"TAL-1"
"Cell_10076",0.187198626570037,0.215273996901329,0.129076590936097,"PC_CNT"
"Cell_10077",0,0,0,"PT-1"
"Cell_10078",0,0,0,"TAL-1"
"Cell_10079",0,0,0,"TAL-1"
"Cell_10080",0,0,0,"Undef"
"Cell_10081",0,0,0,"PT-1"
"Cell_10082",0,0,0,"DCT/CNT"
"Cell_10083",0,0,0,"TAL-2"
"Cell_10084",0.152686776822249,0.163714730146967,-0.136181284124731,"FIB"
"Cell_10085",0,0,0,"TAL-1"
"Cell_10086",0,0,0,"PT-1"
"Cell_10087",0,0,0,"TAL-1"
"Cell_10088",0,0,0,"Undef"
"Cell_10089",0,0,0,"DCT/CNT"
"Cell_10090",0.112096365544616,0.0499962756058807,0.191740098693901,"EC-5"
"Cell_10091",0,0,0,"TAL-1"
"Cell_10092",-0.00555934641894762,-0.0353594694228884,-0.0183480495757832,"EC-2"
"Cell_10093",0.219847433747894,0.476391982632099,-0.00672799696021853,"IMM"
"Cell_10094",0,0,0,"TAL-2"
"Cell_10095",0,0,0,"TAL-1"
"Cell_10096",0,0,0,"TAL-1"
"Cell_10097",0.128622735299326,0.287020950693729,0.0672941744551533,"FIB"
"Cell_10098",0,0,0,"vSMC/MC"
"Cell_10099",0,0,0,"PODO"
"Cell_10100",0.213946839026701,0.303824128279691,-0.0356620907486452,"EC-2"
"Cell_10101",0,0,0,"TAL-1"
"Cell_10102",0,0,0,"TAL-1"
"Cell_10103",0.434666235904261,0.211045886414435,0.507092710741035,"PT-1"
"Cell_10104",0,0,0,"IC-B"
"Cell_10105",0.0756850622312957,0.142564514682036,0.42471120759479,"Undef"
"Cell_10106",0,0,0,"PT-1"
"Cell_10107",0,0,0,"PT-1"
"Cell_10108",0,0,0,"TAL-1"
"Cell_10109",0,0,0,"PC_CNT"
"Cell_10110",0,0,0,"TAL-2"
"Cell_10111",0,0,0,"Undef"
"Cell_10112",-0.0864980516315749,-0.0589053179630027,-0.211733497777843,"PODO"
"Cell_10113",0,0,0,"TAL-1"
"Cell_10114",0,0,0,"PT-1"
"Cell_10115",0,0,0,"DCT/CNT"
"Cell_10116",0,0,0,"DCT/CNT"
"Cell_10117",0,0,0,"TAL-1"
"Cell_10118",0,0,0,"PT-1"
"Cell_10119",0,0,0,"TAL-2"
"Cell_10120",0.0267557520863652,0.151600602037571,0.162836798585075,"PODO"
"Cell_10121",0,0,0,"TAL-1"
"Cell_10122",0,0,0,"IC-A"
"Cell_10123",0,0,0,"TAL-1"
"Cell_10124",0,0,0,"PT-1"
"Cell_10125",0.0768260134718307,0.192113372265948,0.179925890644683,"EC-3"
"Cell_10126",0,0,0,"TAL-2"
"Cell_10127",0.0283355064140147,-0.00168054495030057,-0.288854561175116,"EC-5"
"Cell_10128",0.330225416015261,0.517823717939307,0.257194721015804,"FIB"
"Cell_10129",0,0,0,"TAL-1"
"Cell_10130",-0.0690305025250812,-0.0830355259211349,0.0120151115000576,"PECs?"
"Cell_10131",0.154683649036563,0.228450798854497,-0.14431109668654,"vSMC/MC"
"Cell_10132",0.136524489912384,0.144884000344992,0.187056871170182,"FIB"
"Cell_10133",0,0,0,"PT-1"
"Cell_10134",0,0,0,"PT-1"
"Cell_10135",0.250960659075343,0.338348328814548,-0.096184374503283,"FIB"
"Cell_10136",0.215400012342639,0.32034210666751,-0.220553591405019,"FIB"
"Cell_10137",0,0,0,"TAL-1"
"Cell_10138",0,0,0,"PT-1"
"Cell_10139",0,0,0,"TAL-1"
"Cell_10140",0,0,0,"IC-B"
"Cell_10141",0,0,0,"PT-2"
"Cell_10142",0,0,0,"PT-1"
"Cell_10143",0,0,0,"TAL-1"
"Cell_10144",0.0168270564820017,0.00897106976168566,0.139393472249495,"EC-2"
"Cell_10145",0.00983817274793186,0.0395379502783592,0.286947759987418,"PT-1"
"Cell_10146",0,0,0,"TAL-1"
"Cell_10147",0,0,0,"PT-1"
"Cell_10148",0,0,0,"ATL"
"Cell_10149",0,0,0,"TAL-1"
"Cell_10150",0.12317806789008,0.167533109993275,0.0885839863649653,"FIB"
"Cell_10151",0,0,0,"PT-1"
"Cell_10152",0,0,0,"PT-1"
"Cell_10153",0,0,0,"FIB"
"Cell_10154",0,0,0,"TAL-1"
"Cell_10155",0,0,0,"PT-1"
"Cell_10156",0,0,0,"TAL-1"
"Cell_10157",0.184397144910936,-0.00287184174200616,0.078620073738439,"IMM"
"Cell_10158",0,0,0,"PT-1"
"Cell_10159",0,0,0,"IC-B"
"Cell_10160",0,0,0,"TAL-1"
"Cell_10161",0.0664988011011693,0.101332984932537,-0.165217483374586,"EC-2"
"Cell_10162",0,0,0,"DCT/CNT"
"Cell_10163",0.059165632679251,0.207814644596752,-0.352241123047308,"vSMC/MC"
"Cell_10164",0,0,0,"TAL-2"
"Cell_10165",0,0,0,"TAL-2"
"Cell_10166",0,0,0,"PT-1"
"Cell_10167",0,0,0,"DCT/CNT"
"Cell_10168",0,0,0,"TAL-2"
"Cell_10169",0,0,0,"TAL-1"
"Cell_10170",0,0,0,"DCT/CNT"
"Cell_10171",0,0,0,"TAL-1"
"Cell_10172",0,0,0,"DCT/CNT"
"Cell_10173",0,0,0,"TAL-1"
"Cell_10174",0,0,0,"TAL-1"
"Cell_10175",0,0,0,"PC_CNT"
"Cell_10176",0,0,0,"TAL-1"
"Cell_10177",0.0336169399785388,-0.0241642167585829,-0.238583623944435,"PODO"
"Cell_10178",0,0,0,"TAL-2"
"Cell_10179",0,0,0,"IMM"
"Cell_10180",0,0,0,"PT-2"
"Cell_10181",0,0,0,"PT-2"
"Cell_10182",0,0,0,"DCT/CNT"
"Cell_10183",0,0,0,"TAL-2"
"Cell_10184",0,0,0,"TAL-1"
"Cell_10185",0,0,0,"TAL-1"
"Cell_10186",0,0,0,"TAL-1"
"Cell_10187",0,0,0,"TAL-1"
"Cell_10188",0,0,0,"TAL-1"
"Cell_10189",0,0,0,"PT-1"
"Cell_10190",0,0,0,"PT-1"
"Cell_10191",0,0,0,"DCT/CNT"
"Cell_10192",0,0,0,"PC_CNT"
"Cell_10193",0,0,0,"PT-1"
"Cell_10194",0.111867713926793,0.102144851928352,0.0645015399444143,"EC-2"
"Cell_10195",0,0,0,"DCT/CNT"
"Cell_10196",0.260594654133819,0.540792737378515,0.187450154436274,"TAL-2"
"Cell_10197",0,0,0,"Undef"
"Cell_10198",0,0,0,"PT-1"
"Cell_10199",0,0,0,"PC_CNT"
"Cell_10200",-0.0480328092629246,-0.0529459507100746,0.0356116372720655,"PECs?"
"Cell_10201",0.277907217436739,0.413732458549269,0.254618681978288,"TAL-2"
"Cell_10202",0,0,0,"DCT/CNT"
"Cell_10203",0,0,0,"TAL-1"
"Cell_10204",0,0,0,"TAL-1"
"Cell_10205",0,0,0,"PC_CNT"
"Cell_10206",0,0,0,"TAL-1"
"Cell_10207",0.115406271509039,0.193564483150317,0.533782353153751,"FIB"
"Cell_10208",-0.0259143439139332,-0.0305639953827962,-0.0493062387398841,"PECs?"
"Cell_10209",0.0260174912769974,-0.0327404410209325,0.14285735223808,"EC-5"
"Cell_10210",0.0254357499773,0.210257978014353,-0.128697447871455,"EC-2"
"Cell_10211",0,0,0,"TAL-2"
"Cell_10212",0,0,0,"TAL-1"
"Cell_10213",0,0,0,"FIB"
"Cell_10214",0,0,0,"PT-1"
"Cell_10215",0.2030654568737,0.214494159125442,-0.213727968955664,"EC-2"
"Cell_10216",0,0,0,"TAL-1"
"Cell_10217",0,0,0,"PC_CNT"
"Cell_10218",0,0,0,"PC_CNT"
"Cell_10219",0,0,0,"Undef"
"Cell_10220",0,0,0,"TAL-1"
"Cell_10221",0.0271365084461042,0.0258982224011256,-0.211414008057161,"PT-1"
"Cell_10222",0.134873783683811,0.139971828283309,-0.00424762769900594,"EC-3"
"Cell_10223",0,0,0,"TAL-1"
"Cell_10224",0,0,0,"IC-A"
"Cell_10225",0,0,0,"DCT/CNT"
"Cell_10226",0,0,0,"TAL-1"
"Cell_10227",0.0750671322312986,0.171605268911499,0.210117888864379,"FIB"
"Cell_10228",0,0,0,"DCT/CNT"
"Cell_10229",0,0,0,"PT-2"
"Cell_10230",0,0,0,"DCT/CNT"
"Cell_10231",0.0563967204529344,0.0430343387848768,0.0792424217833481,"EC-4"
"Cell_10232",0,0,0,"PC_CNT"
"Cell_10233",0,0,0,"DCT/CNT"
"Cell_10234",0,0,0,"PT-1"
"Cell_10235",0,0,0,"PT-1"
"Cell_10236",0.205996811348454,-0.0967580057301243,0.0508113883382449,"PT-1"
"Cell_10237",0,0,0,"TAL-1"
"Cell_10238",0,0,0,"TAL-2"
"Cell_10239",-0.0408253204569012,-0.0681212845220153,0.599731610046131,"PODO"
"Cell_10240",0,0,0,"DCT/CNT"
"Cell_10241",0,0,0,"PT-1"
"Cell_10242",0.109714001441784,-0.00189440577705235,0.632076364693461,"PT-2"
"Cell_10243",0,0,0,"PT-1"
"Cell_10244",0.00646790974853939,-0.0332023667208819,0.106083582511004,"EC-2"
"Cell_10245",0.162933100325814,0.114388378809169,0.202927793649251,"PT-1"
"Cell_10246",0,0,0,"PT-1"
"Cell_10247",0,0,0,"TAL-1"
"Cell_10248",0,0,0,"TAL-2"
"Cell_10249",-0.0337906827229799,-0.0742395362003815,-0.0884163691376708,"PECs?"
"Cell_10250",0,0,0,"TAL-2"
"Cell_10251",-0.0281489960554359,-0.0636507633395245,-0.138603584747319,"PT-1"
"Cell_10252",0,0,0,"DCT/CNT"
"Cell_10253",0,0,0,"TAL-1"
"Cell_10254",0.0970655594922613,-0.103459793421721,0.368983878263672,"IC-B"
"Cell_10255",0,0,0,"PC_CNT"
"Cell_10256",0,0,0,"TAL-1"
"Cell_10257",0,0,0,"TAL-1"
"Cell_10258",0,0,0,"Undef"
"Cell_10259",0,0,0,"TAL-1"
"Cell_10260",0.00544608983065398,-0.0898579113257298,0.0446174528748476,"PT-1"
"Cell_10261",0.213289429722,0.300756348392446,0.708099523070974,"TAL-2"
"Cell_10262",0,0,0,"TAL-1"
"Cell_10263",0.143610617045257,0.123637933979803,-0.403320385262182,"PC_CNT"
"Cell_10264",0,0,0,"PC_CNT"
"Cell_10265",0.0899215914514598,0.210016510338844,-0.256516422867548,"PT-1"
"Cell_10266",0,0,0,"PT-1"
"Cell_10267",0,0,0,"TAL-1"
"Cell_10268",0,0,0,"PT-1"
"Cell_10269",0,0,0,"TAL-2"
"Cell_10270",0,0,0,"TAL-1"
"Cell_10271",-0.0202083746340643,-0.0448279071753614,-0.174763440999034,"PODO"
"Cell_10272",0,0,0,"TAL-2"
"Cell_10273",0,0,0,"PC_CNT"
"Cell_10274",0.0892341102402239,0.154885857547209,-0.350199853662067,"EC-4"
"Cell_10275",0,0,0,"PT-1"
"Cell_10276",0,0,0,"PC_CNT"
"Cell_10277",0,0,0,"TAL-1"
"Cell_10278",0,0,0,"PT-1"
"Cell_10279",0,0,0,"PT-1"
"Cell_10280",0,0,0,"Undef"
"Cell_10281",0,0,0,"TAL-2"
"Cell_10282",0,0,0,"PT-1"
"Cell_10283",0.0167382704220235,0.149569290989905,-0.242086150309525,"EC-2"
"Cell_10284",0,0,0,"TAL-1"
"Cell_10285",0,0,0,"TAL-2"
"Cell_10286",0,0,0,"TAL-1"
"Cell_10287",0,0,0,"TAL-1"
"Cell_10288",0,0,0,"TAL-1"
"Cell_10289",0.106995161577435,0.244266778786167,-0.0878896149761586,"IMM"
"Cell_10290",0.0387375203080753,0.0861108741377074,0.0522055804428589,"EC-2"
"Cell_10291",0,0,0,"TAL-1"
"Cell_10292",0,0,0,"TAL-2"
"Cell_10293",0,0,0,"PT-1"
"Cell_10294",0,0,0,"TAL-1"
"Cell_10295",0.062645502713209,0.184960787123137,-0.00502385999669713,"PODO"
"Cell_10296",0,0,0,"IC-B"
"Cell_10297",0,0,0,"PT-1"
"Cell_10298",0,0,0,"PODO"
"Cell_10299",0.0463667420247577,-0.0527395449955467,-0.0107845677820729,"PT-2"
"Cell_10300",0,0,0,"Undef"
"Cell_10301",0,0,0,"DCT/CNT"
"Cell_10302",0.0080648588167902,0.037972017574764,-0.184965452752703,"PECs?"
"Cell_10303",0,0,0,"Undef"
"Cell_10304",0,0,0,"DCT/CNT"
"Cell_10305",0,0,0,"PC_CNT"
"Cell_10306",-0.00262915036979444,0.0307132011053716,-0.243073763887274,"PECs?"
"Cell_10307",0,0,0,"PT-1"
"Cell_10308",0,0,0,"IC-B"
"Cell_10309",0,0,0,"TAL-1"
"Cell_10310",0,0,0,"TAL-2"
"Cell_10311",0.0582501443636491,-0.00241306170616273,0.151293766143589,"PT-1"
"Cell_10312",0,0,0,"TAL-1"
"Cell_10313",0,0,0,"PT-1"
"Cell_10314",0,0,0,"TAL-1"
"Cell_10315",0,0,0,"PT-1"
"Cell_10316",0,0,0,"TAL-2"
"Cell_10317",0,0,0,"DCT/CNT"
"Cell_10318",0,0,0,"DCT/CNT"
"Cell_10319",0,0,0,"TAL-1"
"Cell_10320",0.161207505498865,-0.105284428829701,0.231216306135689,"PC_CNT"
"Cell_10321",0,0,0,"TAL-2"
"Cell_10322",0,0,0,"PC_CNT"
"Cell_10323",0,0,0,"PT-1"
"Cell_10324",0,0,0,"TAL-1"
"Cell_10325",0,0,0,"DCT/CNT"
"Cell_10326",0,0,0,"IC-A"
"Cell_10327",0.0312649340469928,-0.0165004468228629,0.262928759481179,"PT-1"
"Cell_10328",0.080436403729255,0.149950054405924,0.245285851941711,"IC-A"
"Cell_10329",0,0,0,"DCT/CNT"
"Cell_10330",0.196785569803786,0.300931449747638,0.0192253551246425,"EC-2"
"Cell_10331",0,0,0,"TAL-2"
"Cell_10332",-0.0978922866965554,-0.0859608404302614,-0.075748858349657,"PODO"
"Cell_10333",0,0,0,"TAL-2"
"Cell_10334",0,0,0,"Undef"
"Cell_10335",0,0,0,"Undef"
"Cell_10336",0.114951653082699,0.178538339230583,0.341057354159791,"IMM"
"Cell_10337",0,0,0,"PT-1"
"Cell_10338",0,0,0,"PT-1"
"Cell_10339",0,0,0,"PT-1"
"Cell_10340",0.210484176387154,0.154510709021024,0.571910871391028,"IC-A"
"Cell_10341",0,0,0,"PC_CNT"
"Cell_10342",0,0,0,"DCT/CNT"
"Cell_10343",0.0963481083277539,0.0474938594185541,-0.385464860307548,"PC"
"Cell_10344",0,0,0,"PT-1"
"Cell_10345",0,0,0,"PT-1"
"Cell_10346",0.0262327628924252,0.0103461784038479,-0.10872444441382,"PECs?"
"Cell_10347",0.0568391671809747,0.0989348517599486,-0.200197770089747,"PT-1"
"Cell_10348",0.0765252822369053,0.0912708804178914,-0.193653300472676,"EC-4"
"Cell_10349",0,0,0,"TAL-1"
"Cell_10350",0,0,0,"TAL-1"
"Cell_10351",0,0,0,"TAL-2"
"Cell_10352",0,0,0,"PC_CNT"
"Cell_10353",0.120924478916542,0.121525656450307,-0.213534312088071,"FIB"
"Cell_10354",0,0,0,"FIB"
"Cell_10355",0,0,0,"TAL-1"
"Cell_10356",0,0,0,"EC-5"
"Cell_10357",0.070826800684098,0.0859760310370422,0.226612670315386,"FIB"
"Cell_10358",0,0,0,"TAL-1"
"Cell_10359",0,0,0,"IC-B"
"Cell_10360",0,0,0,"TAL-1"
"Cell_10361",0,0,0,"DCT/CNT"
"Cell_10362",0,0,0,"TAL-1"
"Cell_10363",0,0,0,"DCT/CNT"
"Cell_10364",0,0,0,"PC_CNT"
"Cell_10365",0,0,0,"TAL-1"
"Cell_10366",0.115106148418568,0.132376853736632,-0.117299523325856,"EC-1(gEC)"
"Cell_10367",0,0,0,"TAL-2"
"Cell_10368",0.0725955005980848,0.120833449002489,0.305314359026627,"EC-5"
"Cell_10369",0,0,0,"TAL-2"
"Cell_10370",0,0,0,"PT-1"
"Cell_10371",0,0,0,"PODO"
"Cell_10372",0.0611592204811681,0.111924147747773,-0.199818610331481,"EC-2"
"Cell_10373",0,0,0,"Undef"
"Cell_10374",0,0,0,"DCT/CNT"
"Cell_10375",0.144571925940592,0.117888593647454,-0.0213180677804757,"EC-2"
"Cell_10376",0,0,0,"TAL-1"
"Cell_10377",0.153123189397051,0.160601622073813,0.225549965615614,"TAL-1"
"Cell_10378",0.152469513164532,0.202915687389248,0.17052767024659,"FIB"
"Cell_10379",0,0,0,"TAL-1"
"Cell_10380",0.0415887453117369,0.0857689759293497,-0.0288492388827445,"PT-1"
"Cell_10381",0,0,0,"TAL-1"
"Cell_10382",0.0731769208374904,0.0891684044966066,-0.0670532706924888,"EC-3"
"Cell_10383",0,0,0,"DCT/CNT"
"Cell_10384",0,0,0,"PT-1"
"Cell_10385",-0.00096718706720067,-0.222883975962529,0.028776849108973,"IC-B"
"Cell_10386",-0.0346189563752854,0.00555903628349175,-0.452486675304797,"PODO"
"Cell_10387",0,0,0,"TAL-1"
"Cell_10388",0,0,0,"TAL-1"
"Cell_10389",0.124116751927627,0.207249301936459,0.224719653189761,"FIB"
"Cell_10390",0,0,0,"TAL-1"
"Cell_10391",0,0,0,"TAL-2"
"Cell_10392",0,0,0,"TAL-1"
"Cell_10393",0.336878714846497,0.341868872020089,0.765750285492352,"TAL-1"
"Cell_10394",0,0,0,"PC_CNT"
"Cell_10395",0.0828239459784704,0.249563611719921,0.116910814094187,"EC-1(gEC)"
"Cell_10396",0,0,0,"TAL-2"
"Cell_10397",0.178438152050348,0.187106117254731,-0.0877650300805121,"EC-2"
"Cell_10398",0,0,0,"TAL-1"
"Cell_10399",0,0,0,"IC-A"
"Cell_10400",0,0,0,"TAL-1"
"Cell_10401",0,0,0,"DCT/CNT"
"Cell_10402",0.0196754654672308,0.127573110243368,-0.192019866115221,"EC-3"
"Cell_10403",0,0,0,"TAL-2"
"Cell_10404",0,0,0,"PC_CNT"
"Cell_10405",0,0,0,"PC_CNT"
"Cell_10406",0.184558081268759,-0.0302934186646118,0.106199772578429,"TAL-2"
"Cell_10407",0,0,0,"DCT/CNT"
"Cell_10408",0,0,0,"DCT/CNT"
"Cell_10409",0.110963846607932,-0.152109323612404,-0.111589967573367,"PT-1"
"Cell_10410",0,0,0,"DCT/CNT"
"Cell_10411",0.147363172574752,-0.108490486103131,0.486917230840688,"PT-1"
"Cell_10412",-0.0997781025300312,-0.0730136606203553,0.293844940823806,"PODO"
"Cell_10413",0,0,0,"TAL-1"
"Cell_10414",0,0,0,"TAL-1"
"Cell_10415",0.187734515387982,0.333736944024771,0.0761673160695095,"IMM"
"Cell_10416",0,0,0,"TAL-1"
"Cell_10417",-0.0385055237463754,-0.263979731608205,0.302264919929515,"PROLIF"
"Cell_10418",0,0,0,"TAL-1"
"Cell_10419",0,0,0,"PT-1"
"Cell_10420",0.134352221208521,0.220194469963276,-0.112085356163918,"EC-1(gEC)"
"Cell_10421",0,0,0,"PT-1"
"Cell_10422",0,0,0,"PC_CNT"
"Cell_10423",0.172693852698455,0.00584645159403008,0.148210723203484,"PT-1"
"Cell_10424",0,0,0,"PODO"
"Cell_10425",0,0,0,"TAL-1"
"Cell_10426",0,0,0,"TAL-1"
"Cell_10427",0,0,0,"DCT/CNT"
"Cell_10428",0,0,0,"PC_CNT"
"Cell_10429",0,0,0,"TAL-1"
"Cell_10430",0,0,0,"PC_CNT"
"Cell_10431",0,0,0,"PT-1"
"Cell_10432",0,0,0,"PT-1"
"Cell_10433",0,0,0,"TAL-1"
"Cell_10434",0,0,0,"DCT/CNT"
"Cell_10435",0,0,0,"TAL-1"
"Cell_10436",0.0279676493732349,0.085097709743246,-0.119975304829835,"FIB"
"Cell_10437",0,0,0,"DCT/CNT"
"Cell_10438",0.293498529617359,0.174191388555853,0.153980103471295,"IC-A"
"Cell_10439",0,0,0,"PT-1"
"Cell_10440",0,0,0,"TAL-1"
"Cell_10441",0,0,0,"TAL-1"
"Cell_10442",0,0,0,"TAL-1"
"Cell_10443",0.146165843467871,0.23846028888612,0.0193108955193587,"EC-4"
"Cell_10444",0,0,0,"TAL-1"
"Cell_10445",0.0602866252613802,-0.0218739131891921,-0.043914280813838,"PT-1"
"Cell_10446",0,0,0,"PC_CNT"
"Cell_10447",0,0,0,"PT-1"
"Cell_10448",0,0,0,"ATL"
"Cell_10449",0,0,0,"PC_CNT"
"Cell_10450",0.1632874830519,0.219597486534515,-0.261278800010638,"EC-4"
"Cell_10451",0,0,0,"DCT/CNT"
"Cell_10452",0,0,0,"IC-A"
"Cell_10453",0,0,0,"PC_CNT"
"Cell_10454",0,0,0,"TAL-1"
"Cell_10455",0,0,0,"TAL-1"
"Cell_10456",0,0,0,"TAL-1"
"Cell_10457",0,0,0,"PC_CNT"
"Cell_10458",0.227100055857914,0.317525607197486,0.0416361615300893,"TAL-2"
"Cell_10459",0.0806510392247772,-0.037156975015125,0.0487070838920618,"PT-2"
"Cell_10460",0,0,0,"TAL-1"
"Cell_10461",0,0,0,"TAL-2"
"Cell_10462",0,0,0,"TAL-1"
"Cell_10463",0,0,0,"TAL-1"
"Cell_10464",0.0501950602743612,0.0408854355050904,0.216905342596802,"PECs?"
"Cell_10465",0,0,0,"TAL-1"
"Cell_10466",0,0,0,"PT-1"
"Cell_10467",0,0,0,"PT-1"
"Cell_10468",0,0,0,"TAL-1"
"Cell_10469",0,0,0,"TAL-1"
"Cell_10470",0,0,0,"TAL-1"
"Cell_10471",0.0779999819818875,-0.162223976329491,-0.225198385432981,"PT-1"
"Cell_10472",0.181675495422566,0.151337171231607,0.0516173482365,"EC-3"
"Cell_10473",0,0,0,"Undef"
"Cell_10474",0,0,0,"PT-1"
"Cell_10475",0,0,0,"DCT/CNT"
"Cell_10476",0,0,0,"TAL-2"
"Cell_10477",0.155805410469481,0.0831932323321456,0.554606604779514,"PC_CNT"
"Cell_10478",0.0110940213549132,-0.118024679620623,0.114653476270742,"Undef"
"Cell_10479",0,0,0,"PC_CNT"
"Cell_10480",0.0843141480683159,0.0732677423011379,-0.265426491450222,"PECs?"
"Cell_10481",0,0,0,"IC-B"
"Cell_10482",0,0,0,"TAL-1"
"Cell_10483",0,0,0,"PT-1"
"Cell_10484",0,0,0,"PT-1"
"Cell_10485",0,0,0,"PT-1"
"Cell_10486",-0.00796277068676277,-0.0251385561923902,-0.0330561121827627,"PODO"
"Cell_10487",0,0,0,"TAL-1"
"Cell_10488",0,0,0,"Undef"
"Cell_10489",0,0,0,"TAL-1"
"Cell_10490",0,0,0,"PC_CNT"
"Cell_10491",0,0,0,"DCT/CNT"
"Cell_10492",0,0,0,"DCT/CNT"
"Cell_10493",0.0082305945243254,-0.08691110466366,0.329794222950108,"PT-1"
"Cell_10494",0,0,0,"PC_CNT"
"Cell_10495",0,0,0,"PT-1"
"Cell_10496",0,0,0,"PC_CNT"
"Cell_10497",0,0,0,"TAL-1"
"Cell_10498",-0.0235734952649987,-0.0398106446086254,0.0485592700520908,"EC-4"
"Cell_10499",0,0,0,"PC_CNT"
"Cell_10500",0,0,0,"DCT/CNT"
"Cell_10501",0,0,0,"TAL-1"
"Cell_10502",0,0,0,"PT-1"
"Cell_10503",0.231656948512614,0.221483685578706,0.228799637170732,"vSMC/MC"
"Cell_10504",0.0616325692201383,0.0960326865524462,-0.255226227271439,"EC-4"
"Cell_10505",0.0989058992774978,0.000352499609935664,-0.140323719120976,"PT-2"
"Cell_10506",0,0,0,"TAL-1"
"Cell_10507",0,0,0,"IC-A"
"Cell_10508",0,0,0,"PT-1"
"Cell_10509",0,0,0,"TAL-1"
