"","Aged1","celltype"
"Cell_742",-0.0113181665770182,"EC-2"
"Cell_743",0.153848223650637,"PT-1"
"Cell_744",0.0841471565886056,"FIB"
"Cell_745",0.0564414878138816,"EC-2"
"Cell_746",0.250718192527707,"PT-1"
"Cell_747",0,"PT-1"
"Cell_748",0,"PT-1"
"Cell_749",0,"PT-1"
"Cell_750",0.0407446424891067,"EC-2"
"Cell_751",0,"PT-1"
"Cell_752",0.0478363104439755,"EC-2"
"Cell_753",0.208836548270738,"PT-2"
"Cell_754",0.157439155173384,"PT-2"
"Cell_755",0,"DCT/CNT"
"Cell_756",0,"TAL-1"
"Cell_757",0,"TAL-1"
"Cell_758",0.291536184550353,"PT-1"
"Cell_759",0,"IC-B"
"Cell_760",0,"TAL-1"
"Cell_761",0,"TAL-1"
"Cell_762",0,"PT-1"
"Cell_763",0,"TAL-1"
"Cell_764",0,"Undef"
"Cell_765",0.117351602151136,"EC-3"
"Cell_766",0,"PT-1"
"Cell_767",0.00544122913418882,"IMM"
"Cell_768",0.157424318058458,"PT-2"
"Cell_769",0,"TAL-1"
"Cell_770",0,"PT-1"
"Cell_771",0,"PT-1"
"Cell_772",0,"PT-1"
"Cell_773",0.233643907160955,"PT-1"
"Cell_774",0,"vSMC/MC"
"Cell_775",0,"PT-1"
"Cell_776",0.110212750663492,"TAL-2"
"Cell_777",0,"PT-1"
"Cell_778",0,"TAL-2"
"Cell_779",0.266971867140223,"PT-2"
"Cell_780",0.0718609942478538,"EC-2"
"Cell_781",0.0970675084292772,"FIB"
"Cell_782",0,"PT-1"
"Cell_783",0.168569638685541,"PT-2"
"Cell_784",0,"PT-1"
"Cell_785",0.158279487021201,"PT-1"
"Cell_786",0,"PC_CNT"
"Cell_787",0,"PT-1"
"Cell_788",0,"TAL-2"
"Cell_789",0,"TAL-1"
"Cell_790",0,"PT-1"
"Cell_791",0,"PT-1"
"Cell_792",0,"PT-1"
"Cell_793",0,"PT-1"
"Cell_794",0,"IC-B"
"Cell_795",0.161263348807469,"PT-2"
"Cell_796",0,"TAL-1"
"Cell_797",0,"PT-1"
"Cell_798",0.0653092638490281,"PODO"
"Cell_799",0,"DCT/CNT"
"Cell_800",0,"PT-1"
"Cell_801",0,"TAL-1"
"Cell_802",0,"PT-1"
"Cell_803",0.132381318899356,"PT-2"
"Cell_804",0.127339904377169,"FIB"
"Cell_805",0.298675617208065,"PT-1"
"Cell_806",0,"DCT/CNT"
"Cell_807",0,"vSMC/MC"
"Cell_808",0,"PT-1"
"Cell_809",0,"DCT/CNT"
"Cell_810",0.147637251717059,"PT-2"
"Cell_811",0,"PT-1"
"Cell_812",0,"PT-1"
"Cell_813",0,"PT-1"
"Cell_814",0,"TAL-1"
"Cell_815",0.152188135108474,"TAL-2"
"Cell_816",0,"PT-1"
"Cell_817",0.232899826484875,"PT-1"
"Cell_818",0,"TAL-2"
"Cell_819",0.0737255708116284,"EC-4"
"Cell_820",0.104285871562131,"PT-1"
"Cell_821",0,"PT-1"
"Cell_822",0.134805121318809,"PT-2"
"Cell_823",0.229844963493494,"PT-1"
"Cell_824",0,"PT-1"
"Cell_825",0,"PT-1"
"Cell_826",0.379801803682575,"PT-1"
"Cell_827",0.074016205969052,"EC-2"
"Cell_828",0.124448909615551,"FIB"
"Cell_829",0,"PT-1"
"Cell_830",0,"PT-1"
"Cell_831",0,"TAL-2"
"Cell_832",0.220763723750312,"PT-1"
"Cell_833",0.0709760802417282,"PECs?"
"Cell_834",0,"PT-1"
"Cell_835",0.118630216835907,"IMM"
"Cell_836",0.124763081442158,"EC-2"
"Cell_837",0.311028126444757,"PT-1"
"Cell_838",0.0596434701856552,"EC-2"
"Cell_839",0,"DCT/CNT"
"Cell_840",0,"PT-1"
"Cell_841",0.108082683916888,"FIB"
"Cell_842",0,"PT-1"
"Cell_843",0,"PT-1"
"Cell_844",0.140291648981201,"EC-2"
"Cell_845",0,"PT-1"
"Cell_846",0,"PT-1"
"Cell_847",0,"TAL-2"
"Cell_848",0,"PT-1"
"Cell_849",0,"PT-2"
"Cell_850",0.109595162617683,"PT-2"
"Cell_851",0.176536130225437,"IMM"
"Cell_852",0,"PT-1"
"Cell_853",0,"PT-1"
"Cell_854",0,"PT-1"
"Cell_855",0,"DCT/CNT"
"Cell_856",0,"PT-1"
"Cell_857",0,"TAL-1"
"Cell_858",0,"PT-1"
"Cell_859",0.11163109210971,"EC-3"
"Cell_860",0.187920044297786,"PT-1"
"Cell_861",0,"PT-1"
"Cell_862",0.0839895447531003,"FIB"
"Cell_863",0,"PT-1"
"Cell_864",0.195009075791283,"PT-2"
"Cell_865",0,"PT-1"
"Cell_866",0,"PT-1"
"Cell_867",0,"PT-1"
"Cell_868",0.0214579503984134,"EC-2"
"Cell_869",0.2069495369831,"PT-1"
"Cell_870",0,"TAL-1"
"Cell_871",0.13027500372565,"PT-1"
"Cell_872",0,"PT-1"
"Cell_873",0,"PT-1"
"Cell_874",0,"PT-1"
"Cell_875",0,"TAL-1"
"Cell_876",0,"PT-1"
"Cell_877",0,"PT-1"
"Cell_878",0,"PT-2"
"Cell_879",0.0888420238046957,"EC-2"
"Cell_880",0,"PT-1"
"Cell_881",0,"PT-1"
"Cell_882",0.00589483579687872,"EC-2"
"Cell_883",0.202362230849429,"PT-2"
"Cell_884",0,"PT-1"
"Cell_885",0,"TAL-1"
"Cell_886",0,"PT-1"
"Cell_887",0.296867882001218,"PT-2"
"Cell_888",0.127822396275632,"PT-2"
"Cell_889",0,"PT-1"
"Cell_890",0,"PT-1"
"Cell_891",0.185869027061329,"PT-1"
"Cell_892",0,"PT-1"
"Cell_893",0,"PT-1"
"Cell_894",0.21961273399243,"PT-1"
"Cell_895",0,"PT-1"
"Cell_896",0.113963524198899,"EC-3"
"Cell_897",0,"TAL-1"
"Cell_898",0,"PT-1"
"Cell_899",0.222970322462555,"PT-1"
"Cell_900",0,"TAL-1"
"Cell_901",0.0905078424831183,"FIB"
"Cell_902",0,"PT-1"
"Cell_903",0.136841686529598,"PT-2"
"Cell_904",0,"PT-1"
"Cell_905",0.131299254048961,"PT-2"
"Cell_906",0,"TAL-2"
"Cell_907",0,"PT-1"
"Cell_908",0.219673253932124,"PT-1"
"Cell_909",0,"PT-1"
"Cell_910",0.0430656246114337,"EC-2"
"Cell_911",0,"TAL-2"
"Cell_912",0,"PT-1"
"Cell_913",0,"PT-1"
"Cell_914",0.197182344323545,"PT-2"
"Cell_915",0,"PT-2"
"Cell_916",0,"PT-1"
"Cell_917",0.337024168175046,"PT-2"
"Cell_918",0.148248799789418,"PT-1"
"Cell_919",0.0499551139182186,"PODO"
"Cell_920",0.265414355854523,"PT-2"
"Cell_921",0,"PT-1"
"Cell_922",0,"TAL-1"
"Cell_923",0,"IC-A"
"Cell_924",0.132999529758285,"PT-2"
"Cell_925",0,"PT-1"
"Cell_926",0.0726878898757154,"EC-3"
"Cell_927",0,"TAL-2"
"Cell_928",0.262911884199122,"PT-1"
"Cell_929",0,"PT-1"
"Cell_930",0,"PT-1"
"Cell_931",0.193414628880341,"PT-1"
"Cell_932",0,"DCT/CNT"
"Cell_933",0,"PT-1"
"Cell_934",0,"PT-1"
"Cell_935",0,"DCT/CNT"
"Cell_936",0.057612586778423,"FIB"
"Cell_937",0,"PT-1"
"Cell_938",0.050558851737614,"EC-2"
"Cell_939",0,"TAL-1"
"Cell_940",0.0450439051349475,"FIB"
"Cell_941",0,"PT-1"
"Cell_942",0,"TAL-2"
"Cell_943",0,"TAL-1"
"Cell_944",0.194077163459451,"PT-1"
"Cell_945",0.230594680780505,"PT-1"
"Cell_946",0,"PT-1"
"Cell_947",0.171913970547956,"PT-2"
"Cell_948",0,"PT-1"
"Cell_949",0,"PT-2"
"Cell_950",0.147245431453093,"FIB"
"Cell_951",0,"PT-1"
"Cell_952",0.27066717224708,"PT-1"
"Cell_953",0.0207429360756998,"vSMC/MC"
"Cell_954",0,"vSMC/MC"
"Cell_955",0,"PT-1"
"Cell_956",0,"PT-1"
"Cell_957",0,"PT-1"
"Cell_958",0.136610720733474,"PT-2"
"Cell_959",0.0690985216833654,"EC-2"
"Cell_960",0.0465885108342751,"IMM"
"Cell_961",0.149662515080183,"PT-2"
"Cell_962",0,"TAL-1"
"Cell_963",0,"PC_CNT"
"Cell_964",0,"TAL-2"
"Cell_965",0,"TAL-2"
"Cell_966",0.150146591646044,"PT-2"
"Cell_967",0,"TAL-1"
"Cell_968",0,"PT-1"
"Cell_969",0.026661374144248,"EC-5"
"Cell_970",0.0831787092022326,"IC-A"
"Cell_971",0.0436640461526399,"EC-2"
"Cell_972",0,"PT-1"
"Cell_973",0,"PT-1"
"Cell_974",0.131694899409719,"PT-2"
"Cell_975",0,"PT-1"
"Cell_976",0.13587871318325,"FIB"
"Cell_977",0,"PT-1"
"Cell_978",0,"PT-1"
"Cell_979",0.125386800006728,"PT-2"
"Cell_980",0.067545073789705,"vSMC/MC"
"Cell_981",0,"PT-1"
"Cell_982",0.00341669062584854,"vSMC/MC"
"Cell_983",0,"TAL-2"
"Cell_984",0,"TAL-1"
"Cell_985",0.243396132322915,"PT-1"
"Cell_986",0.225914107063381,"PT-1"
"Cell_987",0.0422779062735003,"PODO"
"Cell_988",0.142486741868948,"FIB"
"Cell_989",0,"DCT/CNT"
"Cell_990",0,"PC_CNT"
"Cell_991",0,"PT-1"
"Cell_992",0.127687373483493,"PT-2"
"Cell_993",0,"PT-1"
"Cell_994",0,"TAL-2"
"Cell_995",0.182773870556952,"PT-1"
"Cell_996",0,"PT-1"
"Cell_997",0.129520602370402,"PT-2"
"Cell_998",0,"PT-1"
"Cell_999",0.0170919155133392,"EC-3"
"Cell_1000",0.184031861181462,"PT-1"
"Cell_1001",0.161988694866928,"PT-2"
"Cell_1002",0.272484475187083,"PT-1"
"Cell_1003",0.170902750587421,"PT-2"
"Cell_1004",0.113305156703585,"PT-1"
"Cell_1005",0,"PT-1"
"Cell_1006",0.0320851231613095,"EC-2"
"Cell_1007",0,"PT-1"
"Cell_1008",0,"PT-1"
"Cell_1009",0.0579824561869607,"EC-3"
"Cell_1010",0.162774526298065,"PT-1"
"Cell_1011",0.153931601916351,"PT-1"
"Cell_1012",0,"PT-1"
"Cell_1013",-0.00224200736544522,"EC-2"
"Cell_1014",0.282153211790758,"PT-1"
"Cell_1015",0.230998087820967,"PT-1"
"Cell_1016",0,"TAL-1"
"Cell_1017",0,"TAL-1"
"Cell_1018",0.0887394249239076,"EC-3"
"Cell_1019",0,"PT-1"
"Cell_1020",0,"PT-1"
"Cell_1021",-0.00925574338586033,"EC-2"
"Cell_1022",0,"DCT/CNT"
"Cell_1023",0.376791925311083,"PT-1"
"Cell_1024",0,"PT-1"
"Cell_1025",0.111947915420358,"PC_CNT"
"Cell_1026",0.14460494014798,"PT-2"
"Cell_1027",0,"PT-1"
"Cell_1028",0,"PT-1"
"Cell_1029",0.217068623987778,"PT-1"
"Cell_1030",0,"PT-1"
"Cell_1031",0,"PT-1"
"Cell_1032",0,"EC-4"
"Cell_1033",0.0754516395079913,"vSMC/MC"
"Cell_1034",0,"PT-1"
"Cell_1035",0,"PT-1"
"Cell_1036",0.161838284276277,"PT-1"
"Cell_1037",0.129032515688084,"FIB"
"Cell_1038",0.192278017826108,"PT-1"
"Cell_1039",0,"PT-1"
"Cell_1040",0,"DCT/CNT"
"Cell_1041",0.121151755853407,"TAL-2"
"Cell_1042",0.0615365052374716,"EC-2"
"Cell_1043",0,"TAL-1"
"Cell_1044",0,"EC-3"
"Cell_1045",0,"TAL-1"
"Cell_1046",0.248964706173895,"PT-1"
"Cell_1047",0.176522304541898,"PT-1"
"Cell_1048",0.04449632322008,"TAL-1"
"Cell_1049",0.0420585907300376,"EC-2"
"Cell_1050",0.161816771444584,"PT-2"
"Cell_1051",0,"DCT/CNT"
"Cell_1052",0.105348944386834,"PT-1"
"Cell_1053",0.184603158417652,"PT-1"
"Cell_1054",0.219500061197021,"PT-1"
"Cell_1055",0.0684732649562467,"EC-2"
"Cell_1056",0,"PT-1"
"Cell_1057",0,"PT-1"
"Cell_1058",0.0605164534674728,"EC-2"
"Cell_1059",0,"PT-1"
"Cell_1060",0,"PT-1"
"Cell_1061",0,"PT-1"
"Cell_1062",0.181879632039705,"PT-1"
"Cell_1063",0,"vSMC/MC"
"Cell_1064",0,"PT-1"
"Cell_1065",0.0214792558916176,"EC-2"
"Cell_1066",0,"PT-1"
"Cell_1067",0,"PT-1"
"Cell_1068",0.29357527732575,"PT-1"
"Cell_1069",0,"PT-1"
"Cell_1070",0,"TAL-1"
"Cell_1071",0,"PT-1"
"Cell_1072",0.29482833550977,"PT-1"
"Cell_1073",0.281516038857156,"PT-1"
"Cell_1074",0,"PT-1"
"Cell_1075",0.168899935509696,"PT-2"
"Cell_1076",0.305940346073526,"PT-1"
"Cell_1077",0.137654857298991,"PT-2"
"Cell_1078",0.0317098159198594,"FIB"
"Cell_1079",0,"PT-1"
"Cell_1080",0.208232927753618,"PT-1"
"Cell_1081",0,"PT-2"
"Cell_1082",0,"PT-1"
"Cell_1083",0.176191070611871,"PT-1"
"Cell_1084",0,"PT-1"
"Cell_1085",0,"PT-1"
"Cell_1086",0.154881727331775,"PT-2"
"Cell_1087",0.152567738457011,"IMM"
"Cell_1088",0,"TAL-2"
"Cell_1089",0.177945968498585,"PT-2"
"Cell_1090",0,"PT-1"
"Cell_1091",0.150710420441773,"PT-2"
"Cell_1092",0.0318205905869229,"vSMC/MC"
"Cell_1093",0,"PT-1"
"Cell_1094",0,"TAL-2"
"Cell_1095",-0.0410479946316544,"EC-3"
"Cell_1096",0,"PT-1"
"Cell_1097",-0.0265207924296756,"EC-2"
"Cell_1098",0.298536656252038,"PT-1"
"Cell_1099",0.0180129655963999,"EC-2"
"Cell_1100",0,"PT-1"
"Cell_1101",0.22482554646777,"PT-1"
"Cell_1102",0,"TAL-2"
"Cell_1103",0,"TAL-1"
"Cell_1104",0,"PT-1"
"Cell_1105",0.0189667872386914,"EC-2"
"Cell_1106",0,"PT-1"
"Cell_1107",0,"PT-1"
"Cell_1108",0,"PT-1"
"Cell_1109",0,"PT-1"
"Cell_1110",0,"PC_CNT"
"Cell_1111",0,"PC_CNT"
"Cell_1112",0,"PT-1"
"Cell_1113",0,"PT-1"
"Cell_1114",0,"PT-1"
"Cell_1115",0,"TAL-2"
"Cell_1116",0.0208605186331599,"PODO"
"Cell_1117",0,"PT-1"
"Cell_1118",0.148710221295591,"PT-2"
"Cell_1119",0,"PT-1"
"Cell_1120",0.0512462846048427,"ADIPO"
"Cell_1121",0.262851790692017,"PT-1"
"Cell_1122",0,"PT-1"
"Cell_1123",0,"PT-1"
"Cell_1124",0,"TAL-2"
"Cell_1125",0,"PT-1"
"Cell_1126",0.114666570056948,"PT-1"
"Cell_1127",0.063600859654268,"PT-2"
"Cell_1128",0,"PT-1"
"Cell_1129",0.185207762609021,"PT-1"
"Cell_1130",0.167015701628297,"PT-1"
"Cell_1131",0,"PT-1"
"Cell_1132",0.16504819345819,"PT-1"
"Cell_1133",0.200613045742135,"PT-2"
"Cell_1134",0,"PT-1"
"Cell_1135",0.0554562837334631,"PODO"
"Cell_1136",0,"PT-1"
"Cell_1137",0,"PT-1"
"Cell_1138",0.0733150119023152,"PODO"
"Cell_1139",0,"PT-1"
"Cell_1140",0,"DCT/CNT"
"Cell_1141",0,"DCT/CNT"
"Cell_1142",0.254455482114019,"PT-1"
"Cell_1143",0,"EC-3"
"Cell_1144",0.290346853245759,"PT-1"
"Cell_1145",0,"PT-1"
"Cell_1146",0.187762108749961,"PT-1"
"Cell_1147",0,"DCT/CNT"
"Cell_1148",0.232226613237427,"PT-1"
"Cell_1149",0.0161945062751506,"EC-2"
"Cell_1150",0,"PT-1"
"Cell_1151",0.0807071481355153,"EC-2"
"Cell_1152",0,"TAL-2"
"Cell_1153",0,"PT-1"
"Cell_1154",0.0638339196221223,"PODO"
"Cell_1155",0,"IMM"
"Cell_1156",0.0232557550372881,"EC-2"
"Cell_1157",0,"PT-1"
"Cell_1158",0.116526123396841,"EC-2"
"Cell_1159",0.128883885520858,"PT-2"
"Cell_1160",0,"PT-1"
"Cell_1161",0,"PT-1"
"Cell_1162",0.0287583532479487,"EC-2"
"Cell_1163",0,"PT-1"
"Cell_1164",0,"PT-1"
"Cell_1165",0.0363371218958403,"IMM"
"Cell_1166",0,"PT-1"
"Cell_1167",0.0382883082060936,"PODO"
"Cell_1168",0.122453413770281,"PT-2"
"Cell_1169",0,"PT-1"
"Cell_1170",0,"PC_CNT"
"Cell_1171",0,"PT-1"
"Cell_1172",0,"PT-1"
"Cell_1173",0,"TAL-1"
"Cell_1174",0,"DCT/CNT"
"Cell_1175",0,"PT-1"
"Cell_1176",0,"PT-1"
"Cell_1177",0.113769799888105,"EC-3"
"Cell_1178",0,"PT-1"
"Cell_1179",0.2162308032281,"PT-1"
"Cell_1180",0,"PT-1"
"Cell_1181",0,"TAL-2"
"Cell_1182",0.230999377279289,"PT-1"
"Cell_1183",0,"TAL-2"
"Cell_1184",0.359240779536282,"PT-1"
"Cell_1185",0,"PT-1"
"Cell_1186",0.014401517530213,"IMM"
"Cell_1187",0,"PT-1"
"Cell_1188",0.0458495711550734,"PODO"
"Cell_1189",0.00729824934602941,"EC-2"
"Cell_1190",0.291361930911388,"PT-1"
"Cell_1191",0,"PT-1"
"Cell_1192",0,"TAL-2"
"Cell_1193",0,"TAL-2"
"Cell_1194",0,"TAL-2"
"Cell_1195",0,"PT-1"
"Cell_1196",0,"TAL-2"
"Cell_1197",0,"PT-1"
"Cell_1198",0.148743751687781,"PT-1"
"Cell_1199",0.0680485256109793,"PODO"
"Cell_1200",0,"IC-B"
"Cell_1201",0,"IC-A"
"Cell_1202",0,"PT-1"
"Cell_1203",0,"TAL-2"
"Cell_1204",0,"PT-1"
"Cell_1205",0.0635561451567992,"FIB"
"Cell_1206",0.0280326918345711,"EC-3"
"Cell_1207",0.141625212289011,"EC-2"
"Cell_1208",0,"EC-3"
"Cell_1209",0,"PT-1"
"Cell_1210",0.241346749055894,"PT-1"
"Cell_1211",0.189050928739282,"PT-2"
"Cell_1212",0.211670550450036,"PT-1"
"Cell_1213",0.18381535330892,"PT-1"
"Cell_1214",0,"TAL-2"
"Cell_1215",0.0953158304825946,"Uro"
"Cell_1216",0,"PT-1"
"Cell_1217",0.000475325132502979,"EC-2"
"Cell_1218",0,"PT-1"
"Cell_1219",0,"PT-1"
"Cell_1220",0,"TAL-1"
"Cell_1221",0,"PT-1"
"Cell_1222",0,"PT-1"
"Cell_1223",0,"PC_CNT"
"Cell_1224",0.184100497889024,"PT-1"
"Cell_1225",0,"PT-1"
"Cell_1226",0,"PT-1"
"Cell_1227",0,"TAL-1"
"Cell_1228",0,"EC-3"
"Cell_1229",0.0135476015521217,"EC-3"
"Cell_1230",0,"PT-2"
"Cell_1231",0,"PT-1"
"Cell_1232",0,"PT-1"
"Cell_1233",0,"PT-1"
"Cell_1234",0,"TAL-2"
"Cell_1235",0,"EC-3"
"Cell_1236",0,"PT-1"
"Cell_1237",0.144892734521299,"PT-2"
"Cell_1238",0,"PT-1"
"Cell_1239",0.0844174688112813,"FIB"
"Cell_1240",0,"PT-1"
"Cell_1241",0.201157619536159,"PT-1"
"Cell_1242",0.00945998520374219,"EC-4"
"Cell_1243",0.273309106707638,"PT-1"
"Cell_1244",0.216389778758008,"PT-1"
"Cell_1245",0,"PT-1"
"Cell_1246",0,"PT-1"
"Cell_1247",0,"Undef"
"Cell_1248",0.159471884814895,"PT-1"
"Cell_1249",0,"PT-1"
"Cell_1250",0,"PT-1"
"Cell_1251",0,"TAL-1"
"Cell_1252",0,"DCT/CNT"
"Cell_1253",0,"PT-1"
"Cell_1254",0.280303412261041,"PT-1"
"Cell_1255",0.150742184123586,"PT-2"
"Cell_1256",0.216775125729362,"PT-1"
"Cell_1257",0,"TAL-1"
"Cell_1258",0,"PT-1"
"Cell_1259",0.201183132203151,"PT-1"
"Cell_1260",0.138589992326656,"PT-2"
"Cell_1261",0.157206300007951,"TAL-2"
"Cell_1262",0.165385563383888,"PT-2"
"Cell_1263",0.147139997823876,"PT-2"
"Cell_1264",0,"PT-1"
"Cell_1265",0,"PT-1"
"Cell_1266",0,"TAL-2"
"Cell_1267",0.134684388182373,"PT-1"
"Cell_1268",0,"TAL-2"
"Cell_1269",0.0864299654887359,"IC-A"
"Cell_1270",0,"PT-1"
"Cell_1271",0,"PT-1"
"Cell_1272",0,"PT-1"
"Cell_1273",0,"PT-1"
"Cell_1274",0,"TAL-1"
"Cell_1275",0,"TAL-1"
"Cell_1276",0.039269757615296,"PODO"
"Cell_1277",0,"PT-1"
"Cell_1278",0,"PT-1"
"Cell_1279",0.125913558820001,"PT-2"
"Cell_1280",0.173930270157406,"PT-2"
"Cell_1281",0,"PT-1"
"Cell_1282",0.232980345558954,"PT-1"
"Cell_1283",0,"PT-1"
"Cell_1284",0.195984788225048,"PT-1"
"Cell_1285",0.236148944709519,"PT-1"
"Cell_1286",0.0768188658870766,"EC-2"
"Cell_1287",0,"PT-1"
"Cell_1288",0,"DCT/CNT"
"Cell_1289",0,"PT-1"
"Cell_1290",0.147867577064224,"PT-2"
"Cell_1291",0.104339145399196,"PT-2"
"Cell_1292",0,"TAL-2"
"Cell_1293",0.139698873836187,"PT-2"
"Cell_1294",0.0884161003939433,"IC-A"
"Cell_1295",0.0882218624517339,"FIB"
"Cell_1296",0,"TAL-2"
"Cell_1297",0.234076294684549,"PT-1"
"Cell_1298",0,"PT-1"
"Cell_1299",0.183555915944102,"PT-2"
"Cell_1300",0.175495949447599,"PT-2"
"Cell_1301",0,"PT-1"
"Cell_1302",0,"PT-1"
"Cell_1303",0.214387533562542,"PT-1"
"Cell_1304",0.233813918009522,"PT-1"
"Cell_1305",0.0482198953790886,"PODO"
"Cell_1306",0,"PT-1"
"Cell_1307",0,"PC_CNT"
"Cell_1308",0.260650693638684,"PT-1"
"Cell_1309",0,"PT-1"
"Cell_1310",0.115214994016375,"EC-2"
"Cell_1311",0.115411336994099,"EC-2"
"Cell_1312",0,"PT-1"
"Cell_1313",0,"TAL-1"
"Cell_1314",0,"PT-1"
"Cell_1315",0,"DCT/CNT"
"Cell_1316",0,"TAL-2"
"Cell_1317",0,"PT-1"
"Cell_1318",0,"PT-1"
"Cell_1319",0.138485623844738,"TAL-2"
"Cell_1320",0,"TAL-2"
"Cell_1321",0,"PT-1"
"Cell_1322",0.210084503751399,"PT-1"
"Cell_1323",0,"PT-1"
"Cell_1324",0,"PT-1"
"Cell_1325",0.243727279174268,"PT-2"
"Cell_1326",0.191816323824371,"PT-1"
"Cell_1327",0,"PT-1"
"Cell_1328",0.0244820937386706,"EC-2"
"Cell_1329",0,"PT-1"
"Cell_1330",0,"PT-1"
"Cell_1331",0.15022728299635,"PT-2"
"Cell_1332",0,"PT-1"
"Cell_1333",0.0489990906333441,"PODO"
"Cell_1334",0.220846397987005,"PT-1"
"Cell_1335",0,"PT-1"
"Cell_1336",0,"Undef"
"Cell_1337",0,"DCT/CNT"
"Cell_1338",0.10612878896969,"EC-2"
"Cell_1339",0.142381180288403,"PT-2"
"Cell_1340",0,"PT-1"
"Cell_1341",0.251952229517833,"PT-1"
"Cell_1342",0,"PT-1"
"Cell_1343",0,"TAL-1"
"Cell_1344",0,"EC-2"
"Cell_1345",0,"PT-1"
"Cell_1346",0,"PT-1"
"Cell_1347",0.278836021902689,"PT-1"
"Cell_1348",0,"PT-1"
"Cell_1349",0.0705385716036663,"FIB"
"Cell_1350",0.16366428762239,"PT-2"
"Cell_1351",0.172687235087573,"PT-2"
"Cell_1352",0,"PT-1"
"Cell_1353",0.0484864072936644,"PC_CNT"
"Cell_1354",0.178137731857132,"PT-1"
"Cell_1355",0,"TAL-1"
"Cell_1356",0,"PT-1"
"Cell_1357",0,"TAL-2"
"Cell_1358",0,"IC-A"
"Cell_1359",0.30480693012168,"PT-1"
"Cell_1360",0,"DCT/CNT"
"Cell_1361",0,"PT-1"
"Cell_1362",0,"DCT/CNT"
"Cell_1363",0.0703727006835078,"PC_CNT"
"Cell_1364",0,"DCT/CNT"
"Cell_1365",0,"PT-1"
"Cell_1366",0.18643690975132,"PT-1"
"Cell_1367",0,"PT-1"
"Cell_1368",0,"PT-1"
"Cell_1369",0.0893982654558349,"FIB"
"Cell_1370",0,"PT-1"
"Cell_1371",0.0950794920084521,"FIB"
"Cell_1372",0.172378218583633,"PT-2"
"Cell_1373",0,"PT-1"
"Cell_1374",0.224011741075172,"PT-1"
"Cell_1375",0,"PT-1"
"Cell_1376",0,"TAL-1"
"Cell_1377",0,"PT-1"
"Cell_1378",0,"PT-1"
"Cell_1379",0.0793578861789399,"EC-2"
"Cell_1380",0.0170647673015251,"EC-3"
"Cell_1381",0.0539609825075163,"IC-B"
"Cell_1382",0.141922222923799,"IMM"
"Cell_1383",0,"PT-1"
"Cell_1384",0,"PT-1"
"Cell_1385",0,"PT-1"
"Cell_1386",0,"PT-1"
"Cell_1387",0.0121536585853675,"vSMC/MC"
"Cell_1388",0,"PC_CNT"
"Cell_1389",0,"DCT/CNT"
"Cell_1390",0.0988349744660105,"FIB"
"Cell_1391",0.0147698782926171,"EC-2"
"Cell_1392",0,"PT-1"
"Cell_1393",0,"EC-5"
"Cell_1394",0.265602579249317,"PT-1"
"Cell_1395",0.0157109129411456,"EC-1(gEC)"
"Cell_1396",0,"PT-1"
"Cell_1397",0,"TAL-2"
"Cell_1398",0,"PC_CNT"
"Cell_1399",0.198566418091686,"PT-1"
"Cell_1400",0,"DCT/CNT"
"Cell_1401",0,"PT-1"
"Cell_1402",0,"TAL-2"
"Cell_1403",0,"PT-1"
"Cell_1404",0.130014073658926,"PT-1"
"Cell_1405",0,"TAL-1"
"Cell_1406",0.00953043071055237,"EC-2"
"Cell_1407",0.221265825628385,"PT-1"
"Cell_1408",0,"PT-1"
"Cell_1409",0,"TAL-1"
"Cell_1410",0,"PT-1"
"Cell_1411",0.13549538056569,"PT-1"
"Cell_1412",0,"TAL-2"
"Cell_1413",0.0454746830070402,"EC-2"
"Cell_1414",0,"TAL-2"
"Cell_1415",0,"TAL-1"
"Cell_1416",0.168364087975747,"TAL-2"
"Cell_1417",0.269702810552345,"PT-1"
"Cell_1418",0,"TAL-1"
"Cell_1419",0,"PT-1"
"Cell_1420",0,"PT-1"
"Cell_1421",0,"PT-1"
"Cell_1422",0,"PT-1"
"Cell_1423",0.00344999803899165,"EC-2"
"Cell_1424",0,"PT-1"
"Cell_1425",0,"DCT/CNT"
"Cell_1426",0,"PT-1"
"Cell_1427",0,"PT-1"
"Cell_1428",0,"PT-1"
"Cell_1429",0,"PT-1"
"Cell_1430",0,"PT-1"
"Cell_1431",0,"IC-B"
"Cell_1432",0,"PT-1"
"Cell_1433",0.0770729072706413,"PC_CNT"
"Cell_1434",0,"PT-1"
"Cell_1435",0.145653431448042,"PT-1"
"Cell_1436",0.103846084444453,"FIB"
"Cell_1437",0.133346711772192,"PT-1"
"Cell_1438",0,"vSMC/MC"
"Cell_1439",0,"TAL-2"
"Cell_1440",0,"TAL-1"
"Cell_1441",0,"PC_CNT"
"Cell_1442",0,"PT-1"
"Cell_1443",0,"PT-1"
"Cell_1444",0,"PT-1"
"Cell_1445",0,"PT-1"
"Cell_1446",0,"TAL-2"
"Cell_1447",0,"DCT/CNT"
"Cell_1448",0,"TAL-2"
"Cell_1449",0.315063562123139,"PT-1"
"Cell_1450",0.0521041151918877,"PODO"
"Cell_1451",0,"PT-1"
"Cell_1452",0,"PT-1"
"Cell_1453",0.228908399768084,"PT-1"
"Cell_1454",0,"DCT/CNT"
"Cell_1455",0,"PT-1"
"Cell_1456",0,"TAL-1"
"Cell_1457",0,"PT-1"
