"Gene","Symbol","LFC_Age","LFC_Combined","LFC_DR","LFC_sAct","Restoration_DR","Restoration_sAct","Restoration_Combined","Intervention_DR_Effect","Intervention_sAct_Effect","Intervention_Combined_Effect"
"ENSMUSG00000028514","Usp24",-0.239586525507512,0.115873021425724,0.104217854112658,-0.000132703833875895,0.434990464893194,0,0.483637471599341,"Rescue","Worsening","Rescue"
"ENSMUSG00000028518","Prkaa2",-0.388334987684184,0.219216208993551,0.157006723348889,-0.000364211906004353,0.404307436435719,0,0.564502854354781,"Rescue","Worsening","Rescue"
"ENSMUSG00000028573","Fggy",1.01100350780551,-1.09216130424118,-1.64656593013368,0.00165419741928297,1.62864512083418,0,1.08027449539897,"Rescue","Worsening","Rescue"
"ENSMUSG00000028581","Laptm5",0.54884265491877,-0.193894303511385,-0.223645518071342,0.000494626526725958,0.407485672017315,0,0.3532784884223,"Rescue","Worsening","Rescue"
"ENSMUSG00000028832","Stmn1",1.45194340026352,-0.663446931129045,-0.623869830526369,0.000547120967421662,0.429679166841586,0,0.456937185711669,"Rescue","Worsening","Rescue"
"ENSMUSG00000028933","Xrcc2",-0.610154528095187,0.14089532547536,0.119105224213525,-0.000121870324178706,0.195205015662761,0,0.230917446298751,"Rescue","Worsening","Rescue"
"ENSMUSG00000029161","Cgref1",0.741226891479349,-0.586743288080542,-1.21409836530032,0.0721206060152719,1.63795779572596,0,0.791583919614024,"Rescue","Worsening","Rescue"
"ENSMUSG00000029490","Slc49a3",0.783738243373107,-0.615642269982383,-1.01754560826792,0.00471661900832727,1.29832328187603,0,0.785520261628091,"Rescue","Worsening","Rescue"
"ENSMUSG00000029599","Ddx54",0.382505148548069,-0.494708773943301,-0.331362134182569,0.000343808865738216,0.866294572609988,0,1.2933388630745,"Rescue","Worsening","Rescue"
"ENSMUSG00000029810","Tmem176b",0.731765057930888,-0.264534539353974,-0.119844679246394,0.000479089198096144,0.163774804423243,0,0.361502010087721,"Rescue","Worsening","Rescue"
"ENSMUSG00000029994","Anxa4",0.756592202813119,-0.246044540889964,-0.363913287135978,0.000292461284872844,0.480990004632477,0,0.325200999924576,"Rescue","Worsening","Rescue"
"ENSMUSG00000030201","Lrp6",-0.366843310513246,0.0980815868437561,0.191799550893251,-0.000431295051040543,0.522837804033844,0,0.267366431478692,"Rescue","Worsening","Rescue"
"ENSMUSG00000030353","Tead4",1.60451487294394,-0.845470911185113,-1.14167185562571,0.00111189667195582,0.711537097522185,0,0.526932423900724,"Rescue","Worsening","Rescue"
"ENSMUSG00000030357","Fkbp4",-0.414761650355459,0.117904126662153,0.289511645580549,-0.00183487653669715,0.69801932105447,0,0.284269595709021,"Rescue","Worsening","Rescue"
"ENSMUSG00000030681","Mvp",0.696976532678895,-0.684784755582975,-0.882317336600958,0.000434764728780685,1.26592115405907,0,0.98250762181467,"Rescue","Worsening","Rescue"
"ENSMUSG00000030739","Myh14",0.79089666791708,-0.393347095067011,-0.368724651408691,0.000251988002890887,0.466210905123385,0,0.497343219440963,"Rescue","Worsening","Rescue"
"ENSMUSG00000030789","Itgax",1.37788726355162,-0.88645884747056,-0.246576516140087,0.000180745416388708,0.17895260567582,0,0.643346426750211,"Rescue","Worsening","Rescue"
"ENSMUSG00000031508","Ankrd10",0.383366110206248,-0.728259406445042,-0.520083762541631,0.0152171972133968,1.35662425210677,0,1.89964471834311,"Rescue","Worsening","Rescue"
"ENSMUSG00000031511","Arhgef7",-0.329213510810872,0.160189565822104,0.0361854959060358,-0.000296761058324659,0.109914978327921,0,0.48658259932148,"Rescue","Worsening","Rescue"
"ENSMUSG00000031642","Sh3rf1",1.75933904720002,-0.991758660146183,-1.64047010465384,0.000749477937814834,0.932435454817328,0,0.563710935492827,"Rescue","Worsening","Rescue"
"ENSMUSG00000031760","Mt3",0.813870854391488,-0.222988786440016,-0.00915160916420002,0.000795326796963364,0.0112445471106622,0,0.273985467395487,"Rescue","Worsening","Rescue"
"ENSMUSG00000031827","Cotl1",0.745707946763756,-0.51307021313557,-0.33238570266444,0.00076350563781056,0.445731742710986,0,0.688031038642147,"Rescue","Worsening","Rescue"
"ENSMUSG00000031880","Rrad",4.1951094729714,-4.3955475171082,-1.70032888291136,0.000341411814717344,0.405312160234764,0,1.04777897821933,"Rescue","Worsening","Rescue"
"ENSMUSG00000031987","Egln1",-0.25486239719265,0.0359103244557653,0.0722720350317384,-0.000704614932370829,0.283572766433284,0,0.140900834533941,"Rescue","Worsening","Rescue"
"ENSMUSG00000032118","Fez1",2.11115433153385,-1.392553205153,-1.74699246986118,0.00120169393025877,0.827505807494383,0,0.659616961371673,"Rescue","Worsening","Rescue"
"ENSMUSG00000032218","Ccnb2",4.04427494285826,-0.903593945502331,-0.843725907863694,0.00109284862467175,0.208622291952138,0,0.223425449127285,"Rescue","Worsening","Rescue"
"ENSMUSG00000032380","Dapk2",0.72045059779525,-0.971611400521675,-0.782709898480149,0.00775273644494444,1.08641716847127,0,1.34861627361409,"Rescue","Worsening","Rescue"
"ENSMUSG00000032388","Spg21",0.612022085244403,-0.373481869372073,-0.0809672910629119,0.000627056856889856,0.13229472108115,0,0.610242470617589,"Rescue","Worsening","Rescue"
"ENSMUSG00000032478","Nme6",-0.403813035643765,0.276617835780821,0.344888131885866,-0.00044110860334975,0.854078747943438,0,0.685014626483844,"Rescue","Worsening","Rescue"
