"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000001",2135.37677668485,0.00137302276223662,0.0150557168986555,0.6040558354883,1
"ENSMUSG00000000028",37.9853492687888,-0.000197765104920614,0.0593113208907593,0.981961745484476,1
"ENSMUSG00000000031",2.54399258347625,0.00316099954208353,0.0868784805275588,0.529937151846801,NA
"ENSMUSG00000000037",10.329260939034,-0.00317207443496798,0.0730520274645853,0.677366827589467,1
"ENSMUSG00000000049",108.561579540448,-0.0174167801317263,0.111112159300661,0.0778621392572588,0.785255511231326
"ENSMUSG00000000056",875.860659769932,-0.000564330212281956,0.0256402026555673,0.913286241659135,1
"ENSMUSG00000000058",1524.0131899223,-0.0545482288982375,0.102769016578791,0.0244298290951954,0.519661549631186
"ENSMUSG00000000078",2105.74156082698,-0.00143600599231572,0.0275741438827949,0.795362241215295,1
"ENSMUSG00000000085",364.210046607852,0.00237577375399491,0.0392352042749494,0.756659850576059,1
"ENSMUSG00000000088",4760.30107272411,-0.00109005801550738,0.0148162112898475,0.68228611909991,1
"ENSMUSG00000000093",1102.57377304696,0.0389429832373615,0.0963391318639152,0.0476037461209983,0.670358394093649
"ENSMUSG00000000094",0.824154546331652,-0.00410035664583151,0.106424662793093,0.267142986266819,NA
"ENSMUSG00000000120",19.0337955003326,0.0124155356690567,0.0804681430324097,0.230633322472931,0.975880477257757
"ENSMUSG00000000126",49.4310145787653,-0.00854563895822158,0.0659205829893156,0.388587375523824,1
"ENSMUSG00000000127",146.143495600754,-0.00127985749164971,0.0380057911800252,0.864461017764009,1
"ENSMUSG00000000131",769.080357236854,-0.000529973465481826,0.0229323605830836,0.908134734584584,1
"ENSMUSG00000000134",473.569490280556,0.0134940938064464,0.0502919251999915,0.148096784911084,0.914259956896809
"ENSMUSG00000000142",65.5116199631735,-0.00357045353369379,0.0463137099545208,0.677420020688379,1
"ENSMUSG00000000148",252.401001916982,-0.00760511490532955,0.0448884498942757,0.366202216604662,1
"ENSMUSG00000000149",1443.6191971938,3.32872761072546e-05,0.0134430536091758,0.989323305400185,1
"ENSMUSG00000000154",3214.86017464325,0.00261158431317268,0.0263109382748078,0.607682968158331,1
"ENSMUSG00000000157",2.78452989723124,0.00873108322400777,0.0984884759866537,0.168821683976251,NA
"ENSMUSG00000000159",1115.02876309792,0.000763291007496931,0.026816410150013,0.888084708205857,1
"ENSMUSG00000000167",40.2230845224815,-0.00882860587308879,0.0639057176158324,0.380126113468543,1
"ENSMUSG00000000168",2978.30992295334,-0.00256916762583646,0.0272842549089694,0.629306376167881,1
"ENSMUSG00000000171",4621.82824085516,0.00110285018549113,0.0164533006376128,0.717174025612837,1
"ENSMUSG00000000184",334.726694781134,0.0144771871881292,0.0705981170190933,0.215046644558946,0.971559537056348
"ENSMUSG00000000194",1131.06724315477,0.00137245771810356,0.0232339338820995,0.764502712149589,1
"ENSMUSG00000000197",3.19595057054456,-0.00179116096094916,0.0783584969970589,0.77840973696403,NA
"ENSMUSG00000000202",2.14321490609302,0.00961509947847556,0.115513580651368,0.0964404843933585,NA
"ENSMUSG00000000204",4.09454771202794,0.00789172413340901,0.0887443902428828,0.264562464327224,NA
"ENSMUSG00000000215",0.973631453766293,-0.00327129509504897,0.0921447108652204,0.449962499994605,NA
"ENSMUSG00000000216",843.603888540085,-0.010266626832502,0.0435903962652087,0.197807067265732,0.961625160542792
"ENSMUSG00000000223",1.09455481286745,-0.00292045347648704,0.0974158682531129,0.430062452290933,NA
"ENSMUSG00000000244",12.7538292129336,0.000663600777051338,0.0723567293419363,0.928113964420673,1
"ENSMUSG00000000247",25.0096977810165,0.00459380464278717,0.0654875109364774,0.603741123296624,1
"ENSMUSG00000000253",779.646151080838,-0.00179228099817705,0.0257546950504159,0.725074429039412,1
"ENSMUSG00000000266",515.101753489887,0.00377621123884987,0.0329384989058431,0.555124763380938,1
"ENSMUSG00000000275",1828.04321936704,0.0127777582659521,0.0600172857544796,0.237091548886675,0.976608980231227
"ENSMUSG00000000276",187.445364778823,0.00434436838285964,0.0466758324361777,0.615532123692752,1
"ENSMUSG00000000278",1571.98041051254,0.0317020583695088,0.0784849944954151,0.0521449092415471,0.690598766676318
"ENSMUSG00000000282",590.207602837024,0.00587084109788252,0.04324293406635,0.4740532185727,1
"ENSMUSG00000000290",131.900154249328,0.0185478514467168,0.0765309452240971,0.152977069417471,0.918685308906627
"ENSMUSG00000000295",150.207728237236,-0.0414936764111328,0.108282409877924,0.044727115878694,0.662948479126896
"ENSMUSG00000000296",271.735273261434,-0.00653962478423623,0.0411358574270351,0.400399109005387,1
"ENSMUSG00000000301",22.2953815077749,-0.00435477976759248,0.0696096219480125,0.603438551577676,1
"ENSMUSG00000000303",4182.82295090315,-0.0737869925928147,0.0944755642054873,0.00880544043275806,0.313344355443028
"ENSMUSG00000000305",18.7659342766579,-0.00355466418588151,0.0696790948174119,0.66386973237549,1
"ENSMUSG00000000308",1080.78213634204,-0.0125814629755499,0.0478319761798058,0.15372749911666,0.918685308906627
"ENSMUSG00000000317",90.2835527636716,0.0023412926133238,0.0554860919332628,0.793750537336385,1
"ENSMUSG00000000318",27.2749515922059,-0.0578843083012128,0.187830569477641,0.0118626697220737,0.368772351586578
"ENSMUSG00000000320",101.665624398807,-0.0180659280697752,0.0753586624661214,0.158782072633151,0.927363852784049
"ENSMUSG00000000326",4198.03526962008,0.00671006612521637,0.0413988308766643,0.390484024086714,1
"ENSMUSG00000000339",469.167459365287,-0.00345962115985984,0.0257720362309036,0.46716119302007,1
"ENSMUSG00000000340",2196.98911060004,0.00151192269001091,0.0233605737732515,0.741896757048506,1
"ENSMUSG00000000346",4707.41244601486,0.000592326705105203,0.018715428981766,0.870727220397278,1
"ENSMUSG00000000355",303.650359289395,0.000207147603966727,0.0270298304954362,0.969883842951706,1
"ENSMUSG00000000359",96.8794121569526,0.0159474055072933,0.0732679210713671,0.188813740995512,0.961625160542792
"ENSMUSG00000000365",3.31048155664956,-0.00400318217890625,0.0854876905805718,0.477190810960753,NA
"ENSMUSG00000000374",1413.59840499246,0.00735337800244654,0.0336807431373517,0.215102760837933,0.971559537056348
"ENSMUSG00000000378",297.155278043595,-0.00737831493778053,0.0472310390813207,0.402119600263585,1
"ENSMUSG00000000384",613.823887842308,0.00571917841916709,0.0370259149093667,0.414521070161872,1
"ENSMUSG00000000385",4918.04572052449,-0.00496503584770963,0.036610559529398,0.479557201119335,1
"ENSMUSG00000000386",33.7515490326138,0.014162689180405,0.0852355871653918,0.18690934660166,0.960848173044913
"ENSMUSG00000000392",7.45598592473034,0.00571195346012874,0.0762527036173941,0.472361044765254,1
"ENSMUSG00000000399",3253.06926679576,-0.00541453909394062,0.027587851317174,0.252859249117227,0.986528294685159
"ENSMUSG00000000402",457.535222752708,-1.24089181294448,0.199863851301755,1.71705210620416e-11,5.65803010036394e-08
"ENSMUSG00000000409",37.0776968292533,0.0038332764226991,0.0707205452957552,0.636631723563265,1
"ENSMUSG00000000416",427.146840693515,0.00505990516668406,0.0358305659184463,0.459577700375881,1
"ENSMUSG00000000420",2980.29413392002,0.000282599877293266,0.0294640888044273,0.962335888227693,1
"ENSMUSG00000000439",430.566379201267,0.00636020775642283,0.0528465416803905,0.495907271828848,1
"ENSMUSG00000000440",76.0069413411342,-0.00147868335806819,0.0690544969269864,0.851742886888281,1
"ENSMUSG00000000441",1312.07643647828,0.000988841687224593,0.0150262587961064,0.717609652544806,1
"ENSMUSG00000000486",97.2506042374881,-0.0062893765147537,0.0508827965000993,0.493378539782306,1
"ENSMUSG00000000489",398.500677653843,0.0103925663828659,0.0570137443179865,0.307724586294722,1
"ENSMUSG00000000530",390.970398426377,0.028662388329123,0.0791085283292466,0.0687119580066627,0.763121012759004
"ENSMUSG00000000531",205.048998262777,-0.0085679842000951,0.0539500464056391,0.376389728560809,1
"ENSMUSG00000000532",1382.05063384769,-0.00224082349143848,0.0332794035438353,0.735612901653586,1
"ENSMUSG00000000538",2529.38059146981,-0.000516880262403955,0.0155215463929462,0.859568323917816,1
"ENSMUSG00000000544",2.65396821758855,-0.00177026417856653,0.0841431217400348,0.72880549601873,NA
"ENSMUSG00000000552",129.391047207783,0.000516284418539492,0.0403808726834953,0.947546585694995,1
"ENSMUSG00000000555",179.126117229663,0.0407077947797618,0.100375054096901,0.045372482038104,0.664223873243996
"ENSMUSG00000000561",494.058708978542,-0.000216312162131568,0.0348022340501854,0.975294439291743,1
"ENSMUSG00000000562",0.985279758059427,0.000522149080636908,0.0923206290743839,0.880776594411335,NA
"ENSMUSG00000000563",8556.69869608404,-0.000747259642063037,0.0142628675032204,0.77417444750704,1
"ENSMUSG00000000567",40.8948254816974,-0.00770966955557978,0.0641626251990296,0.428714692841156,1
"ENSMUSG00000000568",1240.47533416671,0.00167586938886012,0.0344754542519024,0.807900509773225,1
"ENSMUSG00000000579",111.989462184683,-0.0135565050299063,0.0710228525553027,0.233218655749757,0.975880477257757
"ENSMUSG00000000581",793.427206467146,-0.0143031825050641,0.0582135312753524,0.18389843251235,0.95683519136442
"ENSMUSG00000000594",3887.48951904032,0.29401506797291,0.117875489490639,0.000169624590569894,0.0353763892940453
"ENSMUSG00000000600",1025.18344133082,-0.0062585728478964,0.0339173863711706,0.311012500604549,1
"ENSMUSG00000000605",1681.39023297173,-0.0030235199696683,0.0337908025735149,0.650275744432672,1
"ENSMUSG00000000627",3.32329140673244,-0.00482387016068321,0.0807047118263785,0.482691222244336,NA
"ENSMUSG00000000628",77.8755870543204,-0.00258875501255241,0.075883757859721,0.7120950344146,1
"ENSMUSG00000000631",4058.97582599299,-0.000151579133095014,0.0204331035470483,0.970145487136735,1
"ENSMUSG00000000632",4.89006804781325,-0.00354134218543447,0.084399275335385,0.530225311229031,NA
"ENSMUSG00000000673",1389.46199333316,0.00910494688628555,0.04139292637196,0.228802398301355,0.975442667214802
"ENSMUSG00000000682",65.5982387965893,6.99106180273895e-05,0.0516360053502063,0.993669732367669,1
"ENSMUSG00000000686",64.4566812059864,0.000144075975700879,0.050064891841656,0.986862603522934,1
"ENSMUSG00000000690",579.557734985498,-0.021537524971374,0.0730769708393065,0.114108144614405,0.867570260167927
"ENSMUSG00000000693",68.1872654844437,0.0142357658971676,0.0723141031014647,0.218689894699785,0.972280493299326
"ENSMUSG00000000706",2.27925878244192,0.000961754381443804,0.0824577073024066,0.856663910649869,NA
"ENSMUSG00000000708",1235.74491477862,-0.00559822988776672,0.0302245525952136,0.29757355564805,1
"ENSMUSG00000000711",2590.20539409516,-0.00143997341800977,0.018126951859777,0.66913458546357,1
"ENSMUSG00000000730",2.04105052199002,0.00441013289709925,0.0876264580156663,0.418272711019848,NA
"ENSMUSG00000000731",4.75671509898885,0.0100368293118325,0.0959467633672314,0.170470346679755,NA
"ENSMUSG00000000732",255.235280967825,0.00520007496494154,0.0348408501795328,0.430604887257673,1
"ENSMUSG00000000738",2031.8801115673,0.00998424604774667,0.0454415506569707,0.234067321392629,0.975880477257757
"ENSMUSG00000000739",41.0988875819708,0.00183997124254317,0.0589516387751107,0.835089463433231,1
"ENSMUSG00000000740",5101.64085793448,-0.00312313105140377,0.0247105722678561,0.494964701543068,1
"ENSMUSG00000000743",1542.8844179892,-0.000484951310776692,0.0139689649138569,0.850655079128192,1
"ENSMUSG00000000751",832.806944147806,-0.00129174658225612,0.0218545811456771,0.762570301714806,1
"ENSMUSG00000000753",27.3313275315484,-0.00606152391175606,0.075551474971371,0.458628210697775,1
"ENSMUSG00000000759",705.933831972459,-0.00139969915435275,0.0182724807138836,0.681769002072587,1
"ENSMUSG00000000776",320.927988496128,0.0109656682687835,0.0575714722149418,0.28788949563516,1
"ENSMUSG00000000782",30.6007155816658,0.00354460785488108,0.0586649408489917,0.694989009818851,1
"ENSMUSG00000000787",5832.9819551765,0.00383782142467932,0.0317248064593812,0.530550172403598,1
"ENSMUSG00000000791",6.16526180476479,0.00567643791394429,0.0821572578403762,0.416941332858537,NA
"ENSMUSG00000000792",5.17617222605379,-0.00175238794669167,0.0773375943877106,0.789560915747774,NA
"ENSMUSG00000000794",52.2998796877471,-0.0121589297774018,0.0698352768904696,0.266050243143228,0.990219083729649
"ENSMUSG00000000804",1570.7842287213,0.00413215176353978,0.0268221659654289,0.394223033694639,1
"ENSMUSG00000000805",1310.0945112706,0.00387989886980685,0.0287301803898284,0.472358559518682,1
"ENSMUSG00000000811",278.747142813668,0.00495785562179168,0.0321219690293798,0.408433560038483,1
"ENSMUSG00000000817",4.39363025153187,0.00289413135038885,0.0771854784567422,0.672715709415459,NA
"ENSMUSG00000000823",688.107455820059,0.00667329375068682,0.0413327332854537,0.392488043577556,1
"ENSMUSG00000000826",2680.77797665026,0.0146764492921227,0.0497682038290537,0.113653884187505,0.866525402995527
"ENSMUSG00000000827",859.67432077882,0.0101031059453146,0.0476634418163482,0.252850062193465,0.986528294685159
"ENSMUSG00000000838",1254.11989558395,-0.00255999992520056,0.0211763200324165,0.503930389377205,1
"ENSMUSG00000000861",3.71624760228671,-0.00749046963422914,0.0890844829848844,0.270882279972307,NA
"ENSMUSG00000000876",2052.31809051305,0.00063326634154888,0.0237590623661471,0.894375354301827,1
"ENSMUSG00000000881",425.279947387099,-0.0043809865898997,0.0314631036618856,0.462048827630547,1
"ENSMUSG00000000884",41.4529721515629,0.00270520880356464,0.055119144293584,0.763403677971537,1
"ENSMUSG00000000889",3.66357357668337,0.00141623907663982,0.078409541385058,0.821861925689685,NA
"ENSMUSG00000000901",79.3509895087132,0.00808316624788539,0.0705292320389867,0.393137109687252,1
"ENSMUSG00000000902",537.686658430162,-0.00242555797622015,0.0328413731778645,0.710541994780852,1
"ENSMUSG00000000903",1.01100243401495,0.00188456403396094,0.0960579245596884,0.581042097617888,NA
"ENSMUSG00000000915",1414.2377099432,0.000283162703928769,0.0274895312880296,0.95953846831912,1
"ENSMUSG00000000916",164.319837808486,0.0019005339187441,0.0370826575774378,0.795588658648372,1
"ENSMUSG00000000934",311.193863008481,0.00683141292624421,0.0426952480328157,0.396420718312602,1
"ENSMUSG00000000938",562.320108148542,-0.00176250069720625,0.0205841744999878,0.650486750082314,1
"ENSMUSG00000000942",31.1202656175388,0.00842099803557256,0.0719731931960047,0.373585977077847,1
"ENSMUSG00000000948",57.1373980259389,0.00376075678567884,0.0541978702890815,0.678879924535463,1
"ENSMUSG00000000957",301.331709450581,0.100558913940796,0.163200459820875,0.00948439101453445,0.326231370261941
"ENSMUSG00000000958",2256.53080610699,0.0586999047102192,0.132209348084,0.0244263325355273,0.519661549631186
"ENSMUSG00000000959",992.648733040366,-0.00717310452215681,0.0309906012571387,0.176475830200573,0.947907484040249
"ENSMUSG00000000976",305.427433093699,0.0117643239229129,0.0543045611865809,0.239415574455522,0.978375630992269
"ENSMUSG00000000982",0.955428600069003,0.00172036538747261,0.0914067400210348,0.654923013755478,NA
"ENSMUSG00000001014",3.48517125471234,0.000601185196972651,0.0793940495814595,0.919973481965716,NA
"ENSMUSG00000001016",537.153208977561,-0.00540578862935283,0.0325388274231287,0.368109320969915,1
"ENSMUSG00000001017",1414.85840552343,-0.00556839236841586,0.0286205687949959,0.262302862203705,0.989414444575586
"ENSMUSG00000001018",463.335854652471,-0.00402576297443516,0.0332118669983622,0.530731833217552,1
"ENSMUSG00000001020",54.2326932673912,-0.00457819991819258,0.0532445860919187,0.61678418083156,1
"ENSMUSG00000001021",3.66949002309966,0.000666643134320428,0.079448847453827,0.911187043759347,NA
"ENSMUSG00000001025",1364.46129561336,-0.00492435463181958,0.040619805376179,0.527745911348426,1
"ENSMUSG00000001027",3.40014225188955,-0.000163141092316141,0.0818888030498086,0.975869991176995,NA
"ENSMUSG00000001029",127.000572047124,0.00704411461620204,0.0516500694446731,0.449746011862089,1
"ENSMUSG00000001034",184.337626950854,0.0101984572958374,0.0530842424828115,0.294763767521292,1
"ENSMUSG00000001036",709.446257282443,0.00402543032998058,0.0305048518627399,0.487612441999347,1
"ENSMUSG00000001039",135.097290487205,-0.0135724568648862,0.0619752199641414,0.221970017923043,0.974861922433354
"ENSMUSG00000001052",851.194015621365,-0.00478295648729232,0.032300161369658,0.431226613709954,1
"ENSMUSG00000001053",222.932943485958,0.00577548826650118,0.0422609919187374,0.472479177545167,1
"ENSMUSG00000001054",421.508061961365,-0.00324084336468784,0.0279611813402987,0.544844861270722,1
"ENSMUSG00000001056",603.385317612198,-0.0137589871510065,0.0558659295763043,0.184132516498612,0.95683519136442
"ENSMUSG00000001062",422.044410098972,0.00945899859247878,0.0445703393869175,0.250959471255974,0.985825900859846
"ENSMUSG00000001065",406.742469957032,-0.00393818095804742,0.0432499938465884,0.632202266728226,1
"ENSMUSG00000001076",2.33203125480512,0.00111648109948568,0.0822508379826126,0.836010768406984,NA
