"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Myonuclei (neuromuscular junction nuclei)","FAPs","Ptprm","Ptprm",0.089331150922185,0.01,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Immune cells?","Ptprm","Ptprm",0.340865823070363,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"FAPs","Immune cells?","Ptprm","Ptprm",0.131221313786871,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Immune cells?","Ptprm","Ptprm",0.27865504834357,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Immune cells?","Ptprm","Ptprm",0.272291713352679,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei","Immune cells?","Ptprm","Ptprm",0.135547699348856,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Immune cells?","Ptprm","Ptprm",0.156217203755676,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Immune cells?","Ptprm","Ptprm",0.17906508901868,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (differentiating myocytes?)","Immune cells?","Ptprm","Ptprm",0.127670849159597,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Immune cells?","Ptprm","Ptprm",0.20545472327595,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Immune cells?","Ptprm","Ptprm",0.200564687507584,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Tenocytes","Immune cells?","Ptprm","Ptprm",0.181818011317051,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Lymphatic vessels","Ptprm","Ptprm",0.333739125651521,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"FAPs","Lymphatic vessels","Ptprm","Ptprm",0.127629067380723,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Lymphatic vessels","Ptprm","Ptprm",0.272291713352679,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Lymphatic vessels","Ptprm","Ptprm",0.266020101945433,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei","Lymphatic vessels","Ptprm","Ptprm",0.131854991289394,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Lymphatic vessels","Ptprm","Ptprm",0.152060449950452,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Lymphatic vessels","Ptprm","Ptprm",0.17442605612996,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (differentiating myocytes?)","Lymphatic vessels","Ptprm","Ptprm",0.124161907661195,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Lymphatic vessels","Ptprm","Ptprm",0.200298824108472,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Lymphatic vessels","Ptprm","Ptprm",0.195501309351162,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Tenocytes","Lymphatic vessels","Ptprm","Ptprm",0.177123046378854,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Myonuclei","Ptprm","Ptprm",0.173493463795258,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Myonuclei","Ptprm","Ptprm",0.135547699348856,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Myonuclei","Ptprm","Ptprm",0.131854991289394,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Myonuclei","Ptprm","Ptprm",0.0698966856343246,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Myonuclei","Ptprm","Ptprm",0.0813365648267828,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Myonuclei","Ptprm","Ptprm",0.0949900331333125,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Myonuclei","Ptprm","Ptprm",0.0924233400763716,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Myonuclei (Myh1+)","Ptprm","Ptprm",0.198619789103477,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Myonuclei (Myh1+)","Ptprm","Ptprm",0.156217203755676,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Myonuclei (Myh1+)","Ptprm","Ptprm",0.152060449950452,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei","Myonuclei (Myh1+)","Ptprm","Ptprm",0.0698966856343246,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Myonuclei (Myh1+)","Ptprm","Ptprm",0.0814989692479416,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Myonuclei (Myh1+)","Ptprm","Ptprm",0.0946445465260203,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Myonuclei (Myh1+)","Ptprm","Ptprm",0.110263813452547,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Myonuclei (Myh1+)","Ptprm","Ptprm",0.107333359566934,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Tenocytes","Myonuclei (Myh1+)","Ptprm","Ptprm",0.0962517696433953,0.02,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.226008228372128,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"FAPs","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.0785831866161168,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.17906508901868,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.17442605612996,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.0813365648267828,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.0946445465260203,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.109657329523132,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (differentiating myocytes?)","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.0763318209382402,0.01,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.127405513738292,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.124083023258506,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Tenocytes","Myonuclei (Myh4+?)","Ptprm","Ptprm",0.111488100545014,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Myonuclei (differentiating myocytes?)","Ptprm","Ptprm",0.163829438890853,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Myonuclei (differentiating myocytes?)","Ptprm","Ptprm",0.127670849159597,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Myonuclei (differentiating myocytes?)","Ptprm","Ptprm",0.124161907661195,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Myonuclei (differentiating myocytes?)","Ptprm","Ptprm",0.0763318209382402,0.01,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Myonuclei (differentiating myocytes?)","Ptprm","Ptprm",0.0892267713764715,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Myonuclei (differentiating myocytes?)","Ptprm","Ptprm",0.0868008694134828,0.02,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.257149026954468,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"FAPs","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.091820658556256,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.20545472327595,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.200298824108472,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.0949900331333125,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.110263813452547,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.127405513738292,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (differentiating myocytes?)","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.0892267713764715,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.147550214801221,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.14378895571756,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Tenocytes","Myonuclei (myotendinous junction nuclei)","Ptprm","Ptprm",0.129489502400589,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.25141794159033,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"FAPs","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.089331150922185,0.01,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.200564687507584,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.195501309351162,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.0924233400763716,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.107333359566934,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.124083023258506,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (differentiating myocytes?)","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.0868008694134828,0.02,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.14378895571756,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.140107817637188,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Tenocytes","Myonuclei (neuromuscular junction nuclei)","Ptprm","Ptprm",0.126120520472557,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial cells","Tenocytes","Ptprm","Ptprm",0.229281283142288,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Immune cells?","Tenocytes","Ptprm","Ptprm",0.181818011317051,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Lymphatic vessels","Tenocytes","Ptprm","Ptprm",0.177123046378854,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh1+)","Tenocytes","Ptprm","Ptprm",0.0962517696433953,0.02,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (Myh4+?)","Tenocytes","Ptprm","Ptprm",0.111488100545014,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (myotendinous junction nuclei)","Tenocytes","Ptprm","Ptprm",0.129489502400589,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
"Myonuclei (neuromuscular junction nuclei)","Tenocytes","Ptprm","Ptprm",0.126120520472557,0,"PTPRM_PTPRM","Ptprm  - Ptprm","PTPRM","Cell-Cell Contact","KEGG: mmu04514"
